Start Time,End Time,sentence,sub-emotion,Intensity,emotion
"00:04:43,000","00:04:45,000",SO ?,curiosity,mild,unknown
"00:04:45,000","00:04:47,000","There, I am married at 80, Frérot.",amusement,mild,unknown
"00:04:47,000","00:04:49,000","This morning, we wake up.",neutral,neutral,neutral
"00:04:49,000","00:04:51,000",This is our last day in Sydney.,sadness,mild,unknown
"00:04:51,000","00:04:53,000","And I, the question that comes to my mind, this morning, right away,",curiosity,mild,unknown
"00:04:53,000","00:04:55,000",What will happen between Julien and Pagas?,curiosity,moderate,unknown
"00:04:55,000","00:04:57,000","Last night, I know that Pagas, he was a little rejected.",sadness,mild,unknown
"00:04:57,000","00:04:59,000","I know Pagas, he was a little rejected.",sadness,mild,unknown
"00:04:59,000","00:05:01,000","I know Pagas, he was a little rejected.",sadness,mild,unknown
"00:05:01,000","00:05:03,000","I know Pagas, he was a little rejected.",sadness,mild,unknown
"00:05:03,000","00:05:05,000","I know Pagas, he was a little rejected.",sadness,mild,unknown
"00:05:05,000","00:05:07,000","I know that Pagas, he was a little rejected from Julien's attitude.",sadness,mild,unknown
"00:05:07,000","00:05:09,000","I know that Pagas, he was a little rejected from Julien's attitude.",sadness,mild,unknown
"00:05:09,000","00:05:11,000","There was water in gas, he absolutely wanted a kiss.",desire,moderate,unknown
"00:05:11,000","00:05:13,000","But Julien, he brakes, he brakes, he brakes.",annoyance,moderate,unknown
"00:05:13,000","00:05:15,000","So there, this morning, we do not know what will happen between them.",neutral,neutral,neutral
"00:05:15,000","00:05:17,000","Before taking out the file,",neutral,neutral,neutral
"00:05:17,000","00:05:19,000","I'm going to go and confess myself, I think.",remorse,mild,unknown
"00:05:19,000","00:05:21,000","Frérot, but there, are you going to kiss him?",curiosity,mild,unknown
"00:05:21,000","00:05:23,000","Yes, I'll kiss him.",optimism,moderate,unknown
"00:05:23,000","00:05:25,000",The kiss.,neutral,neutral,neutral
"00:05:25,000","00:05:27,000",The kiss.,neutral,neutral,neutral
"00:05:27,000","00:05:29,000",I'm going to check her.,neutral,neutral,neutral
"00:05:29,000","00:05:31,000","Me, I don't really know where I am with Julien.",confusion,moderate,unknown
"00:05:31,000","00:05:33,000",I'm tired of making the efforts.,annoyance,moderate,unknown
"00:05:33,000","00:05:35,000",I don't know where he is to wait for this famous kiss.,confusion,moderate,unknown
"00:05:35,000","00:05:37,000","So there you are there, he is in his camp.",neutral,neutral,neutral
"00:05:37,000","00:05:39,000",Now I'm going to wait.,neutral,neutral,neutral
"00:05:39,000","00:05:41,000",Bonjour.,neutral,neutral,neutral
"00:05:41,000","00:05:43,000",Hi.,neutral,neutral,neutral
"00:05:43,000","00:05:45,000","This morning, I come across Pagas in the corridor.",neutral,neutral,neutral
"00:05:45,000","00:05:47,000","Yesterday, there was still a big discomfort.",,,unknown
"00:05:47,000","00:05:49,000","It hurt me because in the end, I was called a child",sadness,moderate,unknown
"00:05:49,000","00:05:51,000",Because I don't want to kiss paddle.,annoyance,moderate,unknown
"00:05:51,000","00:05:53,000","So already, from one, it doesn't look at anyone.",neutral,neutral,neutral
"00:05:53,000","00:05:55,000","And two, if I did not want, it is that I have my own reasons.",,,unknown
"00:05:55,000","00:05:57,000",Are you not happy? Do you know what you have to tell me now?,annoyance,moderate,unknown
"00:05:57,000","00:05:59,000","Instead of not going through the college for the Pamphlet,",confusion,mild,unknown
"00:05:59,000","00:06:01,000",Do you have reflections?,curiosity,mild,unknown
"00:06:01,000","00:06:03,000",These are not reflections.,neutral,neutral,neutral
"00:06:03,000","00:06:05,000",It is a truth.,neutral,neutral,neutral
"00:06:05,000","00:06:07,000","If you have a problem, you have a better solution.",annoyance,moderate,unknown
"00:06:07,000","00:06:09,000",You're going to be at the bottom to get me messages.,annoyance,moderate,unknown
"00:06:09,000","00:06:11,000",I didn't make any message.,neutral,neutral,neutral
"00:06:11,000","00:06:13,000",I spoke to Nico.,neutral,neutral,neutral
"00:06:13,000","00:06:15,000",I confided in him.,neutral,neutral,neutral
"00:06:15,000","00:06:17,000","Afterwards, he made subliminal messages.",annoyance,moderate,unknown
"00:06:17,000","00:06:19,000",This is not my fault.,neutral,neutral,neutral
"00:06:19,000","00:06:21,000","I come to tell you, I confided in Nico.",neutral,neutral,neutral
"00:06:21,000","00:06:23,000","And his,",neutral,neutral,neutral
"00:06:23,000","00:06:25,000",He spends subliminal messages,annoyance,moderate,unknown
"00:06:25,000","00:06:27,000","With dinette, college,",confusion,mild,unknown
"00:06:27,000","00:06:29,000",I confided in him.,neutral,neutral,neutral
"00:06:29,000","00:06:31,000",There is nothing bad.,neutral,neutral,neutral
"00:06:31,000","00:06:33,000",Julia knows very well that I am not the own head.,neutral,neutral,neutral
"00:06:33,000","00:06:35,000",I think she either.,neutral,neutral,neutral
"00:06:35,000","00:06:37,000","It works, it works, it doesn't work, too bad.",neutral,neutral,neutral
"00:06:37,000","00:06:39,000",He turns around. There is the passing feeling.,neutral,neutral,neutral
"00:06:39,000","00:06:41,000","After a while, you have to send the gum.",neutral,neutral,neutral
"00:06:41,000","00:06:43,000","Julia, Julia.",neutral,neutral,neutral
"00:06:45,000","00:06:47,000",The guy understands my words and it makes me happy.,relief,moderate,unknown
"00:06:47,000","00:06:49,000","I see that in front of me, I do not have a child,",realization,mild,unknown
"00:06:49,000","00:06:51,000",That he too wants to take his time.,neutral,neutral,neutral
"00:06:51,000","00:06:53,000","Really, it relieves me.",relief,moderate,unknown
"00:06:55,000","00:06:57,000","Me, Jérémy, I would like to know",curiosity,mild,unknown
"00:06:57,000","00:06:59,000","Why yesterday, you got too upset.",confusion,moderate,unknown
"00:06:59,000","00:07:01,000",Because I didn't understand anything.,confusion,moderate,unknown
"00:07:01,000","00:07:03,000",It farted on all sides. I didn't understand why.,confusion,moderate,unknown
"00:07:03,000","00:07:05,000",Apparently you would have told him that,curiosity,mild,unknown
"00:07:05,000","00:07:07,000",You liked it. And there he comes to see you,curiosity,mild,unknown
"00:07:07,000","00:07:09,000",telling me to take the first step with you.,curiosity,mild,unknown
"00:07:09,000","00:07:11,000","Wait, wait.",confusion,mild,unknown
"00:07:11,000","00:07:13,000",It's true that you like it.,curiosity,mild,unknown
"00:07:13,000","00:07:15,000","You annoy me, but you speak for nothing.",annoyance,moderate,unknown
"00:07:15,000","00:07:17,000",He's a guy who doesn't have a brain.,disapproval,moderate,unknown
"00:07:17,000","00:07:19,000",Everyone saw him.,neutral,neutral,neutral
"00:07:19,000","00:07:21,000",But you are not small.,neutral,neutral,neutral
"00:07:21,000","00:07:23,000",You sleep all day,annoyance,mild,unknown
"00:07:23,000","00:07:25,000",with piquance of the character.,neutral,neutral,neutral
"00:07:25,000","00:07:27,000",I was cushy in the bar. There was not a big atmosphere.,neutral,neutral,neutral
"00:07:27,000","00:07:29,000",I was sitting. I heard.,neutral,neutral,neutral
"00:07:29,000","00:07:31,000",I got into a discussion that ...,curiosity,mild,unknown
"00:07:31,000","00:07:33,000",Maybe not.,neutral,neutral,neutral
"00:07:33,000","00:07:35,000",Maybe it didn't look at me.,neutral,neutral,neutral
"00:07:35,000","00:07:37,000",But that's it.,neutral,neutral,neutral
"00:07:37,000","00:07:39,000",I forgot.,neutral,neutral,neutral
"00:07:39,000","00:07:41,000",I said everything I had to say.,relief,mild,unknown
"00:07:41,000","00:07:43,000","This morning, I am jaded.",annoyance,moderate,unknown
"00:07:43,000","00:07:45,000",I don't want to get into their game.,disapproval,moderate,unknown
"00:07:45,000","00:07:47,000",I get involved in what they don't look at me.,annoyance,mild,unknown
"00:07:47,000","00:07:49,000",Blablabla.,annoyance,mild,unknown
"00:07:49,000","00:07:51,000",I understood that they did not know how to laugh.,realization,mild,unknown
"00:07:51,000","00:07:53,000",That they were not in my delirium.,disappointment,mild,unknown
"00:07:53,000","00:07:55,000",I said to myself in a conversation,neutral,neutral,neutral
"00:07:55,000","00:07:57,000",that they should not rigorously put that.,disapproval,mild,unknown
"00:07:57,000","00:07:59,000",This is the fact that they still lie to me.,anger,moderate,unknown
"00:07:59,000","00:08:01,000",There are no good intentions in what he says.,disapproval,moderate,unknown
"00:08:01,000","00:08:03,000",In his lie.,disgust,mild,negative
"00:08:03,000","00:08:05,000",It annoys me.,annoyance,moderate,unknown
"00:08:05,000","00:08:07,000",It was a lot of accumulated in terms of heaviness.,annoyance,moderate,unknown
"00:08:07,000","00:08:09,000",I farted my lead a little.,anger,moderate,unknown
"00:08:09,000","00:08:11,000","At one point, it's good.",relief,mild,unknown
"00:08:11,000","00:08:13,000",Maybe she had things to blame you for.,curiosity,mild,unknown
"00:08:13,000","00:08:15,000",Yesterday she lets you off everything.,surprise,mild,neutral
"00:08:15,000","00:08:17,000","Nico, he told me",neutral,neutral,neutral
"00:08:17,000","00:08:19,000","Concretely, I would like",desire,mild,unknown
"00:08:19,000","00:08:21,000",May she let go a little more with me.,desire,moderate,unknown
"00:08:21,000","00:08:23,000","Yes or no. The second time, you didn't tell me that.",confusion,mild,unknown
"00:08:23,000","00:08:25,000",I wouldn't like her to let go.,fear,mild,negative
"00:08:25,000","00:08:27,000",If it would come,curiosity,mild,unknown
"00:08:27,000","00:08:29,000","To let go, to relax, to come to me.",desire,moderate,unknown
"00:08:29,000","00:08:31,000",Voilà.,neutral,neutral,neutral
"00:08:31,000","00:08:33,000",I repeated the second time.,neutral,neutral,neutral
"00:08:33,000","00:08:35,000","Jérémy, he is really getting drunk.",disapproval,moderate,unknown
"00:08:35,000","00:08:37,000",He doesn't understand. Let go of the case.,annoyance,moderate,unknown
"00:08:37,000","00:08:39,000",We all burnt down. You're a liar.,anger,intense,unknown
"00:08:39,000","00:08:41,000",You have to add a layer.,annoyance,mild,unknown
"00:08:41,000","00:08:43,000",You're going to end up putting yourself in everyone.,disapproval,moderate,unknown
"00:08:43,000","00:08:45,000",It's good. Stop there.,annoyance,mild,unknown
"00:08:45,000","00:08:47,000",You don't like him.,disapproval,mild,unknown
"00:08:47,000","00:08:49,000",To want to do the cupid.,disapproval,mild,unknown
"00:08:49,000","00:08:51,000","It's good, it's breaking my balls.",anger,intense,unknown
"00:08:51,000","00:08:53,000",I fight my balls.,anger,intense,unknown
"00:08:53,000","00:08:55,000",Let me cut alone. I had lunch.,annoyance,mild,unknown
"00:08:55,000","00:08:57,000","It's good, he can know.",relief,mild,unknown
"00:08:57,000","00:08:59,000",It is true that I exaggerated.,remorse,mild,unknown
"00:08:59,000","00:09:01,000",But Nicolas still told me,neutral,neutral,neutral
"00:09:01,000","00:09:03,000","that if Chloé took the first step,",curiosity,mild,unknown
"00:09:03,000","00:09:05,000",He could crack for Chloé.,curiosity,mild,unknown
"00:09:05,000","00:09:07,000",Let them stop breaking my candies.,annoyance,moderate,unknown
"00:09:07,000","00:09:09,000",It's time for us to return to Brisbane.,neutral,neutral,neutral
"00:09:09,000","00:09:11,000","But above all, I am super happy",joy,intense,positive
"00:09:11,000","00:09:13,000",Because I will finally find Kevin,excitement,intense,positive
"00:09:13,000","00:09:15,000",After a few days.,neutral,neutral,neutral
"00:09:15,000","00:09:17,000","Me, I only want to make a big hug",love,intense,unknown
"00:09:17,000","00:09:19,000",to the love of my friends.,love,intense,unknown
"00:09:19,000","00:09:21,000",We will miss the plane.,nervousness,moderate,unknown
"00:09:21,000","00:09:23,000","Come on, go!",excitement,moderate,positive
"00:09:23,000","00:09:25,000","Bye bye, Sydney.",sadness,mild,unknown
"00:09:25,000","00:09:27,000","Bye bye, la bulle, Sydney.",sadness,mild,unknown
"00:09:27,000","00:09:29,000",See you soon.,optimism,mild,unknown
"00:09:29,000","00:09:31,000","OK, Sydney, direction Brisbane.",neutral,neutral,neutral
"00:09:31,000","00:09:33,000",Bye.,neutral,neutral,neutral
"00:09:33,000","00:09:35,000",Bye.,neutral,neutral,neutral
"00:09:35,000","00:09:37,000",Direction Brisbane.,neutral,neutral,neutral
"00:09:37,000","00:09:39,000","Goodbye, Shawn.",sadness,mild,unknown
"00:09:39,000","00:09:41,000","The van, the guys.",neutral,neutral,neutral
"00:09:41,000","00:09:43,000",Go !,excitement,moderate,positive
"00:09:43,000","00:09:45,000",Let's go!,excitement,moderate,positive
"00:10:00,000","00:10:02,000","Today, we have to go to the French festival.",neutral,neutral,neutral
"00:10:02,000","00:10:03,000",Hello Marseillais!,excitement,moderate,positive
"00:10:03,000","00:10:04,000","Fortunately, you looked at!",relief,mild,unknown
"00:10:04,000","00:10:05,000",Attends !,neutral,neutral,neutral
"00:10:05,000","00:10:07,000","Julien, JOSSICA et Benjamin!",neutral,neutral,neutral
"00:10:08,000","00:10:10,000",Saturday takes place on the Gold Coast.,neutral,neutral,neutral
"00:10:10,000","00:10:13,000",An event called Bonjour French Festival.,neutral,neutral,neutral
"00:10:14,000","00:10:17,000",You will represent France and the Marseillais on stage during a fashion show.,pride,moderate,unknown
"00:10:18,000","00:10:19,000",It's huge!,excitement,intense,positive
"00:10:21,000","00:10:22,000",Hi Frérot!,joy,mild,positive
"00:10:22,000","00:10:26,000","And then in addition to that, we are in a hurry, we must also prepare the suitcases for the joke of Las Vegas.",nervousness,moderate,unknown
"00:10:26,000","00:10:30,000",We decided to make those who were assigned to be believed to be believed to be to Las Vegas to make them marry.,amusement,moderate,unknown
"00:10:31,000","00:10:32,000","Well come, we take one of the two, we don't care.",neutral,neutral,neutral
"00:10:32,000","00:10:33,000","Vas-and, Vas-and.",neutral,neutral,neutral
"00:10:33,000","00:10:34,000",Take one.,neutral,neutral,neutral
"00:10:34,000","00:10:35,000",What's the title?,curiosity,mild,unknown
"00:10:35,000","00:10:36,000",Elle.,neutral,neutral,neutral
"00:10:36,000","00:10:38,000","Jessica took me a suitcase for two. At worst, we arrive and we pretend to get out of two.",amusement,mild,unknown
"00:10:38,000","00:10:39,000","Yeah, good.",neutral,neutral,neutral
"00:10:41,000","00:10:42,000",It's all suitcase.,neutral,neutral,neutral
"00:10:42,000","00:10:43,000","This morning, I had a good humor.",joy,mild,positive
"00:10:43,000","00:10:46,000",The others will arrive today and we will be able to make them our little joke of Vegas.,excitement,moderate,positive
"00:10:46,000","00:10:47,000","So, I'm with Camille.",neutral,neutral,neutral
"00:10:47,000","00:10:50,000","We prepare false suitcases, we put a little bit of business, a little evening outfit.",amusement,mild,unknown
"00:10:50,000","00:10:52,000","Anyway, that he was credible in case if the others burned at night.",amusement,mild,unknown
"00:10:52,000","00:10:53,000","It's good there, right?",curiosity,mild,unknown
"00:10:54,000","00:10:55,000",Yeah.,neutral,neutral,neutral
"00:10:55,000","00:10:56,000","It's fat, huh?",curiosity,mild,unknown
"00:10:56,000","00:10:58,000","Yeah, a toilet bag and everything, it's good, it's going on.",neutral,neutral,neutral
"00:10:58,000","00:10:59,000",It's all vegas.,excitement,mild,positive
"00:10:59,000","00:11:04,000","Curlled suitcase, so with Jess, we decide to get it down and there, we wait for the others to go to the French Festival.",neutral,neutral,neutral
"00:11:05,000","00:11:06,000",Julien !,confusion,moderate,unknown
"00:11:06,000","00:11:08,000","So bizarrely, I have the seapple that is hot.",confusion,moderate,unknown
"00:11:08,000","00:11:09,000",He left clues.,curiosity,mild,unknown
"00:11:10,000","00:11:11,000","He has to hide to eat, that's for sure.",amusement,mild,unknown
"00:11:12,000","00:11:13,000",Julien !,confusion,moderate,unknown
"00:11:14,000","00:11:15,000",Julien !,confusion,moderate,unknown
"00:11:15,000","00:11:16,000",Julien !,confusion,moderate,unknown
"00:11:17,000","00:11:20,000","It's time to leave and here we are looking for Julien, we are looking for Julien and we can't find him.",annoyance,moderate,unknown
"00:11:20,000","00:11:21,000",Julien !,confusion,moderate,unknown
"00:11:28,000","00:11:29,000",It's a kid.,realization,mild,unknown
"00:11:30,000","00:11:31,000",He's a kid.,realization,mild,unknown
"00:11:31,000","00:11:33,000",It's what ? He's a kid.,confusion,mild,unknown
"00:11:34,000","00:11:35,000","It's a kid, this guy.",realization,mild,unknown
"00:11:35,000","00:11:36,000","It is 8am, I show you.",neutral,neutral,neutral
"00:11:36,000","00:11:37,000",Hello ?,curiosity,mild,unknown
"00:11:38,000","00:11:40,000",He hid behind the window.,amusement,mild,unknown
"00:11:40,000","00:11:44,000","As usual, every time he tries to eat in treats, I am shot and there, I was still grabbed.",annoyance,moderate,unknown
"00:11:44,000","00:11:47,000","Anyway, it's in the morning, I'm completely confused.",confusion,moderate,unknown
"00:11:47,000","00:11:48,000",I have to feed myself.,neutral,neutral,neutral
"00:11:48,000","00:11:49,000",We cut him to my lunch.,annoyance,mild,unknown
"00:11:49,000","00:11:50,000","It was that the beginning, there.",neutral,neutral,neutral
"00:11:50,000","00:11:51,000","The clues, Frérot.",curiosity,mild,unknown
"00:11:51,000","00:11:53,000","Open pot, hot flu.",confusion,mild,unknown
"00:11:54,000","00:11:55,000",Hot flu.,confusion,mild,unknown
"00:11:55,000","00:11:56,000",I said ...,neutral,neutral,neutral
"00:11:58,000","00:12:00,000","He got sandwiches, he has the grippin, it is still hot.",amusement,mild,unknown
"00:12:01,000","00:12:03,000","I left the evidence, I ran out.",neutral,neutral,neutral
"00:12:04,000","00:12:08,000","Again, Julien, as soon as we have his back turned, he gets into a big one.",amusement,mild,unknown
"00:12:08,000","00:12:11,000","And I tell myself that there, the big papa, it will not change, that's all.",neutral,neutral,neutral
"00:12:11,000","00:12:12,000",He will not be a Papa Beau Gosse.,disappointment,mild,unknown
"00:12:15,000","00:12:17,000","Allez, go to Vegas !",excitement,moderate,positive
"00:12:18,000","00:12:19,000","Come on, go!",excitement,moderate,positive
"00:12:19,000","00:12:21,000","Already, we go to the parade, after, we will go with it.",neutral,neutral,neutral
"00:12:22,000","00:12:23,000",We are all ready.,neutral,neutral,neutral
"00:12:23,000","00:12:26,000","Suddenly, we leave with our false suitcases, direction the French Festival.",excitement,moderate,positive
"00:12:26,000","00:12:27,000",Here we go !,excitement,moderate,positive
"00:12:27,000","00:12:28,000","Come on, let's go!",excitement,moderate,positive
"00:12:29,000","00:12:31,000",We go to the parade!,excitement,moderate,positive
"00:12:39,000","00:12:40,000",We are in France!,excitement,moderate,positive
"00:12:41,000","00:12:42,000",Australia's France!,excitement,moderate,positive
"00:12:43,000","00:12:45,000","And there you go, the Eiffel Tower!",excitement,moderate,positive
"00:12:45,000","00:12:46,000",Founded raclette!,excitement,moderate,positive
"00:12:47,000","00:12:48,000","Come on, let's go!",excitement,moderate,positive
"00:12:49,000","00:12:50,000",There is to eat everywhere!,excitement,moderate,positive
"00:12:52,000","00:12:53,000",There is really to eat everywhere.,excitement,moderate,positive
"00:12:53,000","00:12:56,000","We arrive at the festival site, and there, that's it, it's a large park.",neutral,neutral,neutral
"00:12:56,000","00:13:00,000","So, we're going to get into it, and we're going to try to find out what's in there.",curiosity,moderate,unknown
"00:13:00,000","00:13:01,000",We're going to see what's in there.,curiosity,mild,unknown
"00:13:01,000","00:13:02,000",We're going to see what's in there.,curiosity,mild,unknown
"00:13:02,000","00:13:03,000",We're going to see what's in there.,curiosity,mild,unknown
"00:13:03,000","00:13:04,000",We're going to see what's in there.,curiosity,mild,unknown
"00:13:04,000","00:13:05,000",We're going to see what's in there.,curiosity,mild,unknown
"00:13:05,000","00:13:10,000","It's a large park, suddenly, we're going to get into it, and we're going to try to discover the French Brisbane Festival.",excitement,moderate,positive
"00:13:15,000","00:13:17,000","Small berets, small tartlets for us!",amusement,mild,unknown
"00:13:18,000","00:13:21,000","Julien, we remove that from Daba Juju, we will put it on the nut.",neutral,neutral,neutral
"00:13:21,000","00:13:22,000","No, I don't eat.",disapproval,mild,unknown
"00:13:22,000","00:13:23,000","Ah, that's good!",approval,mild,unknown
"00:13:24,000","00:13:26,000","There, we settle in our tent, she had pastries.",neutral,neutral,neutral
"00:13:27,000","00:13:30,000","It's complicated, there are even chocolate stuff, I love it!",desire,moderate,unknown
"00:13:31,000","00:13:33,000","I must not eat, I must not crack, I cannot fall for dice now!",nervousness,moderate,unknown
"00:13:33,000","00:13:35,000","We, in France, have the best bakeries anyway.",pride,moderate,unknown
"00:13:35,000","00:13:36,000",We will see if they have one.,curiosity,mild,unknown
"00:13:38,000","00:13:39,000",Oh !,surprise,mild,neutral
"00:13:39,000","00:13:40,000",Does it smell good?,curiosity,mild,unknown
"00:13:40,000","00:13:41,000",Yeah.,neutral,neutral,neutral
"00:13:41,000","00:13:42,000","Ah, it's too happy.",joy,mild,positive
"00:13:42,000","00:13:43,000",Ah yeah?,curiosity,mild,unknown
"00:13:43,000","00:13:44,000","Ah, well, taste, it's too happy.",joy,mild,positive
"00:13:44,000","00:13:45,000","It already smells, it smells like the croissant.",desire,mild,unknown
"00:13:45,000","00:13:46,000","That's French, that.",pride,mild,unknown
"00:13:46,000","00:13:47,000","That's French, that.",pride,mild,unknown
"00:13:47,000","00:13:48,000","No, it's not true, you have it ...",confusion,mild,unknown
"00:13:49,000","00:13:50,000","Taste the croissant, well, taste that.",desire,mild,unknown
"00:13:50,000","00:13:51,000","No, no.",disapproval,mild,unknown
"00:13:51,000","00:13:52,000",It's a little bit.,neutral,neutral,neutral
"00:13:52,000","00:13:53,000",The guys are on a diet.,neutral,neutral,neutral
"00:13:53,000","00:13:54,000","No, no, taste for me.",desire,mild,unknown
"00:13:54,000","00:13:55,000","No, no, stop your nonsense.",annoyance,mild,unknown
"00:13:55,000","00:13:56,000","A small, a little one.",neutral,neutral,neutral
"00:13:57,000","00:13:58,000","You have to eat more, French.",approval,mild,unknown
"00:13:58,000","00:14:02,000","I make deviations, I make deviations, certainly, I assume.",pride,mild,unknown
"00:14:02,000","00:14:04,000","But that, for me, is to stuff yourself.",disapproval,mild,unknown
