Start Time,End Time,sentence,sub-emotion,Intensity,emotion
"00:03:46,000","00:03:48,000",The house was bakery.,neutral,neutral,neutral
"00:03:48,000","00:03:50,000",Mom always baked pies.,caring,mild,unknown
"00:03:50,000","00:03:56,000","I grew up in the atmosphere of this real Russian hospitality, the Russian feast.",neutral,neutral,neutral
"00:03:56,000","00:04:02,000","Therefore, when I grew up, I tried to make my house also hospitable, bakery.",pride,mild,unknown
"00:04:02,000","00:04:06,000","Therefore, participation in our competition for Lydia is quite natural.",approval,mild,unknown
"00:04:06,000","00:04:10,000","For me, the most important thing, of course, is not only to feed the guests deliciously,",caring,moderate,unknown
"00:04:10,000","00:04:12,000",But for us to talk.,caring,moderate,unknown
"00:04:12,000","00:04:16,000",Because the luxury of human communication is the main thing for me.,admiration,moderate,unknown
"00:04:16,000","00:04:19,000",Lydia is a bright and extravagant lady.,admiration,mild,unknown
"00:04:19,000","00:04:22,000",And its appearance in society will never go unnoticed.,admiration,moderate,unknown
"00:04:22,000","00:04:26,000",I am sure that in our show she will leave an indelible impression of herself.,optimism,moderate,unknown
"00:04:30,000","00:04:34,000","We are at home, call more persistent, please.",neutral,neutral,neutral
"00:04:34,000","00:04:36,000",Please.,neutral,neutral,neutral
"00:04:36,000","00:04:38,000",The doorbell,neutral,neutral,neutral
"00:04:40,000","00:04:42,000","Grisha, I am very glad to see you.",joy,moderate,positive
"00:04:42,000","00:04:44,000",His health.,neutral,neutral,neutral
"00:04:44,000","00:04:46,000",Allow me to introduce myself. My name is Grigory Shevchuk.,neutral,neutral,neutral
"00:04:46,000","00:04:48,000","I am conducting the program ""Dinner"".",neutral,neutral,neutral
"00:04:48,000","00:04:51,000","I am Lidia Sokolova-Serbskaya, the mistress of this apartment.",neutral,neutral,neutral
"00:04:51,000","00:04:54,000",I am very glad to see you. I invite you to visit.,joy,moderate,positive
"00:04:54,000","00:04:55,000",With pleasure.,joy,mild,positive
"00:04:55,000","00:04:59,000","Since Lydia Lecturer, we believe that this is a person who is already over 40.",neutral,neutral,neutral
"00:04:59,000","00:05:01,000","Accordingly, she should have many books.",neutral,neutral,neutral
"00:05:01,000","00:05:04,000","And I think that some kind of such an old, interesting apartment should be.",curiosity,mild,unknown
"00:05:04,000","00:05:07,000","Grisha, you are generally in a unique apartment.",pride,moderate,unknown
"00:05:07,000","00:05:09,000",I am home in 19th century.,pride,moderate,unknown
"00:05:09,000","00:05:15,000",You were probably told that I am the great -grandson of the famous Russian psychiatrist Vladimir Petrovich Serbsky.,pride,moderate,unknown
"00:05:15,000","00:05:17,000","By the way, his portrait.",neutral,neutral,neutral
"00:05:17,000","00:05:22,000",Here he is with my native grandmother Zinaida Vladimirovna-Serbskaya.,neutral,neutral,neutral
"00:05:22,000","00:05:26,000",This is his only daughter.,neutral,neutral,neutral
"00:05:26,000","00:05:28,000",Here is my mother.,neutral,neutral,neutral
"00:05:28,000","00:05:30,000",This is the granddaughter of Serbian.,neutral,neutral,neutral
"00:05:30,000","00:05:32,000",She was very beautiful in her youth.,admiration,mild,unknown
"00:05:32,000","00:05:34,000",They even wanted to shoot her in the cinema.,admiration,mild,unknown
"00:05:34,000","00:05:36,000",But grandfather forbade.,disapproval,mild,unknown
"00:05:36,000","00:05:42,000",It seems to me that Lydia had to stay from her ancestors of noble origin.,pride,mild,unknown
"00:05:42,000","00:05:47,000",It seems to me that maybe it will be an old watch.,curiosity,mild,unknown
"00:05:47,000","00:05:50,000",Or some old dishes.,curiosity,mild,unknown
"00:05:50,000","00:05:56,000","Here, you see, even the furniture of Vladimir Petrovich Serbsky has been preserved.",pride,moderate,unknown
"00:05:56,000","00:05:58,000",This is his slide.,neutral,neutral,neutral
"00:05:58,000","00:06:00,000",And here his dishes were preserved.,pride,mild,unknown
"00:06:00,000","00:06:03,000",And there is even Japanese figurine.,curiosity,mild,unknown
"00:06:03,000","00:06:08,000","And I want to say that, of course, he loved to drink coffee very much.",neutral,neutral,neutral
"00:06:08,000","00:06:11,000","Come on, I'll show you a coffee grinder.",excitement,mild,positive
"00:06:11,000","00:06:12,000",Is she in working condition?,curiosity,mild,unknown
"00:06:12,000","00:06:14,000",Certainly.,neutral,neutral,neutral
"00:06:14,000","00:06:17,000",He laid coffee here.,neutral,neutral,neutral
"00:06:17,000","00:06:19,000",And there now ...,neutral,neutral,neutral
"00:06:19,000","00:06:21,000",It smells.,disgust,mild,negative
"00:06:21,000","00:06:23,000",And how old is she?,curiosity,mild,unknown
"00:06:23,000","00:06:28,000","Well, I think, since she is the end of the 19th century, then she already ...",realization,mild,unknown
"00:06:28,000","00:06:30,000",More than a hundred?,surprise,mild,neutral
"00:06:30,000","00:06:32,000",If not 150.,surprise,mild,neutral
"00:06:32,000","00:06:34,000",Go crazy.,surprise,moderate,neutral
"00:06:34,000","00:06:39,000","Ancient clan, ancient history, a strong connection with the ancestors.",admiration,moderate,unknown
"00:06:39,000","00:06:41,000",This should be a very interesting person.,curiosity,moderate,unknown
"00:06:41,000","00:06:44,000","Well, I want to tell more about my achievements.",pride,moderate,unknown
"00:06:44,000","00:06:47,000","Still, I have 6 higher education.",pride,moderate,unknown
"00:06:47,000","00:06:48,000",6?,surprise,mild,neutral
"00:06:48,000","00:06:53,000","6. The first, the most, well, for me dear, this is a diploma of the model artist.",pride,moderate,unknown
"00:06:53,000","00:06:58,000","I studied at the Moscow Textile Institute at the faculty of applied art,",pride,mild,unknown
"00:06:58,000","00:07:02,000","Where Zaitsev studied, and all-all-model artists.",pride,mild,unknown
"00:07:02,000","00:07:05,000",This was the only faculty then in the Soviet Union.,pride,mild,unknown
"00:07:05,000","00:07:07,000","So, good. Further?",curiosity,mild,unknown
"00:07:07,000","00:07:11,000",After I studied in Inyaz for certified specialists.,pride,mild,unknown
"00:07:11,000","00:07:18,000",Then I graduated from graduate school of full -time Moscow State University and already received the degree of candidate of philosophical sciences.,pride,moderate,unknown
"00:07:18,000","00:07:21,000",Then I studied at the culturalist.,pride,mild,unknown
"00:07:21,000","00:07:25,000",Then I defended my doctoral dissertation.,pride,moderate,unknown
"00:07:25,000","00:07:28,000",I am a doctor of historical sciences.,pride,moderate,unknown
"00:07:28,000","00:07:30,000",And here is also a diploma.,pride,mild,unknown
"00:07:30,000","00:07:33,000",There is already a social sphere manager.,pride,mild,unknown
"00:07:33,000","00:07:37,000","And I am very pleased, because all these formations help me now.",gratitude,moderate,unknown
"00:07:37,000","00:07:39,000",I am in demand.,pride,moderate,unknown
"00:07:39,000","00:07:42,000","I am invited to master classes, to a lecture.",pride,moderate,unknown
"00:07:42,000","00:07:46,000",I am invariably a member of the jury of many international competitions.,pride,moderate,unknown
"00:07:46,000","00:07:49,000","I am very pleased, because after all ...",joy,moderate,positive
"00:07:49,000","00:07:52,000","Well, finally we see you at a dinner party.",joy,moderate,positive
"00:07:52,000","00:07:54,000","We have been waiting for so long, 9 years.",,,unknown
"00:07:54,000","00:07:56,000",Thanks for the invitation.,gratitude,mild,unknown
"00:07:56,000","00:07:58,000","Well, I have a wonderful offer for you.",excitement,moderate,positive
"00:07:58,000","00:08:00,000",Let us discuss the menu of dinner.,neutral,neutral,neutral
"00:08:00,000","00:08:01,000",Let's.,neutral,neutral,neutral
"00:08:01,000","00:08:02,000",Do you agree?,neutral,neutral,neutral
"00:08:02,000","00:08:03,000",Certainly.,neutral,neutral,neutral
"00:08:03,000","00:08:04,000",Fine.,neutral,neutral,neutral
"00:08:04,000","00:08:05,000",I really missed home kitchen.,,,unknown
"00:08:05,000","00:08:08,000","And I really hope that Lydia will cook us something so tasty, homemade,",,,unknown
"00:08:08,000","00:08:11,000",That will definitely warm us and delight us.,optimism,moderate,unknown
"00:08:11,000","00:08:14,000",I really want to know that today we will cook for a dinner party today.,curiosity,moderate,unknown
"00:08:14,000","00:08:16,000","Well, let's start with the salad.",neutral,neutral,neutral
"00:08:16,000","00:08:17,000",Agree.,neutral,neutral,neutral
"00:08:17,000","00:08:20,000","Not an intricate name, from Lidusi.",amusement,mild,unknown
"00:08:20,000","00:08:23,000","Salad with cheese, grapes and pears.",neutral,neutral,neutral
"00:08:23,000","00:08:24,000",So.,neutral,neutral,neutral
"00:08:24,000","00:08:25,000",The main dish?,curiosity,mild,unknown
"00:08:25,000","00:08:30,000",The main dish is Tver Street with pork and mushrooms.,neutral,neutral,neutral
"00:08:30,000","00:08:32,000","Oh, how tasty it already sounds.",desire,moderate,unknown
"00:08:32,000","00:08:34,000",Everything is really brilliant and simple.,admiration,mild,unknown
"00:08:34,000","00:08:35,000",Tell me the dessert.,curiosity,mild,unknown
"00:08:35,000","00:08:38,000",And the dessert is a Serbian Mazurka pie.,neutral,neutral,neutral
"00:08:38,000","00:08:41,000",He is with raisins and walnuts.,neutral,neutral,neutral
"00:08:42,000","00:08:44,000","The hostess most likely is quite creative,",admiration,mild,unknown
"00:08:44,000","00:08:47,000","because her names are not just taken from the book,",curiosity,mild,unknown
"00:08:47,000","00:08:50,000","Namely, a little with a creative.",admiration,mild,unknown
"00:08:50,000","00:08:56,000",Fritten and craving for experiments are felt.,admiration,moderate,unknown
"00:08:56,000","00:08:59,000",It seems to me that the menu should be interesting.,optimism,mild,unknown
"00:08:59,000","00:09:04,000","I liked the menu, but pork and raisins seem superfluous to me.",disapproval,mild,unknown
"00:09:04,000","00:09:07,000","I do not need food as a pronoun at all,",confusion,mild,unknown
"00:09:07,000","00:09:10,000","But the menu is very well, very organic.",approval,mild,unknown
"00:09:10,000","00:09:12,000",I will definitely try anything of this.,excitement,mild,positive
"00:09:12,000","00:09:16,000",I can make an assumption that all these dishes have been preparing more than once.,curiosity,mild,unknown
"00:09:16,000","00:09:18,000","Of course, of course.",neutral,neutral,neutral
"00:09:18,000","00:09:20,000","And, probably, we have all the products in stock.",optimism,mild,unknown
"00:09:20,000","00:09:22,000",I bought everything already.,relief,mild,unknown
"00:09:22,000","00:09:25,000","Wonderful. My friends, Lydia and I start cooking.",excitement,mild,positive
"00:09:31,000","00:09:35,000","My friends, well, we welcome you to a new release.",excitement,mild,positive
"00:09:35,000","00:09:40,000","My friends, well, we welcome you to the first dinner of this culinary week.",excitement,mild,positive
"00:09:40,000","00:09:44,000",And with great pleasure I want to introduce you to a unique participant.,excitement,moderate,positive
"00:09:44,000","00:09:48,000","This is Lidia Sokolova-Serbskaya, lecturer.",neutral,neutral,neutral
"00:09:48,000","00:09:51,000",A person who has six higher formations.,admiration,moderate,unknown
"00:09:51,000","00:09:53,000","Lydia, we have very simple rules.",neutral,neutral,neutral
"00:09:53,000","00:09:56,000",We are cooking three dishes for three hours.,neutral,neutral,neutral
"00:09:56,000","00:09:57,000",I'll lay down.,neutral,neutral,neutral
"00:09:57,000","00:09:59,000",I will help in every way.,caring,mild,unknown
"00:09:59,000","00:10:00,000",Thank you.,gratitude,mild,unknown
"00:10:00,000","00:10:01,000","Thank you, Grigory.",gratitude,mild,unknown
"00:10:01,000","00:10:04,000","Look, our watch is in a prominent place, we follow the time.",neutral,neutral,neutral
"00:10:04,000","00:10:07,000",And you tell us from what dish we will start with you today.,curiosity,mild,unknown
"00:10:07,000","00:10:10,000",Perhaps let's start with the dessert.,neutral,neutral,neutral
"00:10:10,000","00:10:14,000",This is a Serbian Mazurka pie with nuts and raisins.,neutral,neutral,neutral
"00:10:14,000","00:10:17,000","By the name, it is clear that this is some kind of family dish,",curiosity,mild,unknown
"00:10:17,000","00:10:23,000","Which they prepare in the evenings, and Kaymin eat its beautiful aroma.",admiration,mild,unknown
"00:10:23,000","00:10:26,000","I, like a guy, of course, do not eat pies,",neutral,neutral,neutral
"00:10:26,000","00:10:32,000","But it seems to me that if they were prepared at a temperature of degrees 120,",curiosity,mild,unknown
"00:10:32,000","00:10:36,000","How solar processing has passed, then I can try it.",curiosity,mild,unknown
"00:10:36,000","00:10:40,000","I am absolutely omnivorous, and the pie for the dessert will be completely in place.",neutral,neutral,neutral
"00:10:40,000","00:10:43,000",I love pies. I myself cook them myself.,pride,mild,unknown
"00:10:43,000","00:10:45,000",What do we need from products?,curiosity,mild,unknown
"00:10:45,000","00:10:50,000","We need flour, walnuts, eggs, sugar,",neutral,neutral,neutral
"00:10:50,000","00:10:54,000","A little brandy, raisins, salt and baking powder for the dough.",neutral,neutral,neutral
"00:10:54,000","00:10:56,000",Where are we going to start?,curiosity,mild,unknown
"00:10:56,000","00:11:03,000","It is necessary to chop these walnuts a little, well, like raisins.",neutral,neutral,neutral
"00:11:03,000","00:11:03,000",Fine.,approval,mild,unknown
"00:11:03,000","00:11:05,000",Here are the halves in half.,neutral,neutral,neutral
"00:11:05,000","00:11:07,000","Nuts and raisins. A great combination, but it seems to me",approval,mild,unknown
"00:11:07,000","00:11:10,000",That there is not enough some delicious chocolate.,desire,mild,unknown
"00:11:10,000","00:11:13,000","Lydia, can you tell about your famous family?",curiosity,mild,unknown
"00:11:13,000","00:11:19,000","Certainly. My great -grandfather, the famous Russian psychiatrist Vladimir Petrovich Serbsky,",pride,mild,unknown
"00:11:19,000","00:11:23,000",The founder of Moscow judicial psychiatry.,admiration,mild,unknown
"00:11:24,000","00:11:29,000","His native daughter Zinaida Vladimirovna Serbskaya, my native grandmother.",neutral,neutral,neutral
"00:11:29,000","00:11:34,000",She was a very talented person and taught Russian literature.,admiration,mild,unknown
"00:11:34,000","00:11:41,000","My mother Natalya Konstantinna was a biologist, but in 41 the war began,",sadness,mild,unknown
"00:11:41,000","00:11:44,000","And she raised cucumbers, and she had a dissertation",neutral,neutral,neutral
"00:11:44,000","00:11:47,000","""Growing cucumbers in closed ground.""",neutral,neutral,neutral
"00:11:47,000","00:11:51,000","And dad was the editor of the newspaper Le Nouvel de Moscou,",pride,mild,unknown
"00:11:51,000","00:11:53,000",This is Moscow news in French.,neutral,neutral,neutral
"00:11:53,000","00:11:57,000","I apologize, but I do not know how to formulate the question correctly.",nervousness,mild,unknown
"00:11:57,000","00:12:03,000","I want to know this. Do you feel some kind of load of responsibility, family?",curiosity,moderate,unknown
"00:12:03,000","00:12:06,000","Well, of course, there is. Well, you can’t crush the gene with your finger.",realization,moderate,unknown
"00:12:06,000","00:12:11,000","Of course, I always had to study well.",neutral,neutral,neutral
"00:12:11,000","00:12:12,000",Have you had to force you?,curiosity,mild,unknown
"00:12:12,000","00:12:16,000","No, no one forced me. I was just interested to study",curiosity,mild,unknown
"00:12:16,000","00:12:22,000","To know something new, and then transmit this new to my students.",neutral,neutral,neutral
"00:12:22,000","00:12:25,000","I can imagine how you have fun and interesting at lectures, honestly.",amusement,mild,unknown
"00:12:25,000","00:12:27,000",I have really interested in lectures and master classes.,neutral,neutral,neutral
"00:12:27,000","00:12:31,000","I invite you, come, my master classes are held regularly.",neutral,neutral,neutral
"00:12:31,000","00:12:35,000","Since I myself am lectures, of course, I understand that I need to captivate",realization,mild,unknown
"00:12:35,000","00:12:39,000","Firstly, with their story in order for people to understand,",neutral,neutral,neutral
"00:12:39,000","00:12:41,000",What are you talking about and what you want to convey to them.,neutral,neutral,neutral
"00:12:41,000","00:12:43,000","Well, I think that Lydia is from those.",neutral,neutral,neutral
"00:12:43,000","00:12:46,000","Lydia coped with nuts very quickly, they do not need to fade very much.",approval,mild,unknown
"00:12:46,000","00:12:48,000",And the question of what we will do next?,curiosity,mild,unknown
"00:12:48,000","00:12:51,000",We just have to mix everything.,neutral,neutral,neutral
"00:12:51,000","00:12:51,000",I'm ready.,neutral,neutral,neutral
"00:12:51,000","00:12:56,000","Pour walnuts into a bowl of flour, pour the eggs and add sugar,",neutral,neutral,neutral
"00:12:56,000","00:13:01,000","Raisins, cognac, baking powder for dough and a little salt.",neutral,neutral,neutral
"00:13:01,000","00:13:03,000",It remains to mix everything thoroughly.,neutral,neutral,neutral
"00:13:04,000","00:13:08,000","Lydia, discover the secret, why is your dish called the Serbian Mazurka?",curiosity,mild,unknown
"00:13:08,000","00:13:12,000","Because in the Serbian family this mazurka was very fond of, it was often baked.",neutral,neutral,neutral
"00:13:12,000","00:13:18,000","And so from my grandmother, from my mother this recipe passed to me.",neutral,neutral,neutral
"00:13:18,000","00:13:23,000",I hope Lydia will correctly withstand the temperature regime of cooking pie,optimism,mild,unknown
"00:13:23,000","00:13:25,000",And he will delight us with his culinary art.,neutral,neutral,neutral
"00:13:25,000","00:13:29,000",The dough is ready. We shift the dough into the shape.,neutral,neutral,neutral
"00:13:30,000","00:13:32,000",They fell.,surprise,mild,neutral
"00:13:33,000","00:13:36,000",And send the form to the oven.,neutral,neutral,neutral
"00:13:37,000","00:13:42,000",At a temperature of 180 degrees for 30 minutes.,neutral,neutral,neutral
"00:13:42,000","00:13:45,000",Wonderful. What are we going to do at this time?,curiosity,mild,unknown
"00:13:45,000","00:13:49,000","At this time, we will do already a snack.",neutral,neutral,neutral
"00:13:49,000","00:13:55,000","This is a salad from Ledusi with cheese, grapes and pears.",neutral,neutral,neutral
"00:13:55,000","00:13:56,000",Do we have an author's appetizer?,curiosity,mild,unknown
"00:13:56,000","00:13:56,000",Yes.,neutral,neutral,neutral
"00:13:56,000","00:13:59,000",Ledoi can only call himself a cheerful person.,amusement,mild,unknown
"00:13:59,000","00:14:02,000",It seems to me that she is just that. I am very happy about this.,joy,mild,positive
"00:14:02,000","00:14:07,000","Of course, I will try this snack, and I like it already in advance.",neutral,neutral,neutral
"00:14:07,000","00:14:10,000","Here, if you take by a combination of products, then everything should be well compiled",optimism,mild,unknown
"00:14:10,000","00:14:12,000",And it must be very tasty.,neutral,neutral,neutral
"00:14:12,000","00:14:15,000","I, like pranachad, do not depend on food at all,",neutral,neutral,neutral
"00:14:15,000","00:14:19,000",But grapes and pear absorbs the sun.,neutral,neutral,neutral
"00:14:19,000","00:14:22,000","How not to eat her, I just can’t imagine at all.",desire,moderate,unknown
"00:14:22,000","00:14:25,000","Lydia, what will we use for snacks?",curiosity,mild,unknown
"00:14:25,000","00:14:29,000","We will use the Iceberg salad, olive oil,",neutral,neutral,neutral
"00:14:29,000","00:14:36,000","Cranberry sauce, pears, grapes, cheese BRI and cheese Dor Blue.",neutral,neutral,neutral
"00:14:36,000","00:14:37,000",So how to help you?,caring,mild,unknown
"00:14:37,000","00:14:48,000","I will cut the Iceberg salad, pears, and you will cut grapes, cheese dor Blue and cheese brig.",neutral,neutral,neutral
"00:14:48,000","00:14:50,000","Lydia, how is French ""of course""?",curiosity,mild,unknown
"00:14:50,000","00:14:54,000","«Certainly». «Certainly» in English, «certainly» in French.",neutral,neutral,neutral
"00:14:54,000","00:14:56,000","Well, in general, I will do it.",neutral,neutral,neutral
"00:14:59,000","00:15:06,000",Do you know that Bree is called the King of cheeses and cheese kings for the exquisite taste in France?,admiration,moderate,unknown
"00:15:06,000","00:15:08,000",He was adored by many royal persons.,admiration,moderate,unknown
"00:15:08,000","00:15:12,000","For example, back in the 7th century, his taste struck Karl the Great.",admiration,moderate,unknown
"00:15:12,000","00:15:16,000",It was the favorite treat of Henry and Margarita of the Navar.,admiration,moderate,unknown
"00:15:16,000","00:15:24,000",But the Great French Revolution proclaimed an individual with an equality with a symbol of equality and elevated folk cheese to the rank of folk cheese.,pride,moderate,unknown
"00:15:28,000","00:15:33,000","Lydia, can you say that you make the impression of a happy person?",curiosity,mild,unknown
"00:15:33,000","00:15:35,000",I think we can say.,neutral,neutral,neutral
"00:15:35,000","00:15:38,000","You have very, very, very such smiling eyes.",admiration,mild,unknown
"00:15:38,000","00:15:39,000",Thank you.,gratitude,mild,unknown
"00:15:39,000","00:15:40,000",A constant smile on the face.,admiration,mild,unknown
"00:15:40,000","00:15:43,000",And tell me how you feel in life? Are you happy?,curiosity,mild,unknown
"00:15:43,000","00:15:52,000","I am happy, yes. I have a very good husband, a very good son, my granddaughter was born good.",joy,moderate,positive
"00:15:52,000","00:15:59,000","I am a happy person. But, of course, perfection, it is still unattainable.",joy,mild,positive
"00:15:59,000","00:16:06,000","But from his own experience, a person can make himself happy or can he feel happy?",curiosity,mild,unknown
"00:16:06,000","00:16:11,000","No, of course, it all depends on the person. We are all the blacksmiths of our happiness.",realization,moderate,unknown
"00:16:11,000","00:16:15,000",And what does a person need for happiness if you get such a small formula?,curiosity,mild,unknown
"00:16:15,000","00:16:23,000",Happiness is when a person with great pleasure goes to work and with great pleasure returns home.,realization,moderate,unknown
"00:16:23,000","00:16:30,000","The work is going on because it is an interesting job, but returns home, because loving people are waiting for him.",love,moderate,unknown
"00:16:30,000","00:16:32,000","For me, this is a formula for happiness.",realization,mild,unknown
"00:16:32,000","00:16:34,000",And all.,neutral,neutral,neutral
"00:16:34,000","00:16:40,000","I have such a pleasant tingling tingling in my hand. I feel that, it seems to me, there will be very good people.",optimism,moderate,unknown
"00:16:40,000","00:16:47,000","The chakras will be all bright, clean. But one person just eats meat.",neutral,neutral,neutral
"00:16:47,000","00:16:52,000","So, well, we, in my opinion, have prepared everything. The cheese is chopped.",neutral,neutral,neutral
"00:16:52,000","00:16:54,000",The salad is also almost ready.,neutral,neutral,neutral
"00:16:54,000","00:16:55,000",Yes.,neutral,neutral,neutral
"00:16:55,000","00:16:57,000",I think this must be somehow ennobled.,curiosity,mild,unknown
"00:16:57,000","00:16:58,000",Exactly.,neutral,neutral,neutral
"00:16:58,000","00:17:04,000","Prepared pears, grapes and Iceberg salad, we shake olive oil and mix well.",neutral,neutral,neutral
"00:17:04,000","00:17:08,000",Then we put several spoons of the finished salad mixture on a portioned plate.,neutral,neutral,neutral
"00:17:08,000","00:17:13,000","Add cranberry sauce, as well as pieces of cheese ""Bree"" and ""Dor Blue"".",neutral,neutral,neutral
"00:17:13,000","00:17:16,000",That's all. So it is almost possible to serve.,neutral,neutral,neutral
"00:17:16,000","00:17:20,000","In my opinion, it looks appetizing and very tasty.",approval,moderate,unknown
"00:17:20,000","00:17:24,000",I will tell you that your salad from Ledusi is just fantasy.,admiration,moderate,unknown
"00:17:24,000","00:17:25,000",Mercy.,gratitude,mild,unknown
"00:17:32,000","00:17:39,000",Our Mazurka Serbian is ready. We will serve with portioned pieces with tea.,neutral,neutral,neutral
"00:17:39,000","00:17:43,000","Honestly, after such a dessert, it's time to go on dance.",amusement,mild,unknown
"00:17:44,000","00:17:50,000","Lydia and I are remarkably coping, my friends, and we have to cook the main dish. Right?",optimism,moderate,unknown
"00:17:50,000","00:17:51,000",Right.,neutral,neutral,neutral
"00:17:51,000","00:17:54,000",So what will be for the main one?,curiosity,mild,unknown
"00:17:54,000","00:18:00,000",The main dish is a hot “Tverskaya Street” with pork and mushrooms.,neutral,neutral,neutral
"00:18:00,000","00:18:05,000","Simply putting the name “Tverskaya Street” for itself, this is the center of Moscow.",neutral,neutral,neutral
"00:18:05,000","00:18:08,000",I think that there should be something so grandiose and enchanting.,desire,mild,unknown
