Start Time,End Time,sentence,sub-emotion,Intensity,emotion
"00:02:20,000","00:02:22,000",Where time is their number one enemy,fear,moderate,negative
"00:02:32,000","00:02:35,000",Let's see if you guys can agree on who to eliminate,curiosity,mild,unknown
"00:02:35,000","00:02:37,000",Oh,surprise,mild,neutral
"00:02:41,000","00:02:45,000",Come on 17 received over half the votes,approval,mild,unknown
"00:02:49,000","00:02:51,000",We just wanted to give him the experience,amusement,mild,unknown
"00:02:51,000","00:02:57,000",There are 18 of you left. Who was the one who won a hundred thousand? Start the timer. Let's make it 17,,,unknown
"00:02:58,000","00:03:00,000",So 12 took a bribe for a hundred grand,disapproval,moderate,unknown
"00:03:01,000","00:03:08,000",A hundred thousand dollars. Let's go baby. It was clear that the best competitors in beast games would be the easiest target,excitement,moderate,positive
"00:03:08,000","00:03:14,000","Everyone knows that 12 got a hundred grand. Why you keep talking about me, bro? You got your loot, man",annoyance,moderate,unknown
"00:03:14,000","00:03:21,000","I'm voting 12. So for the next few minutes, they work together to eliminate. Start the timer. Anybody they believe deserves a fall",optimism,moderate,unknown
"00:03:22,000","00:03:24,000",Goodbye everyone,sadness,mild,unknown
"00:03:28,000","00:03:30,000",Six people have now been eliminated,neutral,neutral,neutral
"00:03:31,000","00:03:37,000","Okay, this is crazy. Did you expect something that wasn't insane? I think we should mix things up",excitement,moderate,positive
"00:03:38,000","00:03:40,000","Guards, come on out",neutral,neutral,neutral
"00:03:40,000","00:03:42,000",A,neutral,neutral,neutral
"00:03:50,000","00:03:56,000","Guard is now going to be going to each of your platforms and putting a bag on your head again. Kidnapping is illegal, Jimmy",disapproval,moderate,unknown
"00:03:58,000","00:04:00,000","We have a reason. What's the reason? Yeah, what's the reason?",curiosity,moderate,unknown
"00:04:02,000","00:04:04,000",Bag'em,neutral,neutral,neutral
"00:04:11,000","00:04:20,000","Contestants, take off your hoods. Welcome everybody. This is crazy. We brought back the cubes from episode 3",excitement,moderate,positive
"00:04:20,000","00:04:26,000","Oh my gosh. Oh, this is gonna be interesting. We're gonna give you the opportunity now to talk to each other privately",,,unknown
"00:04:26,000","00:04:27,000","Oh, baby",excitement,mild,positive
"00:04:27,000","00:04:28,000",I'm gonna be plottin' out there,,,unknown
"00:04:28,000","00:04:33,000",Inside of each of your cubes is a phone that you can use to call any of the other players,curiosity,mild,unknown
"00:04:33,000","00:04:39,000",Use this time to form alliances and pick sides because we'll be eliminating three of you after this,nervousness,moderate,unknown
"00:04:39,000","00:04:46,000",This might be your only opportunity to speak privately with each other. Please take advantage of it,fear,moderate,negative
"00:04:46,000","00:04:52,000",I'm not gonna call anyone. Why? I feel weird being disingenuous. And do you think that's the right strategy?,confusion,moderate,unknown
"00:04:53,000","00:04:55,000",No. Number 10's decision to stay off the phone,disapproval,mild,unknown
"00:04:56,000","00:04:59,000",Unfortunately made her the first target for everyone else,disappointment,moderate,unknown
"00:05:02,000","00:05:06,000","Yeah, I'm feeling good about voting her out let's start 10 and then go from there",optimism,moderate,unknown
"00:05:06,000","00:05:13,000",That's an alliance right there. And spread the word though. So player 14 got busy plotting against number 10. This is Amelia,curiosity,mild,unknown
"00:05:13,000","00:05:19,000","Hey, I've been hearing around. I feel like the consensus has been 10. Okay, yeah, works. Number 10's name is Jenny",neutral,neutral,neutral
"00:05:19,000","00:05:27,000",And I'm nothing against her but everyone is saying that they're gonna vote for her. While player 14's strategy was to turn everyone against number 10,annoyance,mild,unknown
"00:05:27,000","00:05:31,000",Hello? This is number 19. We're taking on number 8 first.,optimism,moderate,unknown
"00:05:31,000","00:05:39,000","Player 19 had a different strategy as she was trying to turn everyone into cubes against each other. Hey, this is 8. This consists of number 19.",curiosity,mild,unknown
"00:05:39,000","00:05:46,000","Let's take number 10. Let's do 10. So you guys are gonna vote out 10? No, I just told her that because I'm making these fake alliances.",,,unknown
"00:05:46,000","00:05:50,000","Oh. I'm going for number 8 first, then number 10, then number 9.",,,unknown
"00:05:50,000","00:05:55,000","Whoa. I'm pretty much playing everybody against each other. They're not my real friends, so I don't care.",,,unknown
"00:05:55,000","00:05:57,000",I just want to remind all of you that,neutral,neutral,neutral
"00:05:57,000","00:05:59,000","$500,000 is on the line!",excitement,intense,positive
"00:06:02,000","00:06:08,000",This was your only chance to speak privately. I hope you were able to form alliances with each other.,fear,moderate,negative
"00:06:08,000","00:06:12,000","They will be crucial in this next part. Guards, bag their heads!",fear,intense,negative
"00:06:14,000","00:06:16,000",Let's go back to the pillars.,neutral,neutral,neutral
"00:06:16,000","00:06:23,000","Take your bags off, start the timer. You guys know the deal. 60 seconds, one of you will go. This is so scary.",fear,intense,negative
"00:06:23,000","00:06:26,000","That's how they're all quiet this time around. What, did you guys form teams?",curiosity,mild,unknown
"00:06:29,000","00:06:35,000","We gotta choose something soon. Oh my gosh, this is so stressful. There's 10 seconds left.",,,unknown
"00:06:35,000","00:06:40,000",She's talking. No one seems to be talking back. Kind of crazy. Oh dear lord. Time's running out. Get your votes in.,fear,intense,negative
"00:06:42,000","00:06:44,000","Three, two, one.",neutral,neutral,neutral
"00:06:45,000","00:06:49,000",Time is up! Reveal who got the most votes.,,,unknown
"00:06:49,000","00:06:57,000","One thing, we are doing a little different this round. Before we drop you, you can choose to take any one of these people down with you.",curiosity,moderate,unknown
"00:06:58,000","00:07:01,000",Do you want to get revenge? Do you want to be spiteful?,,,unknown
"00:07:02,000","00:07:04,000",Or do you want to just go out on your own?,neutral,neutral,neutral
"00:07:04,000","00:07:08,000","They'll take themselves down, I guess. That's kind of cool. Drop her!",excitement,moderate,positive
"00:07:10,000","00:07:13,000",Start the timer! We're just gonna keep rapid-firing it.,fear,intense,negative
"00:07:13,000","00:07:18,000","Let's see if they have another player in mind, or if things start to get fragmented. We know what to do.",,,unknown
"00:07:19,000","00:07:24,000","I think we talked to a whole bunch on the phone, guys. Okay, enough was said in the queues.",neutral,neutral,neutral
"00:07:25,000","00:07:27,000","Depending on who you are, it's good or bad.",neutral,neutral,neutral
"00:07:30,000","00:07:32,000","Eight, are you good?",neutral,neutral,neutral
"00:07:32,000","00:07:34,000","Guys, this is so rough, man.",annoyance,moderate,unknown
"00:07:35,000","00:07:37,000","Three, two, one.",neutral,neutral,neutral
"00:07:37,000","00:07:44,000","Basically, zero words were said, but somehow you are all on the same page. Number eight received every vote.",surprise,moderate,neutral
"00:07:46,000","00:07:50,000","Do you want to seek revenge on one of them, or do you want to go out on your own?",curiosity,moderate,unknown
"00:07:51,000","00:07:57,000",I'm not taking anyone with me. You all are lucky. She spared you. I think that deserves a little round of applause before we drop you.,admiration,mild,unknown
"00:07:58,000","00:08:00,000","Taylor, pull the lever!",excitement,moderate,positive
"00:08:01,000","00:08:03,000",Twelve of you now remain.,neutral,neutral,neutral
"00:08:03,000","00:08:10,000","$500,000 on the line! And remember, whoever you vote out could be taking you with them, so choose wisely.",fear,moderate,negative
"00:08:10,000","00:08:12,000",Oh my gosh.,surprise,mild,neutral
"00:08:12,000","00:08:14,000",Let's have some fun!,excitement,moderate,positive
"00:08:14,000","00:08:16,000",She said nine.,neutral,neutral,neutral
"00:08:16,000","00:08:18,000",Nine.,neutral,neutral,neutral
"00:08:18,000","00:08:20,000",Nine.,neutral,neutral,neutral
"00:08:20,000","00:08:22,000",Nine.,neutral,neutral,neutral
"00:08:22,000","00:08:24,000",Nine.,neutral,neutral,neutral
"00:08:24,000","00:08:26,000",Nine.,neutral,neutral,neutral
"00:08:27,000","00:08:29,000",Nine.,neutral,neutral,neutral
"00:08:29,000","00:08:31,000",He may take me with him.,fear,mild,negative
"00:08:31,000","00:08:33,000",That's why I'm more nervous.,nervousness,moderate,unknown
"00:08:33,000","00:08:35,000","Wield it as a threat. You can tell the person beside you, if they vote for you, you're going to take them down.",,,unknown
"00:08:35,000","00:08:37,000",I'd probably sway him not to.,disapproval,mild,unknown
"00:08:37,000","00:08:39,000",I don't know. I can't call it.,,,unknown
"00:08:39,000","00:08:41,000","I'm just, like, stressing a lot right now.",nervousness,moderate,unknown
"00:08:41,000","00:08:43,000",Why are you stressing? What's going on?,,,unknown
"00:08:43,000","00:08:45,000",Why am I stressing?,confusion,moderate,unknown
"00:08:45,000","00:08:47,000",You have eight seconds until two of you could be eliminated.,fear,intense,negative
"00:08:47,000","00:08:49,000",Who will it be?,curiosity,mild,unknown
"00:08:51,000","00:08:53,000",Time is up!,neutral,neutral,neutral
"00:08:53,000","00:08:55,000",The person who received the most votes,neutral,neutral,neutral
"00:08:56,000","00:08:58,000",is...,confusion,mild,unknown
"00:08:58,000","00:09:00,000",Nine.,neutral,neutral,neutral
"00:09:00,000","00:09:02,000",Oh my gosh.,surprise,mild,neutral
"00:09:02,000","00:09:04,000",What's going to influence your decision you're about to make?,curiosity,moderate,unknown
"00:09:04,000","00:09:06,000",I'm pretty sure the person knows what I'm thinking.,curiosity,mild,unknown
"00:09:06,000","00:09:08,000","In the cubes, you picked up on who was trying to get you out.",realization,moderate,unknown
"00:09:08,000","00:09:10,000","Yeah, from the get-go.",neutral,neutral,neutral
"00:09:10,000","00:09:12,000",I'm definitely going to say nine.,,,unknown
"00:09:12,000","00:09:14,000",My mom would not be proud of this.,disappointment,moderate,unknown
"00:09:14,000","00:09:16,000","Sometimes, as they say, revenge is a dish best served cold.",neutral,neutral,neutral
"00:09:16,000","00:09:18,000",Number three.,neutral,neutral,neutral
"00:09:18,000","00:09:20,000",I don't have anything to say.,neutral,neutral,neutral
"00:09:20,000","00:09:22,000","Gentlemen, stand in the middle of your platforms.",neutral,neutral,neutral
"00:09:22,000","00:09:24,000",Drop them!,anger,intense,unknown
"00:09:25,000","00:09:27,000",And when the dust settled,neutral,neutral,neutral
"00:09:27,000","00:09:29,000","after those eliminations,",sadness,mild,unknown
"00:09:29,000","00:09:31,000",two leaders stood out among the group.,admiration,mild,unknown
"00:09:31,000","00:09:33,000",19 was the most vocal in the cubes,neutral,neutral,neutral
"00:09:33,000","00:09:35,000",and 14 took charge during the votes.,neutral,neutral,neutral
"00:09:35,000","00:09:37,000",But it's still anyone's game.,neutral,neutral,neutral
"00:09:37,000","00:09:39,000","And with $500,000 on the line,",nervousness,intense,unknown
"00:09:39,000","00:09:41,000",anything can happen.,optimism,mild,unknown
"00:09:41,000","00:09:43,000",Are you ready for the next phase?,curiosity,mild,unknown
"00:09:45,000","00:09:47,000",Who is that?,curiosity,mild,unknown
"00:09:47,000","00:09:49,000","Behind this door,",curiosity,mild,unknown
"00:09:49,000","00:09:51,000",the guards have a little something,curiosity,mild,unknown
"00:09:51,000","00:09:53,000",for each of you.,neutral,neutral,neutral
"00:09:54,000","00:09:56,000",Go ahead,,,unknown
"00:09:56,000","00:09:58,000",and open your box.,curiosity,mild,unknown
"00:09:58,000","00:10:00,000",Some of you might recognize this game.,curiosity,mild,unknown
"00:10:00,000","00:10:01,000",from Beach Games.,,,unknown
"00:10:01,000","00:10:03,000","The blocks, whoa.",surprise,mild,neutral
"00:10:03,000","00:10:04,000",Did you guys play blocks?,curiosity,mild,unknown
"00:10:04,000","00:10:06,000","Yes, we all got out.",relief,mild,unknown
"00:10:06,000","00:10:07,000","These blocks, I swear to God.",annoyance,moderate,unknown
"00:10:07,000","00:10:09,000","Just like in episode one, players",neutral,neutral,neutral
"00:10:09,000","00:10:11,000",will stack their blocks on top of the red starting,neutral,neutral,neutral
"00:10:11,000","00:10:13,000",block to build a tower.,neutral,neutral,neutral
"00:10:13,000","00:10:17,000","But if your tower falls, you will be eliminated.",fear,moderate,negative
"00:10:17,000","00:10:19,000","And since you only have one minute to stack,",neutral,neutral,neutral
"00:10:19,000","00:10:22,000",you won't be required to use every block.,neutral,neutral,neutral
"00:10:22,000","00:10:25,000","In fact, you don't even have to stack blocks at all.",neutral,neutral,neutral
"00:10:25,000","00:10:28,000","But if a tower does not fall by the end of one minute,",neutral,neutral,neutral
"00:10:28,000","00:10:30,000",then the person with the most blocks in their tower,neutral,neutral,neutral
"00:10:30,000","00:10:32,000","will get the power, the decision,",neutral,neutral,neutral
"00:10:32,000","00:10:35,000",the burden of choosing who will be eliminated.,neutral,neutral,neutral
"00:10:35,000","00:10:36,000",Oh.,surprise,mild,neutral
"00:10:38,000","00:10:40,000","All right, everyone put your hands up.",neutral,neutral,neutral
"00:10:40,000","00:10:44,000",I want to make sure everyone has a clean start.,neutral,neutral,neutral
"00:10:44,000","00:10:45,000",Start the timer.,neutral,neutral,neutral
"00:10:49,000","00:10:54,000",Those who lost this challenge in Beach Games,neutral,neutral,neutral
"00:10:54,000","00:10:56,000",were careful not to be too ambitious in building,neutral,neutral,neutral
"00:10:56,000","00:10:59,000","their towers, relying on the strength of their alliances",neutral,neutral,neutral
"00:10:59,000","00:11:01,000",to carry them through.,neutral,neutral,neutral
"00:11:01,000","00:11:02,000",She's not even going to try.,disapproval,mild,unknown
"00:11:02,000","00:11:04,000",But without an alliance and all her neighbors,neutral,neutral,neutral
"00:11:04,000","00:11:08,000","already eliminated, number one's best shot at staying safe",neutral,neutral,neutral
"00:11:08,000","00:11:09,000",is in her own hands.,neutral,neutral,neutral
"00:11:09,000","00:11:11,000",Look how many blocks she has.,curiosity,mild,unknown
"00:11:11,000","00:11:13,000",Five seconds remain.,neutral,neutral,neutral
"00:11:13,000","00:11:16,000","Three, two, one.",neutral,neutral,neutral
"00:11:16,000","00:11:18,000",Hands up.,neutral,neutral,neutral
"00:11:18,000","00:11:19,000",Oh my God.,surprise,moderate,neutral
"00:11:19,000","00:11:20,000","Oh, honey.",caring,mild,unknown
"00:11:20,000","00:11:21,000",There will be no vote.,surprise,mild,neutral
"00:11:21,000","00:11:24,000",A tower has fallen.,surprise,moderate,neutral
"00:11:24,000","00:11:26,000",I assume you are feeling threatened,curiosity,mild,unknown
"00:11:26,000","00:11:28,000","that if you didn't win, they would vote you out.",fear,moderate,negative
"00:11:28,000","00:11:29,000","Yes, I did.",realization,mild,unknown
"00:11:29,000","00:11:31,000","I got myself out of the equation,",relief,mild,unknown
"00:11:31,000","00:11:32,000",since everybody was already plotting.,annoyance,mild,unknown
"00:11:32,000","00:11:34,000","Stephanie, I was trying to save you.",caring,moderate,unknown
"00:11:34,000","00:11:34,000",That's cap.,disapproval,moderate,unknown
"00:11:34,000","00:11:35,000",We talked.,neutral,neutral,neutral
"00:11:35,000","00:11:37,000","Wait, Tony, you're saying she's lying?",confusion,moderate,unknown
"00:11:37,000","00:11:38,000","I mean, we both agreed.",neutral,neutral,neutral
"00:11:38,000","00:11:40,000","A lot of us agreed that one was going to be the next,",neutral,neutral,neutral
"00:11:40,000","00:11:41,000",voted out.,neutral,neutral,neutral
"00:11:41,000","00:11:43,000",11 clearly wasn't on the same page.,confusion,mild,unknown
"00:11:43,000","00:11:44,000",We were talking on the phone.,neutral,neutral,neutral
"00:11:44,000","00:11:45,000",Maybe I got prank called.,confusion,mild,unknown
"00:11:45,000","00:11:47,000",Maybe I got prank called.,confusion,mild,unknown
"00:11:47,000","00:11:49,000",The stories aren't adding up across the rows.,confusion,moderate,unknown
"00:11:49,000","00:11:51,000","I guess good luck, because now you all",neutral,neutral,neutral
"00:11:51,000","00:11:53,000",have to turn against each other.,disappointment,mild,unknown
"00:11:53,000","00:11:55,000","I don't know if you're all aware of this,",curiosity,mild,unknown
"00:11:55,000","00:11:57,000",but number one is actually pregnant.,surprise,moderate,neutral
"00:11:57,000","00:11:57,000",Woo!,excitement,intense,positive
"00:11:57,000","00:11:58,000",Yeah.,excitement,intense,positive
"00:11:58,000","00:12:00,000",Woo!,excitement,intense,positive
"00:12:00,000","00:12:01,000",Drop her.,neutral,neutral,neutral
"00:12:01,000","00:12:01,000",Ah!,surprise,mild,neutral
"00:12:01,000","00:12:02,000",I'm kidding.,amusement,mild,unknown
"00:12:02,000","00:12:03,000",Did your heart drop?,curiosity,mild,unknown
"00:12:03,000","00:12:04,000",Yes.,neutral,neutral,neutral
"00:12:04,000","00:12:07,000","Given the circumstances, we let her leave out the front door.",neutral,neutral,neutral
"00:12:07,000","00:12:08,000",Bye.,neutral,neutral,neutral
"00:12:08,000","00:12:11,000","But as for everyone else, it was time for round two.",neutral,neutral,neutral
"00:12:11,000","00:12:12,000",Start the timer.,neutral,neutral,neutral
"00:12:13,000","00:12:15,000",She is definitely in the lead.,admiration,mild,unknown
"00:12:15,000","00:12:17,000","The question is, like the first round,",curiosity,mild,unknown
"00:12:17,000","00:12:19,000",will someone's tower fall?,curiosity,mild,unknown
"00:12:19,000","00:12:20,000",Can you forget about this?,annoyance,mild,unknown
"00:12:20,000","00:12:22,000","Don't talk to me, Carl.",annoyance,moderate,unknown
"00:12:22,000","00:12:25,000",Is the strategy of not doing anything going to work out?,curiosity,mild,unknown
"00:12:25,000","00:12:28,000",Less than 10 seconds.,nervousness,mild,unknown
"00:12:28,000","00:12:30,000",Place your final blocks now.,neutral,neutral,neutral
"00:12:30,000","00:12:33,000","Three, two, one.",neutral,neutral,neutral
"00:12:33,000","00:12:34,000","Oh, my god.",surprise,moderate,neutral
"00:12:34,000","00:12:35,000","Oh, my god.",surprise,moderate,neutral
"00:12:35,000","00:12:36,000","Oh, my god.",surprise,moderate,neutral
"00:12:36,000","00:12:37,000","Oh, my god.",surprise,moderate,neutral
"00:12:37,000","00:12:38,000","Oh, my god.",surprise,moderate,neutral
"00:12:38,000","00:12:39,000","Oh, my god.",surprise,moderate,neutral
"00:12:39,000","00:12:40,000","Oh, my god.",surprise,moderate,neutral
"00:12:40,000","00:12:41,000","Oh, my god.",surprise,moderate,neutral
"00:12:41,000","00:12:42,000","Three, two, one.",neutral,neutral,neutral
"00:12:42,000","00:12:44,000",Hands up!,excitement,moderate,positive
"00:12:44,000","00:12:46,000","This time, no one's tower fell, which",relief,mild,unknown
"00:12:46,000","00:12:50,000",means we need to see who has the most blocks stacked.,neutral,neutral,neutral
"00:12:50,000","00:12:54,000","1, 2, 3, 4, 5, 6, 7, 8.",neutral,neutral,neutral
"00:12:54,000","00:12:55,000",I have eight.,neutral,neutral,neutral
"00:12:55,000","00:12:59,000","At eight blocks, 19 stacked the most blocks.",neutral,neutral,neutral
"00:12:59,000","00:13:02,000",But so did 14.,neutral,neutral,neutral
"00:13:02,000","00:13:03,000",Are you guys in the same alliance?,curiosity,mild,unknown
"00:13:03,000","00:13:04,000",No.,neutral,neutral,neutral
"00:13:04,000","00:13:07,000",And so two players from opposing forces,neutral,neutral,neutral
"00:13:07,000","00:13:08,000",must agree on who to eliminate.,neutral,neutral,neutral
"00:13:08,000","00:13:10,000","I think we have to take out a strong competitor,",optimism,moderate,unknown
"00:13:10,000","00:13:12,000",unfortunately.,neutral,neutral,neutral
"00:13:12,000","00:13:12,000",Yeah.,neutral,neutral,neutral
"00:13:12,000","00:13:13,000",How about this?,curiosity,mild,unknown
"00:13:13,000","00:13:15,000","I'm willing to say mine out loud if you are,",neutral,neutral,neutral
"00:13:15,000","00:13:17,000",and then we can go from there.,neutral,neutral,neutral
"00:13:17,000","00:13:20,000","Yeah, I'm not saying it out loud.",nervousness,moderate,unknown
"00:13:20,000","00:13:22,000",Even a whisper between 14 and 19 could,nervousness,mild,unknown
"00:13:22,000","00:13:24,000",be heard by everyone else in the room.,nervousness,mild,unknown
"00:13:24,000","00:13:26,000",And discussing their options out loud,nervousness,mild,unknown
"00:13:26,000","00:13:29,000",may put a target on their back in future rounds.,fear,moderate,negative
"00:13:29,000","00:13:32,000","Communication had to be discreet and elegant,",neutral,neutral,neutral
"00:13:32,000","00:13:35,000",such as a subtle guiding look from the eyes.,neutral,neutral,neutral
"00:13:38,000","00:13:38,000",That's what you want?,curiosity,mild,unknown
"00:13:38,000","00:13:40,000",Yeah.,neutral,neutral,neutral
"00:13:40,000","00:13:40,000",OK.,neutral,neutral,neutral
"00:13:40,000","00:13:41,000",For sure.,neutral,neutral,neutral
"00:13:41,000","00:13:42,000",OK.,neutral,neutral,neutral
"00:13:42,000","00:13:45,000","Whenever you're ready, point at an individual that",neutral,neutral,neutral
"00:13:45,000","00:13:47,000",will rip a half a million dollars away from you.,fear,moderate,negative
"00:13:51,000","00:13:53,000",Whoa.,surprise,mild,neutral
"00:13:53,000","00:13:55,000","He still has to point, though.",neutral,neutral,neutral
"00:13:55,000","00:13:57,000","Before you point, boss man, I promise you,",nervousness,mild,unknown
"00:13:57,000","00:13:59,000","before this challenge started, bro,",neutral,neutral,neutral
"00:13:59,000","00:14:03,000","if we had to eliminate someone, she was going to eliminate you.",surprise,moderate,neutral
"00:14:03,000","00:14:06,000",Believe that or you won't.,neutral,neutral,neutral
"00:14:06,000","00:14:08,000","Hey, we can, hey, you, hey, bro, we can unite.",optimism,mild,unknown
"00:14:08,000","00:14:10,000","I'm sorry, dude.",remorse,mild,unknown
"00:14:10,000","00:14:10,000",Hey.,neutral,neutral,neutral
"00:14:15,000","00:14:17,000","Oh, my gosh.",surprise,mild,neutral
"00:14:17,000","00:14:18,000",Whoa.,surprise,mild,neutral
"00:14:21,000","00:14:23,000",It's freaking crazy right now.,excitement,moderate,positive
"00:14:23,000","00:14:24,000",Do you think you're going to stay the same?,curiosity,mild,unknown
"00:14:24,000","00:14:25,000",You're going to try to build?,curiosity,mild,unknown
"00:14:25,000","00:14:27,000","Yeah, I'm going higher just now.",optimism,moderate,unknown
"00:14:27,000","00:14:28,000",Winning will help me survive.,optimism,moderate,unknown
"00:14:28,000","00:14:30,000",I'm building the tallest tower.,optimism,moderate,unknown
"00:14:30,000","00:14:32,000",That's maybe the right move.,approval,mild,unknown
"00:14:32,000","00:14:34,000",Are you ready for the final block game?,excitement,moderate,positive
"00:14:34,000","00:14:35,000",Yes.,neutral,neutral,neutral
"00:14:35,000","00:14:36,000",Yeah.,neutral,neutral,neutral
"00:14:36,000","00:14:37,000",Here we go.,neutral,neutral,neutral
"00:14:37,000","00:14:40,000",We've had one tower fall and one vote to eliminate.,disappointment,mild,unknown
"00:14:40,000","00:14:44,000",What will you do now to stay in the game?,curiosity,mild,unknown
"00:14:44,000","00:14:44,000",Start the timer.,neutral,neutral,neutral
"00:14:50,000","00:14:51,000","And while they stack those blocks,",neutral,neutral,neutral
"00:14:51,000","00:14:55,000",I'm going to tell you guys how you can win a brand new iPhone.,excitement,moderate,positive
"00:14:55,000","00:14:56,000","Over the next few days, I'm going",neutral,neutral,neutral
"00:14:56,000","00:14:58,000",to be shipping all of these iPhones,neutral,neutral,neutral
"00:14:58,000","00:14:59,000",to random people that subscribe.,neutral,neutral,neutral
"00:14:59,000","00:15:01,000",One of these players is literally,curiosity,mild,unknown
"00:15:01,000","00:15:03,000","walking away with $500,000.",excitement,moderate,positive
"00:15:03,000","00:15:05,000","And if you want to walk away with a brand new iPhone,",desire,moderate,unknown
"00:15:05,000","00:15:07,000",just hit the Subscribe button.,neutral,neutral,neutral
"00:15:07,000","00:15:08,000","I know it sounds too good to be true,",neutral,neutral,neutral
"00:15:08,000","00:15:10,000",but it really is that simple.,neutral,neutral,neutral
"00:15:10,000","00:15:12,000",Subscribe so you can win one of these iPhones.,desire,moderate,unknown
"00:15:12,000","00:15:14,000",And the time is almost up.,nervousness,moderate,unknown
"00:15:14,000","00:15:20,000","3, 2, 1, hands up, hands up.",excitement,moderate,positive
"00:15:20,000","00:15:22,000",Looks like 19 might have won again.,surprise,mild,neutral
"00:15:22,000","00:15:23,000",Let's see.,neutral,neutral,neutral
"00:15:23,000","00:15:25,000","3, 4, 5, 6, 7, 8, 9, 10.",neutral,neutral,neutral
"00:15:25,000","00:15:28,000","Oh, she beat her old record.",surprise,mild,neutral
"00:15:28,000","00:15:29,000",Let's see what 15 has.,curiosity,mild,unknown
"00:15:29,000","00:15:30,000","5, 6, 7, 8, 9.",neutral,neutral,neutral
"00:15:30,000","00:15:31,000",You have 9?,surprise,mild,neutral
"00:15:31,000","00:15:31,000",9.,neutral,neutral,neutral
"00:15:31,000","00:15:33,000",Let's see about our boy over here.,curiosity,mild,unknown
"00:15:33,000","00:15:36,000","5, 6, 7, 8, 9, 10.",neutral,neutral,neutral
"00:15:36,000","00:15:36,000","Oh, my gosh.",surprise,moderate,neutral
"00:15:36,000","00:15:40,000","So somehow, once again, 14 and 19",surprise,mild,neutral
"00:15:40,000","00:15:42,000","laid the exact same blocks, which",neutral,neutral,neutral
"00:15:42,000","00:15:44,000","means that for a second time, they'll",neutral,neutral,neutral
"00:15:44,000","00:15:47,000",have to team up and choose one player to eliminate.,neutral,neutral,neutral
"00:15:47,000","00:15:50,000","And once again, they're communication",neutral,neutral,neutral
"00:15:50,000","00:15:51,000",had to be strategic.,neutral,neutral,neutral
"00:15:51,000","00:15:54,000","Only this time, the message was intercepted",surprise,moderate,neutral
"00:15:54,000","00:15:58,000",by another player who had an alliance with their target.,,,unknown
"00:15:58,000","00:15:59,000","Whoa, whoa, whoa, whoa.",surprise,intense,neutral
"00:15:59,000","00:16:01,000","Sifu, you're voting for me?",surprise,mild,neutral
"00:16:01,000","00:16:02,000",It's nothing personal.,neutral,neutral,neutral
"00:16:02,000","00:16:05,000","If it's nothing personal, look at everyone's strategy",annoyance,moderate,unknown
"00:16:05,000","00:16:06,000",of how they're building.,neutral,neutral,neutral
"00:16:06,000","00:16:07,000","15 is trying to win, right?",curiosity,mild,unknown
"00:16:07,000","00:16:08,000",What do you think happens next round,curiosity,mild,unknown
