Start Time,End Time,sentence,sub-emotion,Intensity,emotion
"00:02:15,000","00:02:17,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral,neutral
"00:02:18,000","00:02:21,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral,neutral
"00:02:21,000","00:02:23,000",The neighbors from that side.,neutral,neutral,neutral
"00:02:28,000","00:02:32,000",We live here with great pleasure with our dogs and our family.,joy,mild,positive
"00:02:32,000","00:02:35,000",Only our living pleasure is greatly equaled ...,disappointment,moderate,unknown
"00:02:35,000","00:02:38,000",Because of the constant whining of our neighbor.,annoyance,moderate,unknown
"00:02:38,000","00:02:40,000","Look, this is what it's all about, huh.",annoyance,moderate,unknown
"00:02:40,000","00:02:42,000",Two cars in a row.,neutral,neutral,neutral
"00:02:42,000","00:02:45,000","But the neighbors have shit, so they just keep going.",anger,intense,unknown
"00:02:45,000","00:02:48,000","Here is your parking space, and that crosses.",annoyance,moderate,unknown
"00:02:51,000","00:02:54,000",The neighbor always has something to nag about parking.,annoyance,moderate,unknown
"00:02:54,000","00:02:59,000","We park neatly in front of our own door, in our own driveway, along the HEG.",neutral,neutral,neutral
"00:02:59,000","00:03:01,000",Nobody is bothered by it.,neutral,neutral,neutral
"00:03:01,000","00:03:03,000",Only she.,neutral,neutral,neutral
"00:03:03,000","00:03:06,000","I'm going to drive back now, but what happens?",nervousness,moderate,unknown
"00:03:06,000","00:03:10,000",Then I get the blame when I start making chunks.,annoyance,moderate,unknown
"00:03:10,000","00:03:14,000",Madam indicates that she has no room enough to drive out.,annoyance,moderate,unknown
"00:03:14,000","00:03:16,000",But see how much space you have.,neutral,neutral,neutral
"00:03:18,000","00:03:22,000",What will happen if I shade against one or the other?,nervousness,moderate,unknown
"00:03:23,000","00:03:25,000","Oh, goddamn.",anger,intense,unknown
"00:03:25,000","00:03:27,000","Yes, well, I damaged.",annoyance,moderate,unknown
"00:03:27,000","00:03:29,000","Thank you, standard.",neutral,neutral,neutral
"00:03:29,000","00:03:31,000",Goddamn.,anger,intense,unknown
"00:03:31,000","00:03:35,000","Yes, it could also have been a car from the neighbors instead of a bench.",annoyance,moderate,unknown
"00:03:36,000","00:03:40,000","The discussion whether or not someone can drive is not with me, but with the CBR.",neutral,neutral,neutral
"00:03:40,000","00:03:43,000",And maybe Master Frank Visser can also give advice in this.,curiosity,mild,unknown
"00:03:43,000","00:03:45,000","Well, there we are.",neutral,neutral,neutral
"00:03:45,000","00:03:47,000",I hear him.,neutral,neutral,neutral
"00:03:47,000","00:03:50,000",I hope I can stand here and that it is well parked.,nervousness,mild,unknown
"00:03:50,000","00:03:52,000",Otherwise I have a problem here.,,,unknown
"00:03:52,000","00:03:54,000",It is rather sensitive.,annoyance,mild,unknown
"00:03:54,000","00:03:56,000",Let's see where we are.,curiosity,mild,unknown
"00:03:56,000","00:03:59,000","Olga lives with her family in the corner, at number 15.",neutral,neutral,neutral
"00:03:59,000","00:04:01,000",I think we should be there.,neutral,neutral,neutral
"00:04:01,000","00:04:03,000",I think we should be there.,neutral,neutral,neutral
"00:04:03,000","00:04:05,000",I think we should be there.,neutral,neutral,neutral
"00:04:05,000","00:04:07,000",I think we should be there.,neutral,neutral,neutral
"00:04:07,000","00:04:09,000",I think we should be there.,neutral,neutral,neutral
"00:04:09,000","00:04:11,000",I think we should be there.,neutral,neutral,neutral
"00:04:12,000","00:04:14,000",Olga lives with her family there.,neutral,neutral,neutral
"00:04:14,000","00:04:16,000",And those are the parked cars.,neutral,neutral,neutral
"00:04:16,000","00:04:18,000","And Teunie, who lives there at number 11.",neutral,neutral,neutral
"00:04:18,000","00:04:21,000","And it has a very small, fine, handy, mobile.",neutral,neutral,neutral
"00:04:22,000","00:04:24,000",First here for coffee.,neutral,neutral,neutral
"00:04:25,000","00:04:28,000","Yes, you would say that there is enough space for everyone?",curiosity,mild,unknown
"00:04:28,000","00:04:30,000",In Amsterdam they are a bit of lead.,neutral,neutral,neutral
"00:04:30,000","00:04:32,000",There you pay five euros per hour.,neutral,neutral,neutral
"00:04:32,000","00:04:34,000",Good morning.,neutral,neutral,neutral
"00:04:34,000","00:04:36,000",Good morning. Come on.,neutral,neutral,neutral
"00:04:36,000","00:04:38,000","Day, Victor. Victor?",neutral,neutral,neutral
"00:04:38,000","00:04:40,000","Yes, I know you. Teunie, right?",neutral,neutral,neutral
"00:04:40,000","00:04:43,000","Fortunately, then you know what you are starting.",relief,mild,unknown
"00:04:43,000","00:04:45,000",Are you coming a step forward?,neutral,neutral,neutral
"00:04:45,000","00:04:49,000",Because I would actually want to go to the scene of disaster with you.,desire,mild,unknown
"00:04:49,000","00:04:53,000",Because I come and chat with you about the parking stuff with the neighbors.,neutral,neutral,neutral
"00:04:53,000","00:04:55,000","Yes, indeed.",neutral,neutral,neutral
"00:04:55,000","00:04:57,000","Well, do you just walk with me?",neutral,neutral,neutral
"00:04:57,000","00:04:59,000","Well, this is my parking space.",neutral,neutral,neutral
"00:04:59,000","00:05:01,000",This is your parking space?,curiosity,mild,unknown
"00:05:01,000","00:05:03,000","That is my own, that is my parking space.",neutral,neutral,neutral
"00:05:03,000","00:05:06,000",What is the problem with parking the neighbors?,curiosity,mild,unknown
"00:05:06,000","00:05:09,000","Well, their parking space, that ends at the P.",neutral,neutral,neutral
"00:05:09,000","00:05:11,000",It is not for nothing that there is a P in it.,annoyance,mild,unknown
"00:05:11,000","00:05:13,000",That means parking.,neutral,neutral,neutral
"00:05:13,000","00:05:15,000",So actually you say ...,curiosity,mild,unknown
"00:05:15,000","00:05:19,000","The parking space of the neighbors runs to the P, to here?",curiosity,mild,unknown
"00:05:19,000","00:05:21,000","And, and.",neutral,neutral,neutral
"00:05:21,000","00:05:23,000",And they stick over it?,annoyance,mild,unknown
"00:05:23,000","00:05:25,000","Yes, if everyone is going to do that ...",annoyance,moderate,unknown
"00:05:25,000","00:05:28,000",Then nobody can get out of place anymore.,annoyance,moderate,unknown
"00:05:29,000","00:05:33,000","The problem is, I find that very very very very ...",annoyance,intense,unknown
"00:05:33,000","00:05:36,000",Because we park neatly on our own parking space ...,pride,mild,unknown
"00:05:36,000","00:05:39,000",And that family thinks they have more justice.,annoyance,moderate,unknown
"00:05:39,000","00:05:42,000",They park two cars in a row that botheres me.,annoyance,moderate,unknown
"00:05:44,000","00:05:46,000",How am I doing?,curiosity,mild,unknown
"00:05:46,000","00:05:48,000","Yes, this is not good, right?",disapproval,mild,unknown
"00:05:48,000","00:05:50,000","This is not allowed, actually?",confusion,mild,unknown
"00:05:50,000","00:05:52,000","No, no.",disapproval,mild,unknown
"00:05:52,000","00:05:54,000",Why is that not allowed?,curiosity,mild,unknown
"00:05:54,000","00:05:57,000",Because you can cause a different nuisance.,annoyance,moderate,unknown
"00:05:57,000","00:05:59,000",You have the regulations ...,neutral,neutral,neutral
"00:05:59,000","00:06:02,000",And they are notarially prepared ...,neutral,neutral,neutral
"00:06:02,000","00:06:05,000",That means you will stick to that.,neutral,neutral,neutral
"00:06:05,000","00:06:08,000","I already hear it, you are a bit strict.",amusement,mild,unknown
"00:06:08,000","00:06:11,000","No, you have to do it as it should be.",approval,mild,unknown
"00:06:11,000","00:06:14,000",Because if you do one and the other it is not allowed ...,disapproval,mild,unknown
"00:06:14,000","00:06:16,000",Then you give nuisance again.,annoyance,moderate,unknown
"00:06:16,000","00:06:18,000",Otherwise it will be a mess.,disapproval,mild,unknown
"00:06:18,000","00:06:21,000",Shall we talk about it with a cup of coffee a little further?,caring,mild,unknown
"00:06:21,000","00:06:23,000","Yes, that's fine.",neutral,neutral,neutral
"00:06:23,000","00:06:25,000","Do you also have something with it, something tasty?",desire,mild,unknown
"00:06:25,000","00:06:27,000",And.,neutral,neutral,neutral
"00:06:27,000","00:06:29,000","Well, then we go.",neutral,neutral,neutral
"00:06:32,000","00:06:35,000","Well, Teunie, I have to take a good look around me.",curiosity,mild,unknown
"00:06:35,000","00:06:38,000",You live a bit in your own Brokkkantemuseum.,amusement,mild,unknown
"00:06:38,000","00:06:40,000","If you found that, then.",neutral,neutral,neutral
"00:06:40,000","00:06:43,000",But where did you get all those things from?,curiosity,mild,unknown
"00:06:43,000","00:06:46,000","Yes, all collect, collect, for 40 years.",pride,mild,unknown
"00:06:46,000","00:06:48,000",And how long have you been living here?,curiosity,mild,unknown
"00:06:48,000","00:06:50,000","Eh, 21 years old.",neutral,neutral,neutral
"00:06:50,000","00:06:52,000",21 years?,surprise,mild,neutral
"00:06:52,000","00:06:54,000",Good market.,approval,mild,unknown
"00:06:54,000","00:06:56,000","Thank you, thank you.",gratitude,mild,unknown
"00:06:56,000","00:06:59,000",And how long has the neighborhood been living here?,curiosity,mild,unknown
"00:07:00,000","00:07:03,000",And how long have the neighbors live there?,curiosity,mild,unknown
"00:07:03,000","00:07:06,000",From 2014.,neutral,neutral,neutral
"00:07:06,000","00:07:09,000",And how was that contact with the neighbors in the beginning?,curiosity,mild,unknown
"00:07:09,000","00:07:11,000","Well, that was good.",approval,mild,unknown
"00:07:11,000","00:07:14,000",There was good morning and good afternoon.,neutral,neutral,neutral
"00:07:14,000","00:07:17,000",And then it was you to drink coffee.,neutral,neutral,neutral
"00:07:17,000","00:07:19,000","Okay, that is very friendly in itself.",approval,mild,unknown
"00:07:19,000","00:07:21,000",And.,neutral,neutral,neutral
"00:07:21,000","00:07:23,000",But why didn't you like it that much?,curiosity,mild,unknown
"00:07:23,000","00:07:25,000",Because I see you that you didn't like it that much.,realization,mild,unknown
"00:07:25,000","00:07:29,000","No, because we don't love to drink coffee together every time.",annoyance,mild,unknown
"00:07:29,000","00:07:32,000","Okay, because she invited you more often.",curiosity,mild,unknown
"00:07:32,000","00:07:35,000","Yes, then you asked again, yes.",neutral,neutral,neutral
"00:07:35,000","00:07:37,000","Yes, that's how it goes.",neutral,neutral,neutral
"00:07:37,000","00:07:39,000",And before you know it you are fat friends with your neighbors.,amusement,mild,unknown
"00:07:39,000","00:07:41,000",You didn't feel like it.,disapproval,mild,unknown
"00:07:41,000","00:07:43,000",Nee.,disapproval,mild,unknown
"00:07:43,000","00:07:47,000",At some point the hassle about parking was created.,annoyance,moderate,unknown
"00:07:47,000","00:07:49,000",When was that about?,curiosity,mild,unknown
"00:07:49,000","00:07:55,000","Well, after a while we learned that the father -in -law was going to park his car here.",annoyance,mild,unknown
"00:07:55,000","00:07:57,000",The neighbor's father -in -law?,curiosity,mild,unknown
"00:07:57,000","00:07:58,000",And.,neutral,neutral,neutral
"00:07:58,000","00:08:00,000","Okay, he came to park his car here?",curiosity,mild,unknown
"00:08:00,000","00:08:02,000","Yes, and then the other year.",neutral,neutral,neutral
"00:08:02,000","00:08:05,000",Stock the son and the daughter there one after the other.,neutral,neutral,neutral
"00:08:05,000","00:08:09,000","Okay, so the whole family regularly stals the cars on the right?",annoyance,mild,unknown
"00:08:09,000","00:08:11,000","Yes, two in a row, yes.",neutral,neutral,neutral
"00:08:11,000","00:08:14,000","Yes, and did it stay with the cars?",curiosity,mild,unknown
"00:08:14,000","00:08:16,000","No, because they are going to buy a camper.",annoyance,mild,unknown
"00:08:16,000","00:08:19,000","It takes up even more space, because it is also wider.",annoyance,moderate,unknown
"00:08:19,000","00:08:22,000",One for a weekend or one for six weeks of America?,curiosity,mild,unknown
"00:08:22,000","00:08:23,000",A mammoth.,surprise,mild,neutral
"00:08:23,000","00:08:24,000",A mammoth?,surprise,mild,neutral
"00:08:24,000","00:08:25,000",And.,neutral,neutral,neutral
"00:08:25,000","00:08:26,000","Well, that says enough.",disapproval,mild,unknown
"00:08:26,000","00:08:27,000","Yes, that says enough.",disapproval,mild,unknown
"00:08:27,000","00:08:28,000",And where did he get?,curiosity,mild,unknown
"00:08:28,000","00:08:30,000","Yes, in the parking space of course.",neutral,neutral,neutral
"00:08:32,000","00:08:35,000","Look, here is your parking space.",neutral,neutral,neutral
"00:08:35,000","00:08:38,000",So he crosses here.,neutral,neutral,neutral
"00:08:39,000","00:08:42,000","Here, I don't know how much.",confusion,mild,unknown
"00:08:49,000","00:08:52,000","Well, then it's just about 22.",neutral,neutral,neutral
"00:08:52,000","00:08:54,000",If he crosses.,neutral,neutral,neutral
"00:08:57,000","00:08:59,000",And have you ever said something about it?,curiosity,mild,unknown
"00:08:59,000","00:09:01,000","From, hey, that camper has to go?",annoyance,mild,unknown
"00:09:01,000","00:09:02,000","Yes, of course.",neutral,neutral,neutral
"00:09:02,000","00:09:06,000",Written a letter with photos at the chairman of the VVD.,neutral,neutral,neutral
"00:09:06,000","00:09:08,000",But you don't do that directly?,curiosity,mild,unknown
"00:09:08,000","00:09:10,000","No, because she scolds me.",fear,mild,negative
"00:09:11,000","00:09:12,000",Does she do that?,surprise,mild,neutral
"00:09:12,000","00:09:16,000",They have been needed five times. I just had to need.,confusion,mild,unknown
"00:09:16,000","00:09:17,000",Does she say that?,surprise,mild,neutral
"00:09:17,000","00:09:18,000",And.,neutral,neutral,neutral
"00:09:18,000","00:09:21,000",And when was that then? And why does she say that?,curiosity,mild,unknown
"00:09:21,000","00:09:24,000","Well, I am coming to the parking lot.",neutral,neutral,neutral
"00:09:24,000","00:09:26,000",But then she also walks on the site.,neutral,neutral,neutral
"00:09:26,000","00:09:29,000",And then they go more and more at me.,annoyance,moderate,unknown
"00:09:29,000","00:09:31,000",But then I raised my finger.,neutral,neutral,neutral
"00:09:31,000","00:09:34,000","Then I thought, there you have that person again, with that nagging.",annoyance,moderate,unknown
"00:09:34,000","00:09:35,000",And.,neutral,neutral,neutral
"00:09:35,000","00:09:38,000","Well, then she started swearing, swearing, swearing.",anger,intense,unknown
"00:09:38,000","00:09:42,000",And I saw them driving my own parking lot.,annoyance,moderate,unknown
"00:09:42,000","00:09:44,000",But you did that?,surprise,mild,neutral
"00:09:44,000","00:09:47,000","Yes, when I saw them coming, I did one like that.",neutral,neutral,neutral
"00:09:47,000","00:09:49,000","Then I thought, great, you have them there again.",annoyance,moderate,unknown
"00:09:49,000","00:09:51,000","But Mrs. Teunie, that's not so neat.",disapproval,mild,unknown
"00:09:51,000","00:09:53,000","No, that's not so neat. But do you like it?",neutral,neutral,neutral
"00:09:54,000","00:09:55,000",Do you like it?,curiosity,mild,unknown
"00:09:59,000","00:10:00,000",That is not so neat.,disapproval,mild,unknown
"00:10:00,000","00:10:02,000","No, not once, yes.",neutral,neutral,neutral
"00:10:02,000","00:10:04,000",But you are also tired of once.,neutral,neutral,neutral
"00:10:04,000","00:10:06,000",If you have my age and you are gone ...,neutral,neutral,neutral
"00:10:06,000","00:10:09,000",Then you always need to do a pee when you get home.,amusement,mild,unknown
"00:10:09,000","00:10:11,000",Then I can't go to my own toilet again.,annoyance,moderate,unknown
"00:10:11,000","00:10:14,000",Because she will get in the road.,annoyance,moderate,unknown
"00:10:14,000","00:10:16,000",Because the neighbor really gets in the way?,annoyance,moderate,unknown
"00:10:16,000","00:10:20,000","Yes, if I continued, you would drive them.",neutral,neutral,neutral
"00:10:20,000","00:10:22,000","Well, then it is swearing, swearing.",annoyance,moderate,unknown
"00:10:22,000","00:10:24,000","But what does she call against you? Yes, you just have to die.",anger,intense,unknown
"00:10:24,000","00:10:26,000",But does she call more?,curiosity,mild,unknown
"00:10:26,000","00:10:29,000","Yes, she calls a lot more. I only listen half.",annoyance,moderate,unknown
"00:10:29,000","00:10:33,000",Because otherwise you would give them about a meter.,neutral,neutral,neutral
"00:10:33,000","00:10:35,000","I don't do it, I can control myself.",pride,mild,unknown
"00:10:35,000","00:10:38,000",But I would like to hit them in my lens.,anger,moderate,unknown
"00:10:38,000","00:10:41,000",Then you know what I am. I am not an adventaard.,pride,mild,unknown
"00:10:41,000","00:10:44,000",I am from ... she is 1.57.,neutral,neutral,neutral
"00:10:44,000","00:10:49,000","Well, I put them in my cart as I really want.",desire,mild,unknown
"00:10:49,000","00:10:51,000",Real.,neutral,neutral,neutral
"00:10:51,000","00:10:53,000","Well, do you also want one?",curiosity,mild,unknown
"00:10:53,000","00:10:55,000","No, that is mine. Place here.",neutral,neutral,neutral
"00:10:55,000","00:10:57,000",O.,neutral,neutral,neutral
"00:10:57,000","00:10:59,000",Eh...,neutral,neutral,neutral
"00:10:59,000","00:11:01,000",But how should it all go further?,confusion,moderate,unknown
"00:11:01,000","00:11:03,000","Yes, how should it all go further?",confusion,moderate,unknown
"00:11:03,000","00:11:06,000","I think, now Master Visser is there ...",optimism,mild,unknown
"00:11:06,000","00:11:08,000",That something will change.,optimism,mild,unknown
"00:11:08,000","00:11:12,000",Yes. Because what kind of lady is the neighbor?,curiosity,mild,unknown
"00:11:12,000","00:11:14,000",It's a very good person ...,admiration,mild,unknown
"00:11:14,000","00:11:18,000",If you make her way exactly year and evening say.,neutral,neutral,neutral
"00:11:18,000","00:11:21,000",Olga's Williswet. Precisely.,neutral,neutral,neutral
"00:11:21,000","00:11:24,000",It is the queen and she will hand out the sheets.,admiration,mild,unknown
"00:11:24,000","00:11:27,000",The neighbor does foolish and nice ...,disapproval,mild,unknown
"00:11:27,000","00:11:30,000","But we too, if she doesn't get the sentence ...",neutral,neutral,neutral
"00:11:30,000","00:11:33,000",Then they start scolding like an ordinary fishing.,disapproval,moderate,unknown
"00:11:33,000","00:11:37,000","Ooh, well. It is quite a mouth full.",surprise,mild,neutral
"00:11:37,000","00:11:40,000",Master Visser will come here soon. Yes.,neutral,neutral,neutral
"00:11:40,000","00:11:42,000",What is your requirement for him?,curiosity,mild,unknown
"00:11:42,000","00:11:45,000",That that camper is no longer allowed to come to the site.,optimism,moderate,unknown
"00:11:45,000","00:11:48,000",And that I am no longer called names.,optimism,moderate,unknown
"00:11:48,000","00:11:52,000",That I can normally get out of my car and walk around my car.,desire,mild,unknown
"00:11:52,000","00:11:56,000",And that they no longer park outside their parking space. Yes.,optimism,moderate,unknown
"00:11:56,000","00:11:59,000","I get it, ma'am. I'll come and get you again.",caring,mild,unknown
"00:11:59,000","00:12:01,000",When Master Visser is on the road ...,neutral,neutral,neutral
"00:12:01,000","00:12:04,000",Thank you very much for the tasty marrow pipes and the coffee.,gratitude,mild,unknown
"00:12:04,000","00:12:07,000",Just take it easy. I am confident.,optimism,mild,unknown
"00:12:07,000","00:12:10,000","Happy. Hold that. Yes, we do that.",optimism,mild,unknown
"00:12:10,000","00:12:12,000","Tot staks, it's. Dag.",neutral,neutral,neutral
"00:12:12,000","00:12:14,000","Now, spicy, hear.",amusement,mild,unknown
"00:12:14,000","00:12:17,000","Teunie is of age, but the fire is still in good shape.",admiration,mild,unknown
"00:12:17,000","00:12:19,000",You could think ...,curiosity,mild,unknown
"00:12:20,000","00:12:24,000",But Teunie is not like that. Rules are rules.,pride,mild,unknown
"00:12:24,000","00:12:27,000",The neighbor would be a bit the queen of the street.,disapproval,mild,unknown
"00:12:27,000","00:12:30,000",As long as you dance to her pipes. To her marrow pipes.,annoyance,moderate,unknown
"00:12:30,000","00:12:33,000",Each story has two sides. On to the neighbor.,neutral,neutral,neutral
"00:12:40,000","00:12:43,000","Forget the dog, beware of wife.",amusement,mild,unknown
"00:12:45,000","00:12:48,000","Yes. Good afternoon, Victor.",neutral,neutral,neutral
"00:12:48,000","00:12:51,000","Hi. Pleasant, Victor. I come to chat with you.",neutral,neutral,neutral
"00:12:51,000","00:12:54,000",You will know that about the hassle with the neighbor.,annoyance,moderate,unknown
"00:12:54,000","00:12:57,000",Fine. Maybe you should put on the jacket.,neutral,neutral,neutral
"00:12:57,000","00:12:59,000","Yes, I'll give you a moment. Please.",neutral,neutral,neutral
"00:12:59,000","00:13:01,000",Rapper dog. Yes.,amusement,mild,unknown
"00:13:01,000","00:13:04,000","Yes. Well, at least he is happy to see me.",joy,mild,positive
"00:13:04,000","00:13:06,000","Hi. Yes. Hey, look.",neutral,neutral,neutral
"00:13:06,000","00:13:09,000",There is the female again. Are you flying lessons?,amusement,mild,unknown
"00:13:09,000","00:13:11,000","Come on. Chop, Chop.",neutral,neutral,neutral
"00:13:11,000","00:13:14,000",First I want to walk around here with you.,neutral,neutral,neutral
"00:13:14,000","00:13:17,000",Yes. I'm going with you. To talk about the cars.,neutral,neutral,neutral
"00:13:17,000","00:13:20,000",Because the neighbor finds it all a bit a lot.,annoyance,mild,unknown
"00:13:20,000","00:13:23,000",She can find that. Because how many cars are there in total?,curiosity,mild,unknown
"00:13:23,000","00:13:26,000",I have three cars. Three cars. From the whole family.,neutral,neutral,neutral
"00:13:26,000","00:13:28,000","Yes, that's right. The neighbor says ...",neutral,neutral,neutral
"00:13:28,000","00:13:32,000",Everyone has their own parking space at his apartment ...,neutral,neutral,neutral
"00:13:32,000","00:13:34,000",And it runs to the P.,neutral,neutral,neutral
"00:13:34,000","00:13:37,000","In other words, you are well over it.",disapproval,moderate,unknown
"00:13:37,000","00:13:39,000",You are in violation. Yes.,disapproval,moderate,unknown
"00:13:39,000","00:13:42,000",But we have VVE meetings every year ...,neutral,neutral,neutral
"00:13:42,000","00:13:45,000",in which the parking problem was discussed.,neutral,neutral,neutral
"00:13:45,000","00:13:49,000",Because there is just too little parking space for all houses.,neutral,neutral,neutral
"00:13:49,000","00:13:53,000",And the other residents have no problems with it ...,neutral,neutral,neutral
"00:13:53,000","00:13:55,000",That the cars are parked double.,neutral,neutral,neutral
"00:13:55,000","00:13:58,000",But have you received permission? Yes. Written.,neutral,neutral,neutral
"00:13:58,000","00:14:01,000",So you can stand from the association of owners?,curiosity,mild,unknown
"00:14:01,000","00:14:03,000","Yes, that's right.",neutral,neutral,neutral
"00:14:03,000","00:14:05,000",But then there is also a camper. Yes.,neutral,neutral,neutral
"00:14:05,000","00:14:08,000","And that is sometimes here, I understood. That's right.",neutral,neutral,neutral
"00:14:08,000","00:14:11,000",The internal rules are included ...,neutral,neutral,neutral
"00:14:11,000","00:14:15,000","That caravans, campers otherwise ...",neutral,neutral,neutral
"00:14:15,000","00:14:19,000",may be parked in front of the door for 10 days.,neutral,neutral,neutral
"00:14:19,000","00:14:22,000","Okay, well, the neighbor is not aware of that ...",confusion,mild,unknown
"00:14:22,000","00:14:24,000",Or she does not agree.,disapproval,mild,unknown
"00:14:24,000","00:14:27,000",It is clear that she does not agree with it.,disapproval,moderate,unknown
"00:14:29,000","00:14:32,000","According to the neighbor, she received permission from the VVE ...",neutral,neutral,neutral
"00:14:32,000","00:14:35,000",To park the cars double outside the profession.,neutral,neutral,neutral
"00:14:35,000","00:14:39,000","And according to her, the camper can be there for 10 days in a row.",neutral,neutral,neutral
"00:14:39,000","00:14:41,000",She came to live here.,neutral,neutral,neutral
"00:14:41,000","00:14:44,000",She went directly to the VVE board ...,neutral,neutral,neutral
"00:14:44,000","00:14:47,000",And she has been making her own regulations.,disapproval,moderate,unknown
"00:14:47,000","00:14:51,000",And that should not be drawn up.,disapproval,moderate,unknown
"00:14:51,000","00:14:56,000",And that hand clapping under the table through my chef's head.,confusion,moderate,unknown
"00:14:56,000","00:14:59,000","She did a handy clap? Yes, I have that suspicion.",,,unknown
"00:14:59,000","00:15:02,000","When they herself on the board ... yes, she's still there.",neutral,neutral,neutral
"00:15:02,000","00:15:04,000","Oh, she is a board member. Yes. Nice and easy.",neutral,neutral,neutral
"00:15:04,000","00:15:06,000","Yes, that's easy.",neutral,neutral,neutral
"00:15:06,000","00:15:09,000",He is sitting exactly at you.,neutral,neutral,neutral
"00:15:09,000","00:15:11,000","And that is not possible, that is not allowed.",disapproval,moderate,unknown
"00:15:13,000","00:15:15,000",Then we have the following problem.,neutral,neutral,neutral
"00:15:15,000","00:15:17,000","You can put it down, you know.",neutral,neutral,neutral
"00:15:17,000","00:15:19,000","Really, wait, look. You would have scolded.",disapproval,mild,unknown
"00:15:19,000","00:15:21,000","And not just a bit too. Yes, that's right.",neutral,neutral,neutral
"00:15:21,000","00:15:24,000","Oh, you are very honest about that. Yes, that's right.",approval,mild,unknown
"00:15:24,000","00:15:26,000",What did you say to her?,curiosity,mild,unknown
"00:15:26,000","00:15:29,000",Something the dogs don't like. Yes.,neutral,neutral,neutral
"00:15:29,000","00:15:33,000",But she tried to drive me here twice in the parking lot.,anger,intense,unknown
"00:15:34,000","00:15:36,000",As in Expres? Yes.,surprise,moderate,neutral
"00:15:36,000","00:15:38,000",The weather was free.,neutral,neutral,neutral
"00:15:38,000","00:15:40,000","There are benches here, we were on that.",neutral,neutral,neutral
"00:15:40,000","00:15:43,000",My daughter and me. My husband was busy with garden maintenance.,neutral,neutral,neutral
"00:15:43,000","00:15:46,000",And he asked me if I would like to get a container.,neutral,neutral,neutral
"00:15:46,000","00:15:49,000",So I got up. I walk away from those benches.,neutral,neutral,neutral
"00:15:49,000","00:15:52,000",And she comes up with the parking lot full of gas.,anger,intense,unknown
"00:15:52,000","00:15:56,000",And then? She stopped on such a piece for me.,confusion,moderate,unknown
"00:15:57,000","00:15:59,000","Are you shocked? Yes, very bad.",fear,intense,negative
"00:15:59,000","00:16:03,000",And you think she did that on purpose?,curiosity,mild,unknown
"00:16:03,000","00:16:05,000","Oh, I know for sure.",realization,mild,unknown
"00:16:06,000","00:16:10,000",According to the neighbors you have tried a few times ...,curiosity,mild,unknown
"00:16:10,000","00:16:12,000","Yes, I just say it ...",neutral,neutral,neutral
