Start Time,End Time,sentence,sub-emotion,Intensity,emotion
"00:02:22,000","00:02:25,000","Yes, Arne and Tara are BFFs from their younger years.",neutral,neutral,neutral
"00:02:25,000","00:02:28,000","Best Friends Forever, already feared Tara for Forever.",fear,mild,negative
"00:02:28,000","00:02:31,000",They suspect fatal end of road pirate Arne.,fear,moderate,negative
"00:02:33,000","00:02:35,000",Do you understand? I stopped on time.,relief,mild,unknown
"00:02:35,000","00:02:39,000","She is the worst driver in the Netherlands, because she is fucking bad.",anger,intense,unknown
"00:02:40,000","00:02:43,000",Marjolein and Esmeralda live unsafe in the Bijlmer.,fear,moderate,negative
"00:02:43,000","00:02:47,000",Only when Marjolein starts driving normally will the Bijlmer be safe again.,disapproval,moderate,unknown
"00:02:48,000","00:02:53,000","Hi, I am Iris and I nominate Tanishia for the worst driver in the Netherlands.",disapproval,moderate,unknown
"00:02:53,000","00:02:55,000",Tanishia has been taking driving lessons for 10 years ...,neutral,neutral,neutral
"00:02:55,000","00:02:58,000",Until she accidentally passes her exam.,surprise,mild,neutral
"00:02:58,000","00:03:00,000",Girlfriend Iris wonders hard.,curiosity,moderate,unknown
"00:03:00,000","00:03:02,000",Did she ever really learn to drive?,curiosity,moderate,unknown
"00:03:02,000","00:03:03,000",Oh my god!,surprise,moderate,neutral
"00:03:03,000","00:03:08,000",It is up to us the clean task to raise these drivers again.,optimism,moderate,unknown
"00:03:08,000","00:03:11,000","And after 10 years, one thing is still the most important thing.",realization,mild,unknown
"00:03:12,000","00:03:15,000",Make the Netherlands a bit safer.,optimism,moderate,unknown
"00:03:19,000","00:03:21,000",Our drivers start their adventure ...,excitement,mild,positive
"00:03:21,000","00:03:24,000",With a nice diversion by Vissersdorp Spakenburg.,neutral,neutral,neutral
"00:03:24,000","00:03:27,000",Because before we extensively test our candidates ...,neutral,neutral,neutral
"00:03:27,000","00:03:30,000",We want to know what kind of meat we have in De Kuip.,curiosity,mild,unknown
"00:03:31,000","00:03:34,000",To get new hunger. Fresh fish.,desire,mild,unknown
"00:03:34,000","00:03:37,000",How do our drivers behave in an environment ...,curiosity,mild,unknown
"00:03:37,000","00:03:39,000",Where people and animals were safe?,neutral,neutral,neutral
"00:03:39,000","00:03:42,000",Where a serene resting driver drops nicely relaxed.,neutral,neutral,neutral
"00:03:42,000","00:03:44,000",But make sure that you remain sensitive.,neutral,neutral,neutral
"00:03:45,000","00:03:46,000",Want...,neutral,neutral,neutral
"00:03:48,000","00:03:49,000",You never know ...,neutral,neutral,neutral
"00:03:51,000","00:03:53,000",That you can do things like this.,realization,mild,unknown
"00:03:53,000","00:03:56,000",And that is not the only difficulty.,neutral,neutral,neutral
"00:03:56,000","00:04:00,000",The rustic Spakenburg has made us a little more lively.,amusement,mild,unknown
"00:04:00,000","00:04:04,000","That scooter had no priority, because he comes from a residential area.",annoyance,mild,unknown
"00:04:06,000","00:04:09,000","So even if you have priority, caution remains.",fear,moderate,negative
"00:04:09,000","00:04:13,000",Because being right and being right are two different things.,realization,mild,unknown
"00:04:14,000","00:04:18,000","As the first, driver Mitte and co -driver Petra drive through Spakenburg.",neutral,neutral,neutral
"00:04:18,000","00:04:19,000",And then we turn left.,neutral,neutral,neutral
"00:04:19,000","00:04:21,000",The peace of Spakenburg gives ...,neutral,neutral,neutral
"00:04:23,000","00:04:25,000",For the time being no influence on these Frisian ladies.,neutral,neutral,neutral
"00:04:25,000","00:04:27,000",All muscle? Yes.,neutral,neutral,neutral
"00:04:31,000","00:04:32,000","Yes, but ...",neutral,neutral,neutral
"00:04:33,000","00:04:36,000","What are you doing? Shout like that, please.",annoyance,moderate,unknown
"00:04:36,000","00:04:37,000",He almost touched me.,fear,moderate,negative
"00:04:39,000","00:04:40,000",I'll wait.,neutral,neutral,neutral
"00:04:46,000","00:04:47,000",This is not going well.,disappointment,moderate,unknown
"00:04:47,000","00:04:51,000",I gave up my wife because she is a very bad rider.,disapproval,moderate,unknown
"00:04:51,000","00:04:53,000",And it's time for things to go differently.,optimism,moderate,unknown
"00:04:53,000","00:04:55,000",Hi. Bye.,neutral,neutral,neutral
"00:04:55,000","00:04:57,000",Bye. Hi.,neutral,neutral,neutral
"00:04:57,000","00:04:59,000",It seems like we are in China.,confusion,mild,unknown
"00:04:59,000","00:05:02,000",You never have that either. People with long ...,confusion,mild,unknown
"00:05:02,000","00:05:04,000","What is this, man?",confusion,moderate,unknown
"00:05:04,000","00:05:06,000",I have nothing.,neutral,neutral,neutral
"00:05:06,000","00:05:07,000",Waaah!,surprise,moderate,neutral
"00:05:09,000","00:05:11,000",Her driving style is very chaotic.,disapproval,moderate,unknown
"00:05:11,000","00:05:15,000",She has no overview at all. Everything happens at the last minute.,disapproval,moderate,unknown
"00:05:15,000","00:05:17,000",That gives dangerous situations.,fear,moderate,negative
"00:05:17,000","00:05:20,000",I can do it first. Not at the same time ... Waaah!,annoyance,moderate,unknown
"00:05:20,000","00:05:24,000","The moment I'm behind the wheel, I do a lot of things at the same time.",pride,mild,unknown
"00:05:24,000","00:05:26,000",And everything comes in just as hard.,neutral,neutral,neutral
"00:05:26,000","00:05:28,000",Your head just goes out. Yes.,confusion,mild,unknown
"00:05:28,000","00:05:30,000",And that car will continue.,neutral,neutral,neutral
"00:05:32,000","00:05:34,000",What will he do then?,curiosity,mild,unknown
"00:05:34,000","00:05:35,000",Hallo!,neutral,neutral,neutral
"00:05:35,000","00:05:36,000",Such as!,neutral,neutral,neutral
"00:05:38,000","00:05:40,000","Calm, honey. Calm.",caring,mild,unknown
"00:05:40,000","00:05:42,000","Yes, but he ... yes, that side!",confusion,mild,unknown
"00:05:42,000","00:05:46,000","I really fear cities, traffic lights, bus lanes.",fear,moderate,negative
"00:05:46,000","00:05:49,000",Cyclists? Cyclists.,neutral,neutral,neutral
"00:05:49,000","00:05:50,000","O, o, o!",surprise,mild,neutral
"00:05:50,000","00:05:51,000",Waaah!,fear,moderate,negative
"00:05:52,000","00:05:55,000","Rustig, hallo. Is there anyone?",confusion,mild,unknown
"00:05:55,000","00:05:57,000",He makes a special transaction.,neutral,neutral,neutral
"00:05:57,000","00:05:59,000",He doesn't do it on the other side.,neutral,neutral,neutral
"00:06:01,000","00:06:04,000","If I could take a driver's license, I would have done it very often.",desire,moderate,unknown
"00:06:04,000","00:06:07,000","Not only for myself, but also for the employees.",caring,mild,unknown
"00:06:07,000","00:06:11,000",How often we get angry looks. Thrown. Yes.,annoyance,moderate,unknown
"00:06:11,000","00:06:14,000",Small prediction. Scooter from Woonerf.,neutral,neutral,neutral
"00:06:14,000","00:06:17,000","Decibel meter in red. Yes, I said it.",annoyance,mild,unknown
"00:06:17,000","00:06:18,000",Hallo!,neutral,neutral,neutral
"00:06:18,000","00:06:19,000",Hallo!,neutral,neutral,neutral
"00:06:19,000","00:06:22,000","He waves. What an angry farmers, man!",annoyance,moderate,unknown
"00:06:22,000","00:06:24,000","Oh, I am beasts.",disgust,mild,negative
"00:06:24,000","00:06:26,000",It was hoped for a moment.,disappointment,mild,unknown
"00:06:26,000","00:06:30,000","Please help me and from my wife, the hiking ramps plan,",caring,moderate,unknown
"00:06:30,000","00:06:32,000",make a good cow?,confusion,mild,unknown
"00:06:32,000","00:06:35,000",I occasionally saw that you just went out. That's right.,realization,mild,unknown
"00:06:35,000","00:06:39,000","At the intersection that there is a truck, you don't remember.",confusion,mild,unknown
"00:06:39,000","00:06:41,000","No, I really don't know anymore.",confusion,moderate,unknown
"00:06:43,000","00:06:45,000",It will then be completely ...,confusion,mild,unknown
"00:06:45,000","00:06:47,000",Then nothing comes in anymore.,disappointment,mild,unknown
"00:06:47,000","00:06:50,000","I can no longer name a dish, not the alphabet.",confusion,moderate,unknown
"00:06:50,000","00:06:53,000","That is clear who we have here, right?",realization,mild,unknown
"00:06:53,000","00:06:54,000","And, absolute.",neutral,neutral,neutral
"00:06:55,000","00:06:57,000",Deze ene. Yes.,neutral,neutral,neutral
"00:06:59,000","00:07:01,000","Still? Or is he out? No, right?",confusion,mild,unknown
"00:07:01,000","00:07:04,000",Welcome to my world.,neutral,neutral,neutral
"00:07:06,000","00:07:08,000",And this is Rikkie with co -driver Shelly.,neutral,neutral,neutral
"00:07:08,000","00:07:12,000",And also at Rikkie it is immediately clear who we have here.,realization,mild,unknown
"00:07:12,000","00:07:14,000","Sulfur. And, and, nee.",confusion,mild,unknown
"00:07:14,000","00:07:17,000","Like this. No, you got that car there.",neutral,neutral,neutral
"00:07:17,000","00:07:22,000",I gave up Rikkie because she has not driven for more than 35 years.,neutral,neutral,neutral
"00:07:22,000","00:07:25,000",And because she still wants to become a little independent.,desire,mild,unknown
"00:07:25,000","00:07:29,000","Okay, it will take a while at this roundabout.",neutral,neutral,neutral
"00:07:29,000","00:07:32,000","Are they all going left? Yes, that too.",neutral,neutral,neutral
"00:07:32,000","00:07:36,000",You are wearing a different blinking. You can drive it up.,neutral,neutral,neutral
"00:07:36,000","00:07:38,000",But you'll get it.,optimism,mild,unknown
"00:07:41,000","00:07:43,000","Well, my husband is getting older.",sadness,mild,unknown
"00:07:44,000","00:07:50,000","And yes, it is easy if you can control a car again.",optimism,mild,unknown
"00:07:55,000","00:07:57,000","Stop, Rikkie. Stop.",nervousness,moderate,unknown
"00:07:57,000","00:08:00,000",You have to put the brakes on. Stop.,annoyance,moderate,unknown
"00:08:00,000","00:08:03,000",She is very insecure and very anxious behind the wheel.,nervousness,intense,unknown
"00:08:03,000","00:08:08,000","She also indicates when she drives that she has palpitations, sweaty hands.",nervousness,moderate,unknown
"00:08:09,000","00:08:11,000",And cyclists too.,neutral,neutral,neutral
"00:08:11,000","00:08:13,000",The had per opgecond. Yes.,confusion,mild,unknown
"00:08:13,000","00:08:16,000","Yes, yes, yes. Oh, those are men.",amusement,mild,unknown
"00:08:16,000","00:08:21,000",I hope Rikkie learns to get rid of her fears and uncertainty.,optimism,mild,unknown
"00:08:21,000","00:08:24,000",And that she has faith in it herself and continues ...,optimism,moderate,unknown
"00:08:24,000","00:08:27,000",To eventually be able to drive the car.,optimism,mild,unknown
"00:08:27,000","00:08:29,000","Stop, man. Oh.",annoyance,moderate,unknown
"00:08:29,000","00:08:33,000",Like this. It doesn't go on the side of you.,annoyance,mild,unknown
"00:08:33,000","00:08:36,000",Now you stand still on the roundabout. Yes.,annoyance,mild,unknown
"00:08:36,000","00:08:40,000",This roundabout is also not going smoothly.,annoyance,moderate,unknown
"00:08:40,000","00:08:42,000","Stop, it's.",annoyance,mild,unknown
"00:08:42,000","00:08:44,000",I just want to be able to say to myself ...,optimism,moderate,unknown
"00:08:44,000","00:08:46,000","Riek, come on. You can do it too.",,,unknown
"00:08:46,000","00:08:48,000",Another can do it. You can do it too.,,,unknown
"00:08:48,000","00:08:50,000",Get confidence back.,optimism,moderate,unknown
"00:08:50,000","00:08:52,000",Rikkie.,neutral,neutral,neutral
"00:09:01,000","00:09:03,000","O, rivers.",surprise,mild,neutral
"00:09:03,000","00:09:05,000","No, it's going well.",relief,mild,unknown
"00:09:05,000","00:09:07,000","Stop, man. Oh.",annoyance,moderate,unknown
"00:09:07,000","00:09:08,000",Like this.,neutral,neutral,neutral
"00:09:08,000","00:09:10,000",Know what it is about.,curiosity,mild,unknown
"00:09:10,000","00:09:13,000",Not driven for a long time and your self -confidence.,nervousness,mild,unknown
"00:09:13,000","00:09:16,000","We are going to do that. Self -confidence, that will be one thing.",optimism,moderate,unknown
"00:09:16,000","00:09:19,000",But we will also work on that. Is that good? Yes.,optimism,moderate,unknown
"00:09:19,000","00:09:20,000",Thank you.,gratitude,mild,unknown
"00:09:22,000","00:09:24,000","There, highway.",neutral,neutral,neutral
"00:09:24,000","00:09:28,000","At Anne and co -driver Tara, the Vaart is immediately comfortable.",neutral,neutral,neutral
"00:09:29,000","00:09:31,000",Red light. Understandable.,neutral,neutral,neutral
"00:09:31,000","00:09:34,000","Those fear eyes at Tara. Yes, beautiful.",amusement,mild,unknown
"00:09:34,000","00:09:36,000",Hupsakee.,amusement,mild,unknown
"00:09:38,000","00:09:40,000",I think I was given up by Tara ...,surprise,mild,neutral
"00:09:40,000","00:09:43,000",Because I ride a little too fast from time to time.,neutral,neutral,neutral
"00:09:43,000","00:09:46,000",And I'm not always on the traffic rules.,neutral,neutral,neutral
"00:09:46,000","00:09:48,000",Anne loves the left track.,neutral,neutral,neutral
"00:09:48,000","00:09:51,000",You prefer to stay there for as long as possible.,neutral,neutral,neutral
"00:09:51,000","00:09:53,000",Also as a turn of Spalkburg calls.,confusion,mild,unknown
"00:09:53,000","00:09:55,000","And, and, and.",neutral,neutral,neutral
"00:09:55,000","00:10:00,000",I gave up Anne because she picks up a lot of crazy convertibles on the road.,disapproval,moderate,unknown
"00:10:00,000","00:10:05,000","In the emergency lane, in Alephiède-Berm, sitting on his phone and just don't really pay attention.",disapproval,moderate,unknown
"00:10:09,000","00:10:12,000","Yes, I think it is a bit comical that I have been given up.",amusement,mild,unknown
"00:10:12,000","00:10:14,000","I think I am a pretty good driver, yes.",pride,mild,unknown
"00:10:14,000","00:10:17,000",A pretty good driver in the worst driver in the Netherlands.,neutral,neutral,neutral
"00:10:17,000","00:10:19,000",What a relief.,relief,moderate,unknown
"00:10:24,000","00:10:27,000","Sitting next to Arne, it sometimes works pretty on your nerves.",annoyance,moderate,unknown
"00:10:27,000","00:10:29,000","Especially when he thinks, I want harder.",annoyance,moderate,unknown
"00:10:29,000","00:10:30,000",Oh my God.,surprise,moderate,neutral
"00:10:30,000","00:10:34,000","John, make sure it stays with fifteen totless cars.",neutral,neutral,neutral
"00:10:34,000","00:10:36,000",And that he does not become a cupboard plant.,neutral,neutral,neutral
"00:10:36,000","00:10:38,000",This was really a dangerous ride.,fear,moderate,negative
"00:10:38,000","00:10:40,000",You went through red.,disapproval,moderate,unknown
"00:10:42,000","00:10:46,000",You drove 160 on the highway at a certain moment.,disapproval,moderate,unknown
"00:10:49,000","00:10:51,000",You would have lost your driver's license.,disapproval,moderate,unknown
"00:10:51,000","00:10:53,000",And so he drives every day.,annoyance,mild,unknown
"00:10:53,000","00:10:55,000","Yes, always.",neutral,neutral,neutral
"00:10:55,000","00:10:58,000",I think you will stay with us for a while.,neutral,neutral,neutral
"00:10:59,000","00:11:01,000","Say, I think ...",curiosity,mild,unknown
"00:11:03,000","00:11:07,000",Really serious. Will one walk in the middle of the road here?,annoyance,moderate,unknown
"00:11:09,000","00:11:10,000",Sow.,neutral,neutral,neutral
"00:11:10,000","00:11:13,000","I have given up Bradley, because I think he drives hysterically.",disapproval,moderate,unknown
"00:11:13,000","00:11:18,000",Everything and everyone on the road in particular is a problem for him.,disapproval,moderate,unknown
"00:11:18,000","00:11:20,000",Is there now also a bicycle on the 55?,curiosity,mild,unknown
"00:11:20,000","00:11:21,000",Of course.,neutral,neutral,neutral
"00:11:21,000","00:11:24,000","That is, if your bike is a so -called speed pedelek.",neutral,neutral,neutral
"00:11:24,000","00:11:26,000",Recognizable by the yellow license plate.,neutral,neutral,neutral
"00:11:26,000","00:11:30,000",Say a modern moped for which the same rules apply as a moped.,neutral,neutral,neutral
"00:11:30,000","00:11:32,000","That you know it for a while, Bradley.",neutral,neutral,neutral
"00:11:32,000","00:11:34,000",Whether I am the worst driver in the Netherlands?,curiosity,mild,unknown
"00:11:34,000","00:11:36,000","Yes, I don't hope so.",nervousness,mild,unknown
"00:11:36,000","00:11:38,000","Only, I only told my driving instructor this.",neutral,neutral,neutral
"00:11:38,000","00:11:39,000","And he says, he's going to win.",optimism,mild,unknown
"00:11:43,000","00:11:45,000","Okay, so that's just right.",neutral,neutral,neutral
"00:11:45,000","00:11:46,000",We ...,neutral,neutral,neutral
"00:11:46,000","00:11:48,000","I asked, is that right?",curiosity,mild,unknown
"00:11:48,000","00:11:50,000","Yes, you can think about it yourself, or not?",annoyance,mild,unknown
"00:11:50,000","00:11:52,000","Yes, honey, I don't understand that at all.",confusion,mild,unknown
"00:11:52,000","00:11:53,000","First exit, I say, right?",neutral,neutral,neutral
"00:11:53,000","00:11:54,000",So in this.,neutral,neutral,neutral
"00:11:55,000","00:11:57,000","Yes, we regularly have discussions in the car.",annoyance,mild,unknown
"00:11:57,000","00:11:59,000",And then we really have a fight occasionally.,anger,moderate,unknown
"00:11:59,000","00:12:01,000",That I occasionally get out.,annoyance,mild,unknown
"00:12:01,000","00:12:02,000",Occasionally.,neutral,neutral,neutral
"00:12:02,000","00:12:04,000","Continuous when I drive, then you get off.",annoyance,mild,unknown
"00:12:04,000","00:12:06,000","And then you say, go by train.",annoyance,mild,unknown
"00:12:06,000","00:12:08,000",So you have to go back.,neutral,neutral,neutral
"00:12:08,000","00:12:11,000","In the meantime, Bradley and co -driver Michael have driven incorrectly.",disapproval,mild,unknown
"00:12:11,000","00:12:12,000",No problem.,neutral,neutral,neutral
"00:12:12,000","00:12:13,000",Just turn.,neutral,neutral,neutral
"00:12:13,000","00:12:14,000",No stress.,neutral,neutral,neutral
"00:12:15,000","00:12:16,000",Still?,curiosity,mild,unknown
"00:12:17,000","00:12:19,000","Oh, seriously?",surprise,mild,neutral
"00:12:19,000","00:12:20,000",That is boring.,annoyance,mild,unknown
"00:12:25,000","00:12:27,000","I bought a new car, four weeks ago.",neutral,neutral,neutral
"00:12:27,000","00:12:30,000","He grabbed my car. I thought, this is going wrong.",fear,moderate,negative
"00:12:30,000","00:12:31,000","Bam, against the tree.",fear,intense,negative
"00:12:31,000","00:12:32,000",First the front.,neutral,neutral,neutral
"00:12:32,000","00:12:33,000",In front of the door.,neutral,neutral,neutral
"00:12:33,000","00:12:34,000",Then the back.,neutral,neutral,neutral
"00:12:35,000","00:12:36,000",And.,neutral,neutral,neutral
"00:12:38,000","00:12:39,000",Hallo.,neutral,neutral,neutral
"00:12:39,000","00:12:40,000",What a gol.,surprise,mild,neutral
"00:12:40,000","00:12:42,000","He comes from the right, isn't it?",curiosity,mild,unknown
"00:12:42,000","00:12:43,000","No, there is a ...",confusion,mild,unknown
"00:12:43,000","00:12:44,000",Comes from the right.,neutral,neutral,neutral
"00:12:44,000","00:12:46,000",What happens if he keeps driving like that?,,,unknown
"00:12:46,000","00:12:49,000",Then I think I am completely bankrupt in the damage.,disappointment,intense,unknown
"00:12:49,000","00:12:50,000",O.,neutral,neutral,neutral
"00:12:50,000","00:12:51,000",O.,neutral,neutral,neutral
"00:12:52,000","00:12:53,000",O.,neutral,neutral,neutral
"00:12:53,000","00:12:54,000",O.,neutral,neutral,neutral
"00:12:54,000","00:12:55,000",O.,neutral,neutral,neutral
"00:12:55,000","00:13:00,000",It is wise to give Bradley some space in complex situations.,approval,mild,unknown
"00:13:02,000","00:13:04,000","You better cycle on the sidewalk, indeed.",annoyance,mild,unknown
"00:13:04,000","00:13:06,000",I give him on his fagot.,neutral,neutral,neutral
"00:13:06,000","00:13:10,000",Because it is really time that he can do safety and less hysterical in traffic.,annoyance,moderate,unknown
"00:13:10,000","00:13:14,000","So that I, he, everyone is safe and it will cost me less money.",optimism,mild,unknown
"00:13:15,000","00:13:17,000",Save over the ...,neutral,neutral,neutral
"00:13:18,000","00:13:20,000",Save the school street in front of the church.,neutral,neutral,neutral
"00:13:20,000","00:13:21,000",Where is the church?,curiosity,neutral,unknown
"00:13:21,000","00:13:22,000",Where is the ...,confusion,mild,unknown
"00:13:23,000","00:13:24,000",Church.,neutral,neutral,neutral
"00:13:24,000","00:13:25,000",Do them normally.,,,unknown
"00:13:25,000","00:13:28,000",I gave up Marjolein because I think she is arrogant.,disapproval,moderate,unknown
"00:13:28,000","00:13:29,000",Drives too fast.,disapproval,moderate,unknown
"00:13:29,000","00:13:31,000",Does not like the speed.,disapproval,mild,unknown
"00:13:31,000","00:13:34,000",And I think she can still learn after 26 years.,optimism,mild,unknown
"00:13:34,000","00:13:35,000","Madam, you have to wait.",annoyance,mild,unknown
"00:13:35,000","00:13:36,000",That is not allowed.,disapproval,moderate,unknown
"00:13:36,000","00:13:37,000",Nee.,neutral,neutral,neutral
"00:13:42,000","00:13:44,000",I think Marjolein drives antisocial.,disapproval,moderate,unknown
"00:13:44,000","00:13:45,000",Because the mouth is coarse.,disapproval,mild,unknown
"00:13:45,000","00:13:46,000",Safe bicycle.,neutral,neutral,neutral
"00:13:46,000","00:13:48,000",I am terrified when I enter the car.,fear,intense,negative
"00:13:48,000","00:13:49,000",Finally.,relief,moderate,unknown
"00:13:52,000","00:13:53,000",Your mother.,neutral,neutral,neutral
"00:13:54,000","00:13:56,000","Oh, they are children's requirements.",realization,mild,unknown
"00:13:59,000","00:14:03,000",After the break we board Danisha and Iris for the first time.,neutral,neutral,neutral
"00:14:04,000","00:14:05,000",That normal boy.,neutral,neutral,neutral
"00:14:05,000","00:14:07,000","Well Iris, you were not watching again.",annoyance,mild,unknown
"00:14:07,000","00:14:08,000",Oh my god.,surprise,moderate,neutral
"00:14:08,000","00:14:09,000",It went to you.,neutral,neutral,neutral
"00:14:09,000","00:14:12,000",And we test the basic skills of our drivers.,neutral,neutral,neutral
"00:14:16,000","00:14:17,000",See you.,neutral,neutral,neutral
"00:14:18,000","00:14:20,000",We drive from the street to the left.,neutral,neutral,neutral
"00:14:20,000","00:14:23,000",Back in the car at Marjolein and Esmeralda.,neutral,neutral,neutral
"00:14:24,000","00:14:25,000",Hupsakee.,amusement,mild,unknown
"00:14:25,000","00:14:27,000",Two Amsterdammers with the heart on their tongue.,neutral,neutral,neutral
"00:14:27,000","00:14:29,000","Oh, they are children's requirements.",realization,mild,unknown
"00:14:30,000","00:14:31,000",Marjolein has five children.,neutral,neutral,neutral
"00:14:31,000","00:14:33,000",She has three grandchildren.,neutral,neutral,neutral
"00:14:33,000","00:14:37,000",And I think her children and her grandchildren can normally sit in the car ...,neutral,neutral,neutral
"00:14:37,000","00:14:40,000",Without releasing as an anti -social bitch.,disapproval,moderate,unknown
"00:14:40,000","00:14:43,000",And that they just arrive all house.,neutral,neutral,neutral
"00:14:43,000","00:14:44,000",Backwards.,confusion,mild,unknown
"00:14:44,000","00:14:45,000",Backwards.,confusion,mild,unknown
"00:14:48,000","00:14:49,000",Wait a little.,annoyance,mild,unknown
"00:14:49,000","00:14:50,000",Then do it.,annoyance,mild,unknown
"00:14:50,000","00:14:51,000",Nee.,annoyance,mild,unknown
"00:14:51,000","00:14:54,000",I regularly chair others in traffic.,pride,mild,unknown
"00:14:54,000","00:14:55,000","On the side, just on the side.",neutral,neutral,neutral
"00:14:55,000","00:14:56,000","When I arrive, you go aside.",pride,mild,unknown
"00:14:56,000","00:14:58,000","Yes, I don't ask more.",neutral,neutral,neutral
"00:14:58,000","00:15:00,000","No, what are you doing?",confusion,moderate,unknown
"00:15:00,000","00:15:01,000",What are you doing?,confusion,moderate,unknown
"00:15:01,000","00:15:02,000",You have to wait.,annoyance,moderate,unknown
"00:15:02,000","00:15:04,000",He doesn't do it.,annoyance,moderate,unknown
"00:15:04,000","00:15:06,000",I am not the worst driver in the Netherlands.,,,unknown
"00:15:06,000","00:15:07,000",Not at all.,neutral,neutral,neutral
"00:15:07,000","00:15:08,000",That's it.,neutral,neutral,neutral
"00:15:08,000","00:15:09,000",I'm really the best.,pride,intense,unknown
"00:15:09,000","00:15:10,000",We're going to see it.,curiosity,mild,unknown
"00:15:10,000","00:15:11,000",I'm the best.,pride,intense,unknown
"00:15:11,000","00:15:13,000",Nice inner arch Marjolein.,approval,mild,unknown
"00:15:13,000","00:15:14,000",Of course is not allowed.,disapproval,mild,unknown
"00:15:14,000","00:15:16,000","It's a bus lane, huh.",disapproval,mild,unknown
"00:15:16,000","00:15:18,000",But not as tasty as it goes smoothly.,amusement,mild,unknown
"00:15:18,000","00:15:19,000",Waaah!,surprise,intense,neutral
"00:15:19,000","00:15:22,000",LAUGHTER,amusement,intense,unknown
"00:15:22,000","00:15:24,000",What are you doing?,confusion,moderate,unknown
"00:15:24,000","00:15:26,000","Take her away, gay.",disapproval,moderate,unknown
"00:15:26,000","00:15:28,000",What a typhus debile.,anger,intense,unknown
