Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:01:34,000","00:01:35,000",Is vandaag mijn goede dag.,Is vandaag mijn goede dag.,Is my good day today.,optimism,mild
"00:01:36,000","00:01:37,000","Oké, nou slaap lekker, hè.","Oké, nou slaap lekker, hè.","Okay, now sleep well, huh.",caring,mild
"00:01:37,000","00:01:38,000","Ja, wat rustig.","Ja, wat rustig.","Yes, how quiet.",neutral,neutral
"00:01:38,000","00:01:39,000",Rustig.,Rustig.,Calm.,neutral,neutral
"00:01:56,000","00:01:59,000",Ben je gek dat je vanmorgen gewoon in bed ligt of zo?,Ben je gek dat je vanmorgen gewoon in bed ligt of zo?,Are you crazy that you are just in bed this morning or something?,confusion,mild
"00:01:59,000","00:02:01,000","Ja, inderdaad.","Ja, inderdaad.","Yes, indeed.",neutral,neutral
"00:02:01,000","00:02:02,000",Maar ik weet het echt niet.,Maar ik weet het echt niet.,But I really don't know.,confusion,mild
"00:02:02,000","00:02:06,000","Als die andere persoon gewoon kut is, dan ga ik gewoon niet in bed liggen, hoor.","Als die andere persoon gewoon kut is, dan ga ik gewoon niet in bed liggen, hoor.","If that other person is just cunt, then I just don't lie in bed, you know.",disapproval,moderate
"00:02:06,000","00:02:08,000","Ja, dat ga je toch sowieso niet doen?","Ja, dat ga je toch sowieso niet doen?","Yes, you won't do that anyway?",curiosity,mild
"00:02:08,000","00:02:10,000","Het gaat gewoon in de tweeën, man.","Het gaat gewoon in de tweeën, man.","It just goes in the two, man.",neutral,neutral
"00:02:10,000","00:02:14,000","Ja, maar misschien ga je vanavond ook wel naar dat wijsje, want dat kan toch?","Ja, maar misschien ga je vanavond ook wel naar dat wijsje, want dat kan toch?","Yes, but maybe tonight you will also go to that tune, because you can, right?",curiosity,mild
"00:02:14,000","00:02:15,000",Dat kan.,Dat kan.,That is possible.,neutral,neutral
"00:02:16,000","00:02:17,000",Dat kan toch?,Dat kan toch?,Is that possible?,curiosity,mild
"00:02:17,000","00:02:19,000","Nou, lekker een bijtje.","Nou, lekker een bijtje.","Well, a nice bee.",neutral,neutral
"00:02:19,000","00:02:20,000",Lekker een bijtje?,Lekker een bijtje?,Nice bee?,curiosity,mild
"00:02:20,000","00:02:21,000",Ja.,Ja.,And.,neutral,neutral
"00:02:21,000","00:02:22,000",Lekker.,Lekker.,Tasty.,neutral,neutral
"00:02:23,000","00:02:24,000","Ik heb wel zin in wat, eigenlijk.","Ik heb wel zin in wat, eigenlijk.","I am looking forward to what, actually.",curiosity,mild
"00:02:24,000","00:02:27,000","Ja, ik heb ook best wel zin in even wat lekker eten.","Ja, ik heb ook best wel zin in even wat lekker eten.","Yes, I am also looking forward to some good food.",neutral,neutral
"00:02:47,000","00:02:51,000",Maaike had het thuisfond verzekerd dat ze rustig aan zou doen met haar date.,Maaike had het thuisfond verzekerd dat ze rustig aan zou doen met haar date.,Maaike had assured the home stock that she would take it easy with her date.,neutral,neutral
"00:02:51,000","00:02:53,000",Maar dat liep vannacht dus net even anders.,Maar dat liep vannacht dus net even anders.,But that went just a little differently last night.,surprise,mild
"00:02:53,000","00:02:55,000",En dat wil ze meteen maar even opbiechten aan haar moeder.,En dat wil ze meteen maar even opbiechten aan haar moeder.,And she immediately wants to confess that to her mother.,nervousness,moderate
"00:02:56,000","00:02:57,000",Hoi.,Hoi.,Hoi.,neutral,neutral
"00:02:57,000","00:03:00,000","Ik zeg, nee, ik ga het niet doen. Ik zeg, ik heb het mijn moeder beloofd.","Ik zeg, nee, ik ga het niet doen. Ik zeg, ik heb het mijn moeder beloofd.","I say, no, I'm not going to do it. I say, I promised my mother.",optimism,moderate
"00:03:00,000","00:03:02,000",En toen deed hij opeens gewoon zo'n...,En toen deed hij opeens gewoon zo'n...,And then he suddenly just did such a ...,surprise,moderate
"00:03:02,000","00:03:03,000",En toen ja.,En toen ja.,And then yes.,neutral,neutral
"00:03:03,000","00:03:04,000",Oeps.,Oeps.,Oops.,embarrassment,mild
"00:03:04,000","00:03:06,000",Niet boos zijn aan mijn mama.,Niet boos zijn aan mijn mama.,Don't be angry with my mom.,,
"00:03:06,000","00:03:07,000",Hou je nog van mij?,Hou je nog van mij?,Do you still love me?,nervousness,moderate
"00:03:07,000","00:03:08,000","Oh, nee.","Oh, nee.","Oh, no.",disappointment,mild
"00:03:08,000","00:03:11,000",Het maakt mij helemaal niet uit.,Het maakt mij helemaal niet uit.,I don't care at all.,neutral,neutral
"00:03:12,000","00:03:14,000",Het maakt mij helemaal niet uit.,Het maakt mij helemaal niet uit.,I don't care at all.,neutral,neutral
"00:03:14,000","00:03:17,000","Nee, joh. Het maakt mij helemaal niet uit.","Nee, joh. Het maakt mij helemaal niet uit.","No, Joh. I don't care at all.",neutral,neutral
"00:03:17,000","00:03:19,000","Als ze maar een beetje kan zoenen, is het altijd handig.","Als ze maar een beetje kan zoenen, is het altijd handig.","If she can only kiss a little, it is always handy.",amusement,mild
"00:03:19,000","00:03:21,000","Ja, hoor.","Ja, hoor.",Sure.,neutral,neutral
"00:03:21,000","00:03:24,000","Ik ben ook benieuwd hoe dat andere meisje is, eigenlijk.","Ik ben ook benieuwd hoe dat andere meisje is, eigenlijk.","I am also curious how that other girl is, actually.",curiosity,moderate
"00:03:24,000","00:03:25,000","Ja, tuurlijk.","Ja, tuurlijk.","Yes, of course.",neutral,neutral
"00:03:29,000","00:03:30,000","Oké, maar ik ga ophangen.","Oké, maar ik ga ophangen.","Okay, but I'm going to hang up.",neutral,neutral
"00:03:30,000","00:03:32,000","Ja, heel veel plezier.","Ja, heel veel plezier.","Yes, lots of fun.",joy,mild
"00:03:32,000","00:03:33,000",Dankjewel.,Dankjewel.,Thank you.,gratitude,mild
"00:03:33,000","00:03:34,000",Doei.,Doei.,Bye.,neutral,neutral
"00:03:34,000","00:03:35,000",Doei.,Doei.,Bye.,neutral,neutral
"00:03:35,000","00:03:37,000",Hoe vond je het gegaan gisteren?,Hoe vond je het gegaan gisteren?,How did you think it went yesterday?,curiosity,mild
"00:03:37,000","00:03:39,000",Gewoon over het algemeen?,Gewoon over het algemeen?,Just in general?,neutral,neutral
"00:03:39,000","00:03:40,000",Ja.,Ja.,And.,neutral,neutral
"00:03:40,000","00:03:41,000",Prima.,Prima.,Prima.,neutral,neutral
"00:03:41,000","00:03:43,000",Hebben we gewoon een lange dag gehad?,Hebben we gewoon een lange dag gehad?,Did we just have a long day?,neutral,neutral
"00:03:43,000","00:03:48,000","Ja, precies. Ik merkte wel dat we op het einde wel wat moe waren.","Ja, precies. Ik merkte wel dat we op het einde wel wat moe waren.","Yes, exactly. I did notice that we were a bit tired at the end.",neutral,neutral
"00:03:48,000","00:03:49,000",Ja.,Ja.,And.,neutral,neutral
"00:03:49,000","00:03:50,000",Ja.,Ja.,And.,neutral,neutral
"00:03:52,000","00:03:55,000",En dan vanmiddag lekker naar de sweets.,En dan vanmiddag lekker naar de sweets.,And then nice to the Sweets this afternoon.,neutral,neutral
"00:03:55,000","00:03:56,000",Lekker wisselen.,Lekker wisselen.,Nice change.,neutral,neutral
"00:03:56,000","00:03:58,000",Ben je daar benieuwd naar?,Ben je daar benieuwd naar?,Are you curious about that?,curiosity,mild
"00:03:58,000","00:04:00,000","Ja, ik ben er heel benieuwd naar.","Ja, ik ben er heel benieuwd naar.","Yes, I am very curious about it.",curiosity,moderate
"00:04:00,000","00:04:02,000","Ja, ik ben er heel benieuwd naar.","Ja, ik ben er heel benieuwd naar.","Yes, I am very curious about it.",curiosity,moderate
"00:04:02,000","00:04:04,000","Ja, ik ben ook wel benieuwd, inderdaad.","Ja, ik ben ook wel benieuwd, inderdaad.","Yes, I am also curious, indeed.",curiosity,moderate
"00:04:04,000","00:04:05,000",Ja.,Ja.,And.,neutral,neutral
"00:04:08,000","00:04:10,000",Wat vind je er nou van?,Wat vind je er nou van?,What do you think of it?,curiosity,mild
"00:04:10,000","00:04:12,000","Ja, ik vind het wel gewoon gezellig.","Ja, ik vind het wel gewoon gezellig.","Yes, I just like it.",neutral,neutral
"00:04:12,000","00:04:13,000",Ja?,Ja?,And?,neutral,neutral
"00:04:13,000","00:04:14,000",Dat is mooi.,Dat is mooi.,That's nice.,neutral,neutral
"00:04:14,000","00:04:16,000",Ik vond het eigenlijk wel top.,Ik vond het eigenlijk wel top.,I actually thought it was great.,joy,moderate
"00:04:17,000","00:04:18,000",Ja.,Ja.,And.,neutral,neutral
"00:04:18,000","00:04:19,000",Ja.,Ja.,And.,neutral,neutral
"00:04:19,000","00:04:20,000",Ja.,Ja.,And.,neutral,neutral
"00:04:20,000","00:04:21,000",Ja.,Ja.,And.,neutral,neutral
"00:04:21,000","00:04:22,000",Ja.,Ja.,And.,neutral,neutral
"00:04:22,000","00:04:23,000",Ja.,Ja.,And.,neutral,neutral
"00:04:23,000","00:04:24,000",Ja.,Ja.,And.,neutral,neutral
"00:04:24,000","00:04:25,000",Ja.,Ja.,And.,neutral,neutral
"00:04:25,000","00:04:26,000",Ja.,Ja.,And.,neutral,neutral
"00:04:27,000","00:04:28,000",Ja.,Ja.,And.,neutral,neutral
"00:04:28,000","00:04:29,000",Ja.,Ja.,And.,neutral,neutral
"00:04:29,000","00:04:30,000",Ja.,Ja.,And.,neutral,neutral
"00:04:30,000","00:04:31,000",Ja.,Ja.,And.,neutral,neutral
"00:04:31,000","00:04:32,000",Wel top.,Wel top.,Top.,approval,mild
"00:04:32,000","00:04:33,000",Ik vond echt niks...,Ik vond echt niks...,I really didn't like ...,disapproval,moderate
"00:04:33,000","00:04:37,000","Nou, het was niks ongemakkelijks, niks raars, ging niks slechts.","Nou, het was niks ongemakkelijks, niks raars, ging niks slechts.","Well, it was nothing uncomfortable, nothing weird, nothing went bad.",relief,mild
"00:04:37,000","00:04:39,000",Het is echt een soort spel.,Het is echt een soort spel.,It's really a kind of game.,amusement,mild
"00:04:39,000","00:04:41,000",Het is gewoon concurrentie.,Het is gewoon concurrentie.,It's just competition.,neutral,neutral
"00:04:41,000","00:04:42,000","Nee, ik vind het wel grappig.","Nee, ik vind het wel grappig.","No, I think it's funny.",amusement,mild
"00:04:42,000","00:04:46,000","Ja, dus dan kan je gewoon al je pijlen richten op die andere...","Ja, dus dan kan je gewoon al je pijlen richten op die andere...","Yes, so then you can just focus all your arrows on the other ...",curiosity,mild
"00:04:46,000","00:04:47,000",Ja.,Ja.,And.,neutral,neutral
"00:04:49,000","00:04:52,000",Hoe zie jij het later voor je dan? Over bijvoorbeeld tien jaar of zo?,Hoe zie jij het later voor je dan? Over bijvoorbeeld tien jaar of zo?,"How do you see it for you later? For example, in ten years or so?",curiosity,moderate
"00:04:52,000","00:04:55,000",Hoe zie je de situatie voor je?,Hoe zie je de situatie voor je?,How do you see the situation for you?,curiosity,moderate
"00:04:55,000","00:04:58,000","Ja, ik ben op zich wel altijd redelijk gauw tevreden.","Ja, ik ben op zich wel altijd redelijk gauw tevreden.","Yes, I am always reasonably satisfied.",neutral,neutral
"00:04:59,000","00:05:02,000",Dus het hoeft voor mij... Ik hoef niet in een villa of zo te gaan wonen.,Dus het hoeft voor mij... Ik hoef niet in een villa of zo te gaan wonen.,So it's for me ... I don't have to live in a villa or something.,neutral,neutral
"00:05:02,000","00:05:06,000",Maar dan hoop ik wel inderdaad een leuke vent te hebben.,Maar dan hoop ik wel inderdaad een leuke vent te hebben.,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:05:06,000","00:05:10,000",En dan denk ik wel dat ik bijna wel kinderen heb.,En dan denk ik wel dat ik bijna wel kinderen heb.,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:05:10,000","00:05:12,000",Kinderen zijn wel heel leuk.,Kinderen zijn wel heel leuk.,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:05:12,000","00:05:14,000",Ik heb wel zoiets van...,Ik heb wel zoiets van...,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:05:14,000","00:05:16,000","Stel, het zou een keer komen, dan...","Stel, het zou een keer komen, dan...",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:05:16,000","00:05:19,000","Nu zou het wel welkom zijn, snap je?","Nu zou het wel welkom zijn, snap je?",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:05:19,000","00:05:23,000","Ja, serieus? Als je nu per ongeluk zwanger zou zijn, zou je het gewoon houden?","Ja, serieus? Als je nu per ongeluk zwanger zou zijn, zou je het gewoon houden?","Yes, seriously? If you were pregnant by accident now, would you just keep it?",curiosity,moderate
"00:05:23,000","00:05:24,000",Ja.,Ja.,And.,neutral,neutral
"00:05:24,000","00:05:28,000","Dat wel. Als ik zwanger ben, hoef ik het niet te verbergen.","Dat wel. Als ik zwanger ben, hoef ik het niet te verbergen.","That is. If I am pregnant, I don't have to hide it.",neutral,neutral
"00:05:28,000","00:05:33,000",Hoe zit je er dan nu in? Wil je ook weer alweer iemand anders zien?,Hoe zit je er dan nu in? Wil je ook weer alweer iemand anders zien?,How are you in it now? Do you want to see someone else again?,curiosity,moderate
"00:05:33,000","00:05:35,000","Nou, voor mij was het niet nodig geweest.","Nou, voor mij was het niet nodig geweest.","Well, it would not have been necessary for me.",neutral,neutral
"00:05:35,000","00:05:38,000","Kijk, ik weet gewoon nu niet zo goed wat ik kan verwachten of zo.","Kijk, ik weet gewoon nu niet zo goed wat ik kan verwachten of zo.","Look, I just don't know what to expect or something.",confusion,moderate
"00:05:38,000","00:05:40,000","Ja, en nu weet ik dat wel.","Ja, en nu weet ik dat wel.","Yes, and now I know that.",realization,mild
"00:05:40,000","00:05:42,000",Dus voor mij is het nu wel gewoon goed.,Dus voor mij is het nu wel gewoon goed.,So for me it is just good now.,neutral,neutral
"00:05:42,000","00:05:46,000",Ik zou het ook niet erg vinden als ik gewoon hier zou blijven met jou.,Ik zou het ook niet erg vinden als ik gewoon hier zou blijven met jou.,I wouldn't mind if I just stayed here with you.,neutral,neutral
"00:05:46,000","00:05:47,000",Ja.,Ja.,And.,neutral,neutral
"00:05:47,000","00:05:48,000",En jij?,En jij?,And you?,curiosity,mild
"00:05:53,000","00:05:55,000","Nou, ik vind altijd weer gewoon...","Nou, ik vind altijd weer gewoon...","Well, I always think again ...",neutral,neutral
"00:05:55,000","00:05:58,000","Iets nieuws ook wel lachen, maar...","Iets nieuws ook wel lachen, maar...","Something new also laugh, but ...",amusement,mild
"00:05:58,000","00:06:00,000",Dat je gewoon heel benieuwd bent.,Dat je gewoon heel benieuwd bent.,That you are just very curious.,curiosity,moderate
"00:06:00,000","00:06:03,000",Daarom heb ik er wel een soort van zin in van...,Daarom heb ik er wel een soort van zin in van...,That is why I have a kind of sense of ...,neutral,neutral
"00:06:03,000","00:06:07,000","Oké, ik wil er gewoon achterkomen van wie zijn die anderen?","Oké, ik wil er gewoon achterkomen van wie zijn die anderen?","Okay, I just want to find out who are those others?",curiosity,moderate
"00:06:08,000","00:06:10,000","Ja, ik vind het wel gewoon prima zo, maar we hebben geen keuze, dus...","Ja, ik vind het wel gewoon prima zo, maar we hebben geen keuze, dus...","Yes, I just think it's fine, but we don't have a choice, so ...",neutral,neutral
"00:06:10,000","00:06:12,000","Nee, nee, nee. We gaan lekker switchen.","Nee, nee, nee. We gaan lekker switchen.","No, no, no. We are going to switch.",optimism,moderate
"00:06:12,000","00:06:14,000","Oh, ik vind het echt wel een dom idee.","Oh, ik vind het echt wel een dom idee.","Oh, I really think it's a stupid idea.",disapproval,moderate
"00:06:16,000","00:06:19,000",Ik ben wel echt heel benieuwd hoe die andere ook gaat zijn.,Ik ben wel echt heel benieuwd hoe die andere ook gaat zijn.,I am really curious how the others will be.,curiosity,moderate
"00:06:19,000","00:06:22,000",Misschien met andere eigenschappen dan wat ik heb.,Misschien met andere eigenschappen dan wat ik heb.,Maybe with other characteristics than what I have.,curiosity,mild
"00:06:23,000","00:06:25,000",Misschien wel iets meer studentachtig.,Misschien wel iets meer studentachtig.,Perhaps a little more student -like.,curiosity,mild
"00:06:25,000","00:06:26,000",Je wil ook liever gewoon...,Je wil ook liever gewoon...,You also prefer just ...,neutral,neutral
"00:06:26,000","00:06:30,000","Het liefst iemand die ook gewoon op zichzelf woont, lekker veel partiedt in de week.","Het liefst iemand die ook gewoon op zichzelf woont, lekker veel partiedt in de week.","Preferably someone who also just lives on his own, lots of a lot in the week.",neutral,neutral
"00:06:30,000","00:06:33,000","Ik ben niet alleen maar aan het feesten, maar ik...","Ik ben niet alleen maar aan het feesten, maar ik...","I'm not just partying, but I ...",neutral,neutral
"00:06:33,000","00:06:37,000","Ja, dat zie ik als studentachtig. Wat bedoel je daar anders mee?","Ja, dat zie ik als studentachtig. Wat bedoel je daar anders mee?","Yes, I see that as a student -like. What else do you mean by that?",curiosity,mild
"00:06:37,000","00:06:42,000","Gewoon een beetje in een studentenleven, dat je ook gewoon een beetje...","Gewoon een beetje in een studentenleven, dat je ook gewoon een beetje...","Just a bit in a student life, that you just a little ...",neutral,neutral
"00:06:42,000","00:06:45,000","Ja, toch wel zelfstandig misschien bent. Dat je je eigen ding doet.","Ja, toch wel zelfstandig misschien bent. Dat je je eigen ding doet.","Yes, maybe you are independent. That you do your own thing.",approval,mild
"00:06:45,000","00:06:47,000","Nou, dat doe ik ook wel, maar...","Nou, dat doe ik ook wel, maar...","Well, I do that too, but ...",neutral,neutral
"00:06:48,000","00:06:50,000","Ja, ja, ja. Ik zeg ook niet dat je dat niet hebt.","Ja, ja, ja. Ik zeg ook niet dat je dat niet hebt.","Yes, yes, yes. I don't say you don't have that.",neutral,neutral
"00:06:51,000","00:06:52,000",Ja.,Ja.,And.,neutral,neutral
"00:06:53,000","00:06:56,000",Ik ben ook gewoon benieuwd wat jij van dat andere meisje vindt.,Ik ben ook gewoon benieuwd wat jij van dat andere meisje vindt.,I am also just curious what you think of that other girl.,curiosity,mild
"00:06:56,000","00:06:58,000",Ja? Ja.,Ja? Ja.,And? And.,neutral,neutral
"00:06:58,000","00:07:00,000","Je moet ook nog een massage geven, natuurlijk.","Je moet ook nog een massage geven, natuurlijk.","You also have to give a massage, of course.",neutral,neutral
"00:07:00,000","00:07:04,000",Je wil hem nu? Ik wil hem nu. Anders is het een goed bon.,Je wil hem nu? Ik wil hem nu. Anders is het een goed bon.,You want him now? I want him now. Otherwise it is a good bon.,desire,mild
"00:07:04,000","00:07:06,000","Als ik die nog kan inzetten, straks.","Als ik die nog kan inzetten, straks.","If I can still use it, soon.",desire,mild
"00:07:10,000","00:07:11,000","O, sorry.","O, sorry.","O, sorry.",embarrassment,mild
"00:07:14,000","00:07:16,000",Hoe lang is hij geldig?,Hoe lang is hij geldig?,How long is he valid?,curiosity,mild
"00:07:16,000","00:07:17,000",Twee dagen.,Twee dagen.,Two days.,neutral,neutral
"00:07:17,000","00:07:18,000",Oké.,Oké.,Great.,approval,mild
"00:07:20,000","00:07:21,000",Rugmassage?,Rugmassage?,Rugmassage?,curiosity,neutral
"00:07:21,000","00:07:23,000","Ja, full body.","Ja, full body.","Yes, full body.",neutral,neutral
"00:07:23,000","00:07:24,000",O.,O.,O.,neutral,neutral
"00:07:27,000","00:07:29,000",Hopen dat ik die dan kan inzetten.,Hopen dat ik die dan kan inzetten.,Hope I can use it.,desire,mild
"00:07:32,000","00:07:34,000","Oké, 24 uur is nu voorbij.","Oké, 24 uur is nu voorbij.","Okay, 24 hours is now over.",neutral,neutral
"00:07:34,000","00:07:37,000","Ja, zou ik dan maar beginnen? Begin jij maar, ja.","Ja, zou ik dan maar beginnen? Begin jij maar, ja.","Yes, would I start? You start, yes.",neutral,neutral
"00:07:38,000","00:07:41,000","Nou ja, toen ik hier binnenkwam, toen dacht ik...","Nou ja, toen ik hier binnenkwam, toen dacht ik...","Well, when I came in here, then I thought ...",realization,mild
"00:07:41,000","00:07:43,000","Ja, ik denk dat ik het wel kan.","Ja, ik denk dat ik het wel kan.","Yes, I think I can do it.",optimism,mild
"00:07:43,000","00:07:44,000",Ik denk dat ik het wel kan.,Ik denk dat ik het wel kan.,I think I can do it.,optimism,mild
"00:07:45,000","00:07:48,000","Nou ja, toen ik hier binnenkwam, toen dacht ik zo'n...","Nou ja, toen ik hier binnenkwam, toen dacht ik zo'n...","Well, when I came in here, then I thought such a ...",realization,mild
"00:07:48,000","00:07:50,000","Nou ja, mooie verschijning.","Nou ja, mooie verschijning.","Well, nice appearance.",admiration,mild
"00:07:50,000","00:07:53,000",En het klikte op zich gelijk ook wel goed...,En het klikte op zich gelijk ook wel goed...,And it also clicked well in itself ...,neutral,neutral
"00:07:54,000","00:07:56,000",en de gesprekken verliepen ook heel vloeiend.,en de gesprekken verliepen ook heel vloeiend.,And the conversations also went very smoothly.,neutral,neutral
"00:07:56,000","00:07:58,000","Ja, dus in een instantie dacht ik...","Ja, dus in een instantie dacht ik...","Yes, so in an instance I thought ...",realization,mild
"00:07:58,000","00:08:00,000",Misschien zit er wel een verlenging in.,Misschien zit er wel een verlenging in.,Maybe there is an extension in it.,optimism,mild
"00:08:01,000","00:08:04,000",En ik merkte gisteravond...,En ik merkte gisteravond...,And I noticed last night ...,realization,mild
"00:08:04,000","00:08:08,000",had ik het gevoel dat er een kleine omslag was of zo.,had ik het gevoel dat er een kleine omslag was of zo.,I felt that there was a small cover or something.,confusion,mild
"00:08:08,000","00:08:12,000",Ik had het gevoel dat je iets nonchalanter werd.,Ik had het gevoel dat je iets nonchalanter werd.,I felt that you became a little more casual.,realization,mild
"00:08:12,000","00:08:16,000",En toen merkte ik vanochtend dat we ook wel echt weer moesten opstarten.,En toen merkte ik vanochtend dat we ook wel echt weer moesten opstarten.,And then I noticed this morning that we really had to start again.,realization,mild
"00:08:16,000","00:08:19,000",En toen wilde ik er toch wel weer het beste van maken.,En toen wilde ik er toch wel weer het beste van maken.,And then I wanted to make the best of it again.,neutral,neutral
"00:08:19,000","00:08:24,000",En op een gegeven moment liepen de gesprekken ook alweer vloeiend.,En op een gegeven moment liepen de gesprekken ook alweer vloeiend.,And at some point the conversations were also fluent again.,neutral,neutral
"00:08:24,000","00:08:26,000","Maar ja, toen kwamen er op een gegeven moment toch weer gesprekken...","Maar ja, toen kwamen er op een gegeven moment toch weer gesprekken...","But yes, then at some point conversations came again ...",neutral,neutral
"00:08:26,000","00:08:27,000",zoals met die kinderen.,zoals met die kinderen.,Like with those children.,neutral,neutral
"00:08:28,000","00:08:31,000","Van, nou ja, als ik nu zwanger zou raken...","Van, nou ja, als ik nu zwanger zou raken...","From, well, if I got pregnant now ...",curiosity,mild
"00:08:31,000","00:08:35,000",ik zou dat dan wel houden en jij zou dat echt niet willen.,ik zou dat dan wel houden en jij zou dat echt niet willen.,I would keep that and you really wouldn't want that.,neutral,neutral
"00:08:35,000","00:08:39,000",En jij zoekt dan misschien toch wel wat meer studentachtig.,En jij zoekt dan misschien toch wel wat meer studentachtig.,And you may look a bit more student -like.,neutral,neutral
