Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:02:51,000","00:02:57,000",There are 18 of you left. Who was the one who won a hundred thousand? Start the timer. Let's make it 17,There are 18 of you left. Who was the one who won a hundred thousand? Start the timer. Let's make it 17,There are 18 of you left. Who was the one who won a hundred thousand? Start the timer. Let's make it 17,,
"00:02:58,000","00:03:00,000",So 12 took a bribe for a hundred grand,So 12 took a bribe for a hundred grand,So 12 took a bribe for a hundred grand,disapproval,moderate
"00:03:01,000","00:03:08,000",A hundred thousand dollars. Let's go baby. It was clear that the best competitors in beast games would be the easiest target,A hundred thousand dollars. Let's go baby. It was clear that the best competitors in beast games would be the easiest target,A hundred thousand dollars. Let's go baby. It was clear that the best competitors in beast games would be the easiest target,excitement,moderate
"00:03:08,000","00:03:14,000","Everyone knows that 12 got a hundred grand. Why you keep talking about me, bro? You got your loot, man","Everyone knows that 12 got a hundred grand. Why you keep talking about me, bro? You got your loot, man","Everyone knows that 12 got a hundred grand. Why you keep talking about me, bro? You got your loot, man",annoyance,moderate
"00:03:14,000","00:03:21,000","I'm voting 12. So for the next few minutes, they work together to eliminate. Start the timer. Anybody they believe deserves a fall","I'm voting 12. So for the next few minutes, they work together to eliminate. Start the timer. Anybody they believe deserves a fall","I'm voting 12. So for the next few minutes, they work together to eliminate. Start the timer. Anybody they believe deserves a fall",optimism,moderate
"00:03:22,000","00:03:24,000",Goodbye everyone,Goodbye everyone,Goodbye everyone,sadness,mild
"00:03:28,000","00:03:30,000",Six people have now been eliminated,Six people have now been eliminated,Six people have now been eliminated,neutral,neutral
"00:03:31,000","00:03:37,000","Okay, this is crazy. Did you expect something that wasn't insane? I think we should mix things up","Okay, this is crazy. Did you expect something that wasn't insane? I think we should mix things up","Okay, this is crazy. Did you expect something that wasn't insane? I think we should mix things up",excitement,moderate
"00:03:38,000","00:03:40,000","Guards, come on out","Guards, come on out","Guards, come on out",neutral,neutral
"00:03:40,000","00:03:42,000",A,A,A,neutral,neutral
"00:03:50,000","00:03:56,000","Guard is now going to be going to each of your platforms and putting a bag on your head again. Kidnapping is illegal, Jimmy","Guard is now going to be going to each of your platforms and putting a bag on your head again. Kidnapping is illegal, Jimmy","Guard is now going to be going to each of your platforms and putting a bag on your head again. Kidnapping is illegal, Jimmy",disapproval,moderate
"00:03:58,000","00:04:00,000","We have a reason. What's the reason? Yeah, what's the reason?","We have a reason. What's the reason? Yeah, what's the reason?","We have a reason. What's the reason? Yeah, what's the reason?",curiosity,moderate
"00:04:02,000","00:04:04,000",Bag'em,Bag'em,Bag'em,neutral,neutral
"00:04:11,000","00:04:20,000","Contestants, take off your hoods. Welcome everybody. This is crazy. We brought back the cubes from episode 3","Contestants, take off your hoods. Welcome everybody. This is crazy. We brought back the cubes from episode 3","Contestants, take off your hoods. Welcome everybody. This is crazy. We brought back the cubes from episode 3",excitement,moderate
"00:04:20,000","00:04:26,000","Oh my gosh. Oh, this is gonna be interesting. We're gonna give you the opportunity now to talk to each other privately","Oh my gosh. Oh, this is gonna be interesting. We're gonna give you the opportunity now to talk to each other privately","Oh my gosh. Oh, this is gonna be interesting. We're gonna give you the opportunity now to talk to each other privately",,
"00:04:26,000","00:04:27,000","Oh, baby","Oh, baby","Oh, baby",excitement,mild
"00:04:27,000","00:04:28,000",I'm gonna be plottin' out there,I'm gonna be plottin' out there,I'm gonna be plottin' out there,,
"00:04:28,000","00:04:33,000",Inside of each of your cubes is a phone that you can use to call any of the other players,Inside of each of your cubes is a phone that you can use to call any of the other players,Inside of each of your cubes is a phone that you can use to call any of the other players,curiosity,mild
"00:04:33,000","00:04:39,000",Use this time to form alliances and pick sides because we'll be eliminating three of you after this,Use this time to form alliances and pick sides because we'll be eliminating three of you after this,Use this time to form alliances and pick sides because we'll be eliminating three of you after this,nervousness,moderate
"00:04:39,000","00:04:46,000",This might be your only opportunity to speak privately with each other. Please take advantage of it,This might be your only opportunity to speak privately with each other. Please take advantage of it,This might be your only opportunity to speak privately with each other. Please take advantage of it,fear,moderate
"00:04:46,000","00:04:52,000",I'm not gonna call anyone. Why? I feel weird being disingenuous. And do you think that's the right strategy?,I'm not gonna call anyone. Why? I feel weird being disingenuous. And do you think that's the right strategy?,I'm not gonna call anyone. Why? I feel weird being disingenuous. And do you think that's the right strategy?,confusion,moderate
"00:04:53,000","00:04:55,000",No. Number 10's decision to stay off the phone,No. Number 10's decision to stay off the phone,No. Number 10's decision to stay off the phone,disapproval,mild
"00:04:56,000","00:04:59,000",Unfortunately made her the first target for everyone else,Unfortunately made her the first target for everyone else,Unfortunately made her the first target for everyone else,disappointment,moderate
"00:05:02,000","00:05:06,000","Yeah, I'm feeling good about voting her out let's start 10 and then go from there","Yeah, I'm feeling good about voting her out let's start 10 and then go from there","Yeah, I'm feeling good about voting her out let's start 10 and then go from there",optimism,moderate
"00:05:06,000","00:05:13,000",That's an alliance right there. And spread the word though. So player 14 got busy plotting against number 10. This is Amelia,That's an alliance right there. And spread the word though. So player 14 got busy plotting against number 10. This is Amelia,That's an alliance right there. And spread the word though. So player 14 got busy plotting against number 10. This is Amelia,curiosity,mild
"00:05:13,000","00:05:19,000","Hey, I've been hearing around. I feel like the consensus has been 10. Okay, yeah, works. Number 10's name is Jenny","Hey, I've been hearing around. I feel like the consensus has been 10. Okay, yeah, works. Number 10's name is Jenny","Hey, I've been hearing around. I feel like the consensus has been 10. Okay, yeah, works. Number 10's name is Jenny",neutral,neutral
"00:05:19,000","00:05:27,000",And I'm nothing against her but everyone is saying that they're gonna vote for her. While player 14's strategy was to turn everyone against number 10,And I'm nothing against her but everyone is saying that they're gonna vote for her. While player 14's strategy was to turn everyone against number 10,And I'm nothing against her but everyone is saying that they're gonna vote for her. While player 14's strategy was to turn everyone against number 10,annoyance,mild
"00:05:27,000","00:05:31,000",Hello? This is number 19. We're taking on number 8 first.,Hello? This is number 19. We're taking on number 8 first.,Hello? This is number 19. We're taking on number 8 first.,optimism,moderate
"00:05:31,000","00:05:39,000","Player 19 had a different strategy as she was trying to turn everyone into cubes against each other. Hey, this is 8. This consists of number 19.","Player 19 had a different strategy as she was trying to turn everyone into cubes against each other. Hey, this is 8. This consists of number 19.","Player 19 had a different strategy as she was trying to turn everyone into cubes against each other. Hey, this is 8. This consists of number 19.",curiosity,mild
"00:05:39,000","00:05:46,000","Let's take number 10. Let's do 10. So you guys are gonna vote out 10? No, I just told her that because I'm making these fake alliances.","Let's take number 10. Let's do 10. So you guys are gonna vote out 10? No, I just told her that because I'm making these fake alliances.","Let's take number 10. Let's do 10. So you guys are gonna vote out 10? No, I just told her that because I'm making these fake alliances.",,
"00:05:46,000","00:05:50,000","Oh. I'm going for number 8 first, then number 10, then number 9.","Oh. I'm going for number 8 first, then number 10, then number 9.","Oh. I'm going for number 8 first, then number 10, then number 9.",,
"00:05:50,000","00:05:55,000","Whoa. I'm pretty much playing everybody against each other. They're not my real friends, so I don't care.","Whoa. I'm pretty much playing everybody against each other. They're not my real friends, so I don't care.","Whoa. I'm pretty much playing everybody against each other. They're not my real friends, so I don't care.",,
"00:05:55,000","00:05:57,000",I just want to remind all of you that,I just want to remind all of you that,I just want to remind all of you that,neutral,neutral
"00:05:57,000","00:05:59,000","$500,000 is on the line!","$500,000 is on the line!","$500,000 is on the line!",excitement,intense
"00:06:02,000","00:06:08,000",This was your only chance to speak privately. I hope you were able to form alliances with each other.,This was your only chance to speak privately. I hope you were able to form alliances with each other.,This was your only chance to speak privately. I hope you were able to form alliances with each other.,fear,moderate
"00:06:08,000","00:06:12,000","They will be crucial in this next part. Guards, bag their heads!","They will be crucial in this next part. Guards, bag their heads!","They will be crucial in this next part. Guards, bag their heads!",fear,intense
"00:06:14,000","00:06:16,000",Let's go back to the pillars.,Let's go back to the pillars.,Let's go back to the pillars.,neutral,neutral
"00:06:16,000","00:06:23,000","Take your bags off, start the timer. You guys know the deal. 60 seconds, one of you will go. This is so scary.","Take your bags off, start the timer. You guys know the deal. 60 seconds, one of you will go. This is so scary.","Take your bags off, start the timer. You guys know the deal. 60 seconds, one of you will go. This is so scary.",fear,intense
"00:06:23,000","00:06:26,000","That's how they're all quiet this time around. What, did you guys form teams?","That's how they're all quiet this time around. What, did you guys form teams?","That's how they're all quiet this time around. What, did you guys form teams?",curiosity,mild
"00:06:29,000","00:06:35,000","We gotta choose something soon. Oh my gosh, this is so stressful. There's 10 seconds left.","We gotta choose something soon. Oh my gosh, this is so stressful. There's 10 seconds left.","We gotta choose something soon. Oh my gosh, this is so stressful. There's 10 seconds left.",,
"00:06:35,000","00:06:40,000",She's talking. No one seems to be talking back. Kind of crazy. Oh dear lord. Time's running out. Get your votes in.,She's talking. No one seems to be talking back. Kind of crazy. Oh dear lord. Time's running out. Get your votes in.,She's talking. No one seems to be talking back. Kind of crazy. Oh dear lord. Time's running out. Get your votes in.,fear,intense
"00:06:42,000","00:06:44,000","Three, two, one.","Three, two, one.","Three, two, one.",neutral,neutral
"00:06:45,000","00:06:49,000",Time is up! Reveal who got the most votes.,Time is up! Reveal who got the most votes.,Time is up! Reveal who got the most votes.,,
"00:06:49,000","00:06:57,000","One thing, we are doing a little different this round. Before we drop you, you can choose to take any one of these people down with you.","One thing, we are doing a little different this round. Before we drop you, you can choose to take any one of these people down with you.","One thing, we are doing a little different this round. Before we drop you, you can choose to take any one of these people down with you.",curiosity,moderate
"00:06:58,000","00:07:01,000",Do you want to get revenge? Do you want to be spiteful?,Do you want to get revenge? Do you want to be spiteful?,Do you want to get revenge? Do you want to be spiteful?,,
"00:07:02,000","00:07:04,000",Or do you want to just go out on your own?,Or do you want to just go out on your own?,Or do you want to just go out on your own?,neutral,neutral
"00:07:04,000","00:07:08,000","They'll take themselves down, I guess. That's kind of cool. Drop her!","They'll take themselves down, I guess. That's kind of cool. Drop her!","They'll take themselves down, I guess. That's kind of cool. Drop her!",excitement,moderate
"00:07:10,000","00:07:13,000",Start the timer! We're just gonna keep rapid-firing it.,Start the timer! We're just gonna keep rapid-firing it.,Start the timer! We're just gonna keep rapid-firing it.,fear,intense
"00:07:13,000","00:07:18,000","Let's see if they have another player in mind, or if things start to get fragmented. We know what to do.","Let's see if they have another player in mind, or if things start to get fragmented. We know what to do.","Let's see if they have another player in mind, or if things start to get fragmented. We know what to do.",,
"00:07:19,000","00:07:24,000","I think we talked to a whole bunch on the phone, guys. Okay, enough was said in the queues.","I think we talked to a whole bunch on the phone, guys. Okay, enough was said in the queues.","I think we talked to a whole bunch on the phone, guys. Okay, enough was said in the queues.",neutral,neutral
"00:07:25,000","00:07:27,000","Depending on who you are, it's good or bad.","Depending on who you are, it's good or bad.","Depending on who you are, it's good or bad.",neutral,neutral
"00:07:30,000","00:07:32,000","Eight, are you good?","Eight, are you good?","Eight, are you good?",neutral,neutral
"00:07:32,000","00:07:34,000","Guys, this is so rough, man.","Guys, this is so rough, man.","Guys, this is so rough, man.",annoyance,moderate
"00:07:35,000","00:07:37,000","Three, two, one.","Three, two, one.","Three, two, one.",neutral,neutral
"00:07:37,000","00:07:44,000","Basically, zero words were said, but somehow you are all on the same page. Number eight received every vote.","Basically, zero words were said, but somehow you are all on the same page. Number eight received every vote.","Basically, zero words were said, but somehow you are all on the same page. Number eight received every vote.",surprise,moderate
"00:07:46,000","00:07:50,000","Do you want to seek revenge on one of them, or do you want to go out on your own?","Do you want to seek revenge on one of them, or do you want to go out on your own?","Do you want to seek revenge on one of them, or do you want to go out on your own?",curiosity,moderate
"00:07:51,000","00:07:57,000",I'm not taking anyone with me. You all are lucky. She spared you. I think that deserves a little round of applause before we drop you.,I'm not taking anyone with me. You all are lucky. She spared you. I think that deserves a little round of applause before we drop you.,I'm not taking anyone with me. You all are lucky. She spared you. I think that deserves a little round of applause before we drop you.,admiration,mild
"00:07:58,000","00:08:00,000","Taylor, pull the lever!","Taylor, pull the lever!","Taylor, pull the lever!",excitement,moderate
"00:08:01,000","00:08:03,000",Twelve of you now remain.,Twelve of you now remain.,Twelve of you now remain.,neutral,neutral
"00:08:03,000","00:08:10,000","$500,000 on the line! And remember, whoever you vote out could be taking you with them, so choose wisely.","$500,000 on the line! And remember, whoever you vote out could be taking you with them, so choose wisely.","$500,000 on the line! And remember, whoever you vote out could be taking you with them, so choose wisely.",fear,moderate
"00:08:10,000","00:08:12,000",Oh my gosh.,Oh my gosh.,Oh my gosh.,surprise,mild
"00:08:12,000","00:08:14,000",Let's have some fun!,Let's have some fun!,Let's have some fun!,excitement,moderate
"00:08:14,000","00:08:16,000",She said nine.,She said nine.,She said nine.,neutral,neutral
"00:08:16,000","00:08:18,000",Nine.,Nine.,Nine.,neutral,neutral
"00:08:18,000","00:08:20,000",Nine.,Nine.,Nine.,neutral,neutral
"00:08:20,000","00:08:22,000",Nine.,Nine.,Nine.,neutral,neutral
"00:08:22,000","00:08:24,000",Nine.,Nine.,Nine.,neutral,neutral
"00:08:24,000","00:08:26,000",Nine.,Nine.,Nine.,neutral,neutral
"00:08:27,000","00:08:29,000",Nine.,Nine.,Nine.,neutral,neutral
"00:08:29,000","00:08:31,000",He may take me with him.,He may take me with him.,He may take me with him.,fear,mild
"00:08:31,000","00:08:33,000",That's why I'm more nervous.,That's why I'm more nervous.,That's why I'm more nervous.,nervousness,moderate
"00:08:33,000","00:08:35,000","Wield it as a threat. You can tell the person beside you, if they vote for you, you're going to take them down.","Wield it as a threat. You can tell the person beside you, if they vote for you, you're going to take them down.","Wield it as a threat. You can tell the person beside you, if they vote for you, you're going to take them down.",,
"00:08:35,000","00:08:37,000",I'd probably sway him not to.,I'd probably sway him not to.,I'd probably sway him not to.,disapproval,mild
"00:08:37,000","00:08:39,000",I don't know. I can't call it.,I don't know. I can't call it.,I don't know. I can't call it.,,
"00:08:39,000","00:08:41,000","I'm just, like, stressing a lot right now.","I'm just, like, stressing a lot right now.","I'm just, like, stressing a lot right now.",nervousness,moderate
"00:08:41,000","00:08:43,000",Why are you stressing? What's going on?,Why are you stressing? What's going on?,Why are you stressing? What's going on?,,
"00:08:43,000","00:08:45,000",Why am I stressing?,Why am I stressing?,Why am I stressing?,confusion,moderate
"00:08:45,000","00:08:47,000",You have eight seconds until two of you could be eliminated.,You have eight seconds until two of you could be eliminated.,You have eight seconds until two of you could be eliminated.,fear,intense
"00:08:47,000","00:08:49,000",Who will it be?,Who will it be?,Who will it be?,curiosity,mild
"00:08:51,000","00:08:53,000",Time is up!,Time is up!,Time is up!,neutral,neutral
"00:08:53,000","00:08:55,000",The person who received the most votes,The person who received the most votes,The person who received the most votes,neutral,neutral
"00:08:56,000","00:08:58,000",is...,is...,is...,confusion,mild
"00:08:58,000","00:09:00,000",Nine.,Nine.,Nine.,neutral,neutral
"00:09:00,000","00:09:02,000",Oh my gosh.,Oh my gosh.,Oh my gosh.,surprise,mild
"00:09:02,000","00:09:04,000",What's going to influence your decision you're about to make?,What's going to influence your decision you're about to make?,What's going to influence your decision you're about to make?,curiosity,moderate
"00:09:04,000","00:09:06,000",I'm pretty sure the person knows what I'm thinking.,I'm pretty sure the person knows what I'm thinking.,I'm pretty sure the person knows what I'm thinking.,curiosity,mild
"00:09:06,000","00:09:08,000","In the cubes, you picked up on who was trying to get you out.","In the cubes, you picked up on who was trying to get you out.","In the cubes, you picked up on who was trying to get you out.",realization,moderate
"00:09:08,000","00:09:10,000","Yeah, from the get-go.","Yeah, from the get-go.","Yeah, from the get-go.",neutral,neutral
"00:09:10,000","00:09:12,000",I'm definitely going to say nine.,I'm definitely going to say nine.,I'm definitely going to say nine.,,
"00:09:12,000","00:09:14,000",My mom would not be proud of this.,My mom would not be proud of this.,My mom would not be proud of this.,disappointment,moderate
"00:09:14,000","00:09:16,000","Sometimes, as they say, revenge is a dish best served cold.","Sometimes, as they say, revenge is a dish best served cold.","Sometimes, as they say, revenge is a dish best served cold.",neutral,neutral
"00:09:16,000","00:09:18,000",Number three.,Number three.,Number three.,neutral,neutral
"00:09:18,000","00:09:20,000",I don't have anything to say.,I don't have anything to say.,I don't have anything to say.,neutral,neutral
"00:09:20,000","00:09:22,000","Gentlemen, stand in the middle of your platforms.","Gentlemen, stand in the middle of your platforms.","Gentlemen, stand in the middle of your platforms.",neutral,neutral
"00:09:22,000","00:09:24,000",Drop them!,Drop them!,Drop them!,anger,intense
"00:09:25,000","00:09:27,000",And when the dust settled,And when the dust settled,And when the dust settled,neutral,neutral
"00:09:27,000","00:09:29,000","after those eliminations,","after those eliminations,","after those eliminations,",sadness,mild
"00:09:29,000","00:09:31,000",two leaders stood out among the group.,two leaders stood out among the group.,two leaders stood out among the group.,admiration,mild
"00:09:31,000","00:09:33,000",19 was the most vocal in the cubes,19 was the most vocal in the cubes,19 was the most vocal in the cubes,neutral,neutral
"00:09:33,000","00:09:35,000",and 14 took charge during the votes.,and 14 took charge during the votes.,and 14 took charge during the votes.,neutral,neutral
"00:09:35,000","00:09:37,000",But it's still anyone's game.,But it's still anyone's game.,But it's still anyone's game.,neutral,neutral
"00:09:37,000","00:09:39,000","And with $500,000 on the line,","And with $500,000 on the line,","And with $500,000 on the line,",nervousness,intense
"00:09:39,000","00:09:41,000",anything can happen.,anything can happen.,anything can happen.,optimism,mild
"00:09:41,000","00:09:43,000",Are you ready for the next phase?,Are you ready for the next phase?,Are you ready for the next phase?,curiosity,mild
"00:09:45,000","00:09:47,000",Who is that?,Who is that?,Who is that?,curiosity,mild
"00:09:47,000","00:09:49,000","Behind this door,","Behind this door,","Behind this door,",curiosity,mild
"00:09:49,000","00:09:51,000",the guards have a little something,the guards have a little something,the guards have a little something,curiosity,mild
"00:09:51,000","00:09:53,000",for each of you.,for each of you.,for each of you.,neutral,neutral
"00:09:54,000","00:09:56,000",Go ahead,Go ahead,Go ahead,,
"00:09:56,000","00:09:58,000",and open your box.,and open your box.,and open your box.,curiosity,mild
"00:09:58,000","00:10:00,000",Some of you might recognize this game.,Some of you might recognize this game.,Some of you might recognize this game.,curiosity,mild
"00:10:00,000","00:10:01,000",from Beach Games.,from Beach Games.,from Beach Games.,,
"00:10:01,000","00:10:03,000","The blocks, whoa.","The blocks, whoa.","The blocks, whoa.",surprise,mild
"00:10:03,000","00:10:04,000",Did you guys play blocks?,Did you guys play blocks?,Did you guys play blocks?,curiosity,mild
"00:10:04,000","00:10:06,000","Yes, we all got out.","Yes, we all got out.","Yes, we all got out.",relief,mild
"00:10:06,000","00:10:07,000","These blocks, I swear to God.","These blocks, I swear to God.","These blocks, I swear to God.",annoyance,moderate
"00:10:07,000","00:10:09,000","Just like in episode one, players","Just like in episode one, players","Just like in episode one, players",neutral,neutral
"00:10:09,000","00:10:11,000",will stack their blocks on top of the red starting,will stack their blocks on top of the red starting,will stack their blocks on top of the red starting,neutral,neutral
"00:10:11,000","00:10:13,000",block to build a tower.,block to build a tower.,block to build a tower.,neutral,neutral
"00:10:13,000","00:10:17,000","But if your tower falls, you will be eliminated.","But if your tower falls, you will be eliminated.","But if your tower falls, you will be eliminated.",fear,moderate
"00:10:17,000","00:10:19,000","And since you only have one minute to stack,","And since you only have one minute to stack,","And since you only have one minute to stack,",neutral,neutral
"00:10:19,000","00:10:22,000",you won't be required to use every block.,you won't be required to use every block.,you won't be required to use every block.,neutral,neutral
"00:10:22,000","00:10:25,000","In fact, you don't even have to stack blocks at all.","In fact, you don't even have to stack blocks at all.","In fact, you don't even have to stack blocks at all.",neutral,neutral
"00:10:25,000","00:10:28,000","But if a tower does not fall by the end of one minute,","But if a tower does not fall by the end of one minute,","But if a tower does not fall by the end of one minute,",neutral,neutral
"00:10:28,000","00:10:30,000",then the person with the most blocks in their tower,then the person with the most blocks in their tower,then the person with the most blocks in their tower,neutral,neutral
"00:10:30,000","00:10:32,000","will get the power, the decision,","will get the power, the decision,","will get the power, the decision,",neutral,neutral
"00:10:32,000","00:10:35,000",the burden of choosing who will be eliminated.,the burden of choosing who will be eliminated.,the burden of choosing who will be eliminated.,neutral,neutral
"00:10:35,000","00:10:36,000",Oh.,Oh.,Oh.,surprise,mild
"00:10:38,000","00:10:40,000","All right, everyone put your hands up.","All right, everyone put your hands up.","All right, everyone put your hands up.",neutral,neutral
"00:10:40,000","00:10:44,000",I want to make sure everyone has a clean start.,I want to make sure everyone has a clean start.,I want to make sure everyone has a clean start.,neutral,neutral
"00:10:44,000","00:10:45,000",Start the timer.,Start the timer.,Start the timer.,neutral,neutral
"00:10:49,000","00:10:54,000",Those who lost this challenge in Beach Games,Those who lost this challenge in Beach Games,Those who lost this challenge in Beach Games,neutral,neutral
"00:10:54,000","00:10:56,000",were careful not to be too ambitious in building,were careful not to be too ambitious in building,were careful not to be too ambitious in building,neutral,neutral
"00:10:56,000","00:10:59,000","their towers, relying on the strength of their alliances","their towers, relying on the strength of their alliances","their towers, relying on the strength of their alliances",neutral,neutral
"00:10:59,000","00:11:01,000",to carry them through.,to carry them through.,to carry them through.,neutral,neutral
"00:11:01,000","00:11:02,000",She's not even going to try.,She's not even going to try.,She's not even going to try.,disapproval,mild
"00:11:02,000","00:11:04,000",But without an alliance and all her neighbors,But without an alliance and all her neighbors,But without an alliance and all her neighbors,neutral,neutral
"00:11:04,000","00:11:08,000","already eliminated, number one's best shot at staying safe","already eliminated, number one's best shot at staying safe","already eliminated, number one's best shot at staying safe",neutral,neutral
"00:11:08,000","00:11:09,000",is in her own hands.,is in her own hands.,is in her own hands.,neutral,neutral
"00:11:09,000","00:11:11,000",Look how many blocks she has.,Look how many blocks she has.,Look how many blocks she has.,curiosity,mild
"00:11:11,000","00:11:13,000",Five seconds remain.,Five seconds remain.,Five seconds remain.,neutral,neutral
"00:11:13,000","00:11:16,000","Three, two, one.","Three, two, one.","Three, two, one.",neutral,neutral
"00:11:16,000","00:11:18,000",Hands up.,Hands up.,Hands up.,neutral,neutral
"00:11:18,000","00:11:19,000",Oh my God.,Oh my God.,Oh my God.,surprise,moderate
"00:11:19,000","00:11:20,000","Oh, honey.","Oh, honey.","Oh, honey.",caring,mild
"00:11:20,000","00:11:21,000",There will be no vote.,There will be no vote.,There will be no vote.,surprise,mild
"00:11:21,000","00:11:24,000",A tower has fallen.,A tower has fallen.,A tower has fallen.,surprise,moderate
"00:11:24,000","00:11:26,000",I assume you are feeling threatened,I assume you are feeling threatened,I assume you are feeling threatened,curiosity,mild
"00:11:26,000","00:11:28,000","that if you didn't win, they would vote you out.","that if you didn't win, they would vote you out.","that if you didn't win, they would vote you out.",fear,moderate
"00:11:28,000","00:11:29,000","Yes, I did.","Yes, I did.","Yes, I did.",realization,mild
"00:11:29,000","00:11:31,000","I got myself out of the equation,","I got myself out of the equation,","I got myself out of the equation,",relief,mild
"00:11:31,000","00:11:32,000",since everybody was already plotting.,since everybody was already plotting.,since everybody was already plotting.,annoyance,mild
