Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:38,000","00:00:40,000",Was wäre eine absolute Red Flag für dich?,Was wäre eine absolute Red Flag für dich?,What would an absolute red flag be for you?,curiosity,mild
"00:00:40,000","00:00:45,000",Wenn sie komplett faul ist und keinen Bock auf gar nichts hat.,Wenn sie komplett faul ist und keinen Bock auf gar nichts hat.,If she is completely lazy and doesn't feel like anything.,disapproval,moderate
"00:00:45,000","00:00:46,000",Eine Hängerin.,Eine Hängerin.,A trailer.,neutral,neutral
"00:00:46,000","00:00:47,000","Ja, eine Hängerin.","Ja, eine Hängerin.","Yes, a trailer.",neutral,neutral
"00:00:47,000","00:00:50,000","Bevor wir mit dem Video anfangen, liked und teilt das Video.","Bevor wir mit dem Video anfangen, liked und teilt das Video.","Before we start with the video, weighed and shares the video.",neutral,neutral
"00:00:50,000","00:00:52,000",Abonniert den Kanal und kommentiert.,Abonniert den Kanal und kommentiert.,Subscribe to the channel and comment.,neutral,neutral
"00:00:52,000","00:00:56,000","Denn unter den ersten 5000 Kommentaren, die abonniert haben, verlosen wir 100 Euro.","Denn unter den ersten 5000 Kommentaren, die abonniert haben, verlosen wir 100 Euro.","Because under the first 5000 comments that have subscribed, we are giving away 100 euros.",excitement,moderate
"00:00:56,000","00:00:57,000",Also viel Glück.,Also viel Glück.,So good luck.,optimism,mild
"00:00:58,000","00:00:59,000",Oh damn.,Oh damn.,Oh damn.,surprise,mild
"00:00:59,000","00:01:00,000",Oh.,Oh.,Oh.,surprise,mild
"00:01:00,000","00:01:01,000","Okay, was sagst du?","Okay, was sagst du?","Okay, what do you say?",curiosity,mild
"00:01:01,000","00:01:05,000","Ich muss direkt sagen, die Nummer 2 hat sehr dreckige Schuhe.","Ich muss direkt sagen, die Nummer 2 hat sehr dreckige Schuhe.",I have to say directly that number 2 has very dirty shoes.,disapproval,mild
"00:01:05,000","00:01:07,000",Das ist dreckig für dich.,Das ist dreckig für dich.,This is dirty for you.,confusion,mild
"00:01:07,000","00:01:09,000",Wobei ich sehe jetzt auch die Nummer 4.,Wobei ich sehe jetzt auch die Nummer 4.,Although I now see number 4.,realization,mild
"00:01:09,000","00:01:11,000",Das ist ein bisschen dreckiger.,Das ist ein bisschen dreckiger.,This is a bit dirty.,disapproval,mild
"00:01:11,000","00:01:12,000",Du Pingelchen.,Du Pingelchen.,You pingelchen.,amusement,mild
"00:01:12,000","00:01:15,000",Bei Nummer 7 ist nicht nur dieses Dreckige so ein bisschen.,Bei Nummer 7 ist nicht nur dieses Dreckige so ein bisschen.,Not only is this dirty one at number 7.,disapproval,mild
"00:01:15,000","00:01:17,000",Was findest du an denen?,Was findest du an denen?,What do you find about them?,curiosity,mild
"00:01:17,000","00:01:19,000",Findest du sie gut oder nicht so cool?,Findest du sie gut oder nicht so cool?,Do you find them good or not so cool?,curiosity,mild
"00:01:19,000","00:01:21,000",Erster Eindruck eher negativ.,Erster Eindruck eher negativ.,First impression rather negative.,disapproval,mild
"00:01:21,000","00:01:23,000",Ich finde sie sehr cool.,Ich finde sie sehr cool.,I find it very cool.,approval,mild
"00:01:24,000","00:01:25,000",Was findest du an denen?,Was findest du an denen?,What do you find about them?,curiosity,mild
"00:01:25,000","00:01:26,000",Findest du sie gut oder nicht so cool?,Findest du sie gut oder nicht so cool?,Do you find them good or not so cool?,curiosity,mild
"00:01:26,000","00:01:28,000",Erster Eindruck eher negativ.,Erster Eindruck eher negativ.,First impression rather negative.,disapproval,mild
"00:01:28,000","00:01:29,000",Warum?,Warum?,Why?,curiosity,mild
"00:01:29,000","00:01:30,000",Es ist ein Special.,Es ist ein Special.,It is a special.,neutral,neutral
"00:01:30,000","00:01:32,000","Es ist so Cowboy Stiefel einfach, oder?","Es ist so Cowboy Stiefel einfach, oder?","It's easy cowboy boots, right?",neutral,neutral
"00:01:32,000","00:01:33,000","Ja, Cowboy ist doch gut.","Ja, Cowboy ist doch gut.","Yes, Cowboy is good.",approval,mild
"00:01:33,000","00:01:35,000",Cowgirl wäre besser.,Cowgirl wäre besser.,Cowgirl would be better.,desire,mild
"00:01:35,000","00:01:36,000",Stimmt.,Stimmt.,True.,neutral,neutral
"00:01:36,000","00:01:37,000",Welche Schuhe findest du bisher am besten?,Welche Schuhe findest du bisher am besten?,Which shoes do you find best so far?,curiosity,mild
"00:01:37,000","00:01:39,000",Die Nummer 6 schon am besten.,Die Nummer 6 schon am besten.,The number 6 is best.,approval,mild
"00:01:39,000","00:01:44,000","Also es liegt jetzt nicht unbedingt an den Farben, aber ich finde, das ist so stimmig.","Also es liegt jetzt nicht unbedingt an den Farben, aber ich finde, das ist so stimmig.","So it is not necessarily due to the colors, but I think that's so coherent.",neutral,neutral
"00:01:44,000","00:01:46,000",Und welche Schuhe findest du gar nicht so nice?,Und welche Schuhe findest du gar nicht so nice?,And which shoes don't you find so nice?,curiosity,mild
"00:01:46,000","00:01:50,000",Schuh Nummer 4 sieht für mich aus wie so ein Clownschuh.,Schuh Nummer 4 sieht für mich aus wie so ein Clownschuh.,Shoe number 4 looks like a clown shoe for me.,amusement,mild
"00:01:50,000","00:01:51,000",Das sind Chucks.,Das sind Chucks.,These are chucks.,neutral,neutral
"00:01:51,000","00:01:54,000","Ja, aber Chucks sehen generell aus wie Clownschuhe, oder?","Ja, aber Chucks sehen generell aus wie Clownschuhe, oder?","Yes, but Chucks generally look like clown shoes, right?",amusement,mild
"00:01:54,000","00:01:55,000",Nein.,Nein.,No.,disapproval,mild
"00:01:55,000","00:01:56,000",Doch.,Doch.,But.,annoyance,mild
"00:01:56,000","00:01:57,000",Das ist voll cool.,Das ist voll cool.,This is fully cool.,approval,moderate
"00:01:57,000","00:01:59,000",Das sind sogar Hohlchucks.,Das sind sogar Hohlchucks.,These are even hollow chucks.,neutral,neutral
"00:01:59,000","00:02:02,000",Das macht es noch viel mehr zu Clownschuhen.,Das macht es noch viel mehr zu Clownschuhen.,That makes it much more clown shoes.,amusement,mild
"00:02:03,000","00:02:05,000",Jetzt musst du aber eine rauswählen.,Jetzt musst du aber eine rauswählen.,Now you have to choose one.,neutral,neutral
"00:02:05,000","00:02:08,000","Am besten hast du eine Frage, damit du die ein bisschen besser kennenlernst.","Am besten hast du eine Frage, damit du die ein bisschen besser kennenlernst.",It is best to have a question so that you can get to know them a little better.,curiosity,mild
"00:02:08,000","00:02:11,000",Was ist deine Lieblingssportart?,Was ist deine Lieblingssportart?,What is your favorite sport?,curiosity,mild
"00:02:12,000","00:02:13,000",Das ist eine gute Frage.,Das ist eine gute Frage.,That is a good question.,approval,mild
"00:02:13,000","00:02:16,000","Okay, Kandidatin Nummer 1, was ist deine Lieblingssportart?","Okay, Kandidatin Nummer 1, was ist deine Lieblingssportart?","Okay, number 1 candidate, what is your favorite sport?",curiosity,mild
"00:02:16,000","00:02:18,000",Grundsätzlich eigentlich Fitnessstudio.,Grundsätzlich eigentlich Fitnessstudio.,Basically actually gym.,neutral,neutral
"00:02:18,000","00:02:20,000","Ich habe jetzt keine Teamsportart, die ich feiere.","Ich habe jetzt keine Teamsportart, die ich feiere.",I don't have a team sport that I celebrate.,neutral,neutral
"00:02:20,000","00:02:21,000",Ich gehe pumpen.,Ich gehe pumpen.,I go pumping.,neutral,neutral
"00:02:21,000","00:02:22,000",Gehst du pumpen?,Gehst du pumpen?,Are you going to pump?,curiosity,mild
"00:02:23,000","00:02:26,000","Ich gehe pumpen, wenn ich Zeit habe, aber sehr, sehr busy leider.","Ich gehe pumpen, wenn ich Zeit habe, aber sehr, sehr busy leider.","I go pumping when I have time, but very, very, very busy.",neutral,neutral
"00:02:26,000","00:02:28,000",Deswegen war ich in letzter Zeit nicht so viel pumpen.,Deswegen war ich in letzter Zeit nicht so viel pumpen.,That's why I haven't been so much pumping lately.,neutral,neutral
"00:02:28,000","00:02:30,000",Was ist denn deine Lieblingssportart?,Was ist denn deine Lieblingssportart?,What is your favorite sport?,curiosity,mild
"00:02:30,000","00:02:31,000",Fußball.,Fußball.,Football.,neutral,neutral
"00:02:31,000","00:02:32,000","Mit Abstand, ja.","Mit Abstand, ja.","By far, yes.",neutral,neutral
"00:02:32,000","00:02:33,000",Spielst du oder gucken?,Spielst du oder gucken?,Do you play or look?,curiosity,mild
"00:02:33,000","00:02:34,000",Beides.,Beides.,Both.,neutral,neutral
"00:02:34,000","00:02:35,000","Ah, okay.","Ah, okay.","Ah, okay.",neutral,neutral
"00:02:35,000","00:02:37,000","Kandidatin Nummer 2, findest du Fußball gut?","Kandidatin Nummer 2, findest du Fußball gut?","Candidate number 2, do you like football?",curiosity,mild
"00:02:37,000","00:02:39,000",Ist nicht ganz so meins.,Ist nicht ganz so meins.,Is not quite mine.,neutral,neutral
"00:02:39,000","00:02:40,000",Immerhin ehrlich.,Immerhin ehrlich.,"After all, honest.",approval,mild
"00:02:40,000","00:02:42,000","Okay, und was ist deins?","Okay, und was ist deins?","Okay, and what is yours?",curiosity,mild
"00:02:42,000","00:02:45,000",Ich mache gerne Poledance und gehe gerne laufen.,Ich mache gerne Poledance und gehe gerne laufen.,I like to do pole dance and like to walk.,neutral,neutral
"00:02:45,000","00:02:46,000",Poledance.,Poledance.,Poledance.,neutral,neutral
"00:02:46,000","00:02:47,000",Poledance.,Poledance.,Poledance.,neutral,neutral
"00:02:47,000","00:02:48,000",Stangen.,Stangen.,The rod.,neutral,neutral
"00:02:49,000","00:02:50,000","Verrückt, okay.","Verrückt, okay.","Crazy, okay.",surprise,mild
"00:02:51,000","00:02:52,000",Dann Nummer 3.,Dann Nummer 3.,Then number 3.,neutral,neutral
"00:02:53,000","00:02:57,000",Ich gehe auch ins Fitnessstudio und zusätzlich gehe ich noch Kickboxen.,Ich gehe auch ins Fitnessstudio und zusätzlich gehe ich noch Kickboxen.,I also go to the gym and I also go kickboxing.,neutral,neutral
"00:02:58,000","00:02:59,000",Kickboxen ist cool.,Kickboxen ist cool.,Kickboxing is cool.,approval,mild
"00:02:59,000","00:03:02,000","Ich wollte gerade sagen, Fitnessstudio, langweilig jetzt.","Ich wollte gerade sagen, Fitnessstudio, langweilig jetzt.","I was about to say, gym, boring now.",amusement,mild
"00:03:02,000","00:03:06,000","Aber dieses Kickboxen hat das so nach oben katapultiert, die Antwort.","Aber dieses Kickboxen hat das so nach oben katapultiert, die Antwort.","But this kickboxing catapulted it up, the answer.",amusement,mild
"00:03:06,000","00:03:08,000","Ja, sie weiß, was sie will.","Ja, sie weiß, was sie will.","Yes, she knows what she wants.",admiration,mild
"00:03:08,000","00:03:11,000","Okay, Kandidatin Nummer 4, was ist deine Sportart?","Okay, Kandidatin Nummer 4, was ist deine Sportart?","Okay, number 4 candidate, what is your sport?",curiosity,mild
"00:03:11,000","00:03:13,000",Ich mag Snowboarden vor allem.,Ich mag Snowboarden vor allem.,I particularly like snowboarding.,neutral,neutral
"00:03:13,000","00:03:14,000","Geil, snowboarden.","Geil, snowboarden.","Horny, snowboarding.",excitement,moderate
"00:03:14,000","00:03:15,000",Snowboarderst du?,Snowboarderst du?,Snowboarders you?,curiosity,mild
"00:03:15,000","00:03:18,000","Nee, aber das sieht immer cool aus, wenn ich so Videos sehe davon.","Nee, aber das sieht immer cool aus, wenn ich so Videos sehe davon.","No, but that always looks cool when I see videos of it.",admiration,mild
"00:03:18,000","00:03:20,000",Kannst du es ihm vielleicht beibringen?,Kannst du es ihm vielleicht beibringen?,Can you maybe teach him?,curiosity,mild
"00:03:20,000","00:03:21,000","Ja, also Geduld habe ich.","Ja, also Geduld habe ich.","Yes, so I have patience.",caring,mild
"00:03:21,000","00:03:23,000","Wenn er auch Geduld hat, dann geht das.","Wenn er auch Geduld hat, dann geht das.","If he is patient, it works.",optimism,mild
"00:03:23,000","00:03:26,000",Weil zu snowboarden lernen braucht man viel Geduld.,Weil zu snowboarden lernen braucht man viel Geduld.,Because you learn a lot of patience because of snowboarding.,realization,mild
"00:03:26,000","00:03:27,000","Glaubst du, das kriegst du hin?","Glaubst du, das kriegst du hin?",Do you think you can do that?,curiosity,mild
"00:03:27,000","00:03:30,000","Ich bin ungeduldig, aber ich glaube, für die Richtige wäre ich geduldig tatsächlich.","Ich bin ungeduldig, aber ich glaube, für die Richtige wäre ich geduldig tatsächlich.","I am impatient, but I think I would actually be patient for the right one.",optimism,moderate
"00:03:30,000","00:03:32,000",Das wäre auch ein kühles erstes Date.,Das wäre auch ein kühles erstes Date.,That would also be a cool first date.,excitement,mild
"00:03:32,000","00:03:35,000","Okay, Kandidatin Nummer 5, was ist deine Sportart?","Okay, Kandidatin Nummer 5, was ist deine Sportart?","Okay, number 5 candidate, what is your sport?",curiosity,neutral
"00:03:35,000","00:03:40,000","Also je nach Sommer oder Winter, weil Wintersport, Skifahren und Afriski und so ist voll meins.","Also je nach Sommer oder Winter, weil Wintersport, Skifahren und Afriski und so ist voll meins.","So depending on the summer or winter, because winter sports, skiing and Afriedki and so is fully mine.",pride,mild
"00:03:40,000","00:03:42,000",Aber im Sommer dann eher Volleyball.,Aber im Sommer dann eher Volleyball.,But then in the summer more volleyball.,neutral,neutral
"00:03:42,000","00:03:44,000","Und Basketball spielen geht immer, denke ich.","Und Basketball spielen geht immer, denke ich.","And playing basketball always works, I think.",neutral,neutral
"00:03:44,000","00:03:47,000","Aber Volleyball ist auf jeden Fall, haben die einen guten...","Aber Volleyball ist auf jeden Fall, haben die einen guten...","But volleyball is definitely, they have a good ...",neutral,neutral
"00:03:47,000","00:03:54,000","Ja, ich muss sagen, also Volleyball-Mädchen sind immer sehr, sehr hübsch, muss ich sagen.","Ja, ich muss sagen, also Volleyball-Mädchen sind immer sehr, sehr hübsch, muss ich sagen.","Yes, I have to say, so volleyball girls are always very, very pretty, I have to say.",admiration,mild
"00:03:54,000","00:03:56,000","Und die letzte Nummer, Nummer 7.","Und die letzte Nummer, Nummer 7.",And the last number 7.,neutral,neutral
"00:03:56,000","00:03:58,000",Du hast mich übersprungen.,Du hast mich übersprungen.,You skipped me.,annoyance,mild
"00:03:58,000","00:03:59,000",Nummer 6.,Nummer 6.,Number 6.,neutral,neutral
"00:03:59,000","00:04:00,000",Ach Quatsch.,Ach Quatsch.,Oh nonsense.,annoyance,mild
"00:04:00,000","00:04:02,000",Deine Lieblingsschuhe hast du übersprungen.,Deine Lieblingsschuhe hast du übersprungen.,You skipped your favorite shoes.,annoyance,mild
"00:04:02,000","00:04:03,000","Ich dachte, Nummer 6 wäre jetzt gerade...","Ich dachte, Nummer 6 wäre jetzt gerade...",I thought number 6 was now ...,confusion,mild
"00:04:03,000","00:04:04,000","Nee, nee, Nummer 5.","Nee, nee, Nummer 5.","No, no, number 5.",neutral,neutral
"00:04:04,000","00:04:05,000","Sorry, sorry, sorry.","Sorry, sorry, sorry.","Sorry, sorry, sorry.",remorse,mild
"00:04:05,000","00:04:06,000",Nummer 6 jetzt.,Nummer 6 jetzt.,Number 6 now.,neutral,neutral
"00:04:06,000","00:04:09,000","Ich habe übrigens auch Fußball gespielt, 6 Jahre lang sogar.","Ich habe übrigens auch Fußball gespielt, 6 Jahre lang sogar.","Incidentally, I also played football, even for 6 years.",pride,mild
"00:04:09,000","00:04:11,000","Also, aber in der Grundschule.","Also, aber in der Grundschule.","So, but in primary school.",neutral,neutral
"00:04:12,000","00:04:14,000",Davon ist aber ein bisschen was hängen geblieben.,Davon ist aber ein bisschen was hängen geblieben.,But something got stuck.,confusion,mild
"00:04:14,000","00:04:18,000",Und sonst eigentlich ganz gern schwimmen.,Und sonst eigentlich ganz gern schwimmen.,And otherwise actually like to swim.,neutral,neutral
"00:04:18,000","00:04:23,000","Also ich komme vom Meer und deswegen liebe ich es, im Meer schwimmen zu gehen.","Also ich komme vom Meer und deswegen liebe ich es, im Meer schwimmen zu gehen.",So I come from the sea and that's why I love going swimming in the sea.,love,moderate
"00:04:23,000","00:04:25,000","6 Jahre in der Grundschule, geht doch gar nicht.","6 Jahre in der Grundschule, geht doch gar nicht.","6 years in primary school, it doesn't work at all.",disapproval,mild
"00:04:25,000","00:04:28,000",Also 4 Jahre in der Grundschule und 2 Jahre danach noch.,Also 4 Jahre in der Grundschule und 2 Jahre danach noch.,So 4 years in primary school and 2 years later.,neutral,neutral
"00:04:28,000","00:04:29,000","Okay, und schwimmen.","Okay, und schwimmen.","Okay, and swimming.",neutral,neutral
"00:04:29,000","00:04:31,000","Ja, da trainiert man auch den ganzen Körper.","Ja, da trainiert man auch den ganzen Körper.","Yes, you also train the whole body.",approval,mild
"00:04:31,000","00:04:33,000","Aber cool, cool.","Aber cool, cool.","But cool, cool.",approval,mild
"00:04:33,000","00:04:35,000","Warte, welche Position warst du beim Fußball?","Warte, welche Position warst du beim Fußball?",Wait what position were you in football?,curiosity,mild
"00:04:35,000","00:04:38,000","Ich war im Tor ganz lang, also ganz lang.","Ich war im Tor ganz lang, also ganz lang.","I was very long in the goal, so very long.",pride,mild
"00:04:39,000","00:04:42,000","Von 6, 3 Jahre im Tor und dann 3 Jahre Stürmerin.","Von 6, 3 Jahre im Tor und dann 3 Jahre Stürmerin.","Of 6, 3 years in goal and then 3 years striker.",pride,mild
"00:04:42,000","00:04:44,000",Und meine Zahl war die Nummer 16.,Und meine Zahl war die Nummer 16.,And my number was number 16.,neutral,neutral
"00:04:44,000","00:04:46,000",Wie findest du ihre Aussage?,Wie findest du ihre Aussage?,How do you find your statement?,curiosity,mild
"00:04:46,000","00:04:48,000",Das sind deine Lieblingsschuhe.,Das sind deine Lieblingsschuhe.,These are your favorite shoes.,neutral,neutral
"00:04:48,000","00:04:50,000","Cool, weil sie halt Fußball spielt.","Cool, weil sie halt Fußball spielt.",Cool because she just plays football.,approval,mild
"00:04:50,000","00:04:53,000","Ich finde es auch so süß, wie sie das gesagt hat, muss ich sagen.","Ich finde es auch so süß, wie sie das gesagt hat, muss ich sagen.","I also find it as cute as she said, I have to say.",admiration,mild
"00:04:53,000","00:04:54,000",Das kann man auch bewerten.,Das kann man auch bewerten.,You can also evaluate that.,neutral,neutral
"00:04:54,000","00:04:55,000","Ja, klar.","Ja, klar.","Yes, ready.",neutral,neutral
"00:04:55,000","00:05:00,000","Auch lustig, weil ich habe noch nie gehört, dass jemand Torwart war 3 Jahre und dann Stürmer 3 Jahre.","Auch lustig, weil ich habe noch nie gehört, dass jemand Torwart war 3 Jahre und dann Stürmer 3 Jahre.",Also funny because I have never heard that someone was a goalkeeper 3 years and then striker 3 years.,amusement,mild
"00:05:00,000","00:05:02,000",Das hört man nie eigentlich.,Das hört man nie eigentlich.,You never actually hear that.,surprise,mild
"00:05:02,000","00:05:04,000",Du hast einen kleinen Crush.,Du hast einen kleinen Crush.,You have a little crush.,amusement,mild
"00:05:04,000","00:05:06,000","Oh, sag das nicht.","Oh, sag das nicht.","Oh, don't say that.",embarrassment,mild
"00:05:06,000","00:05:08,000","Okay, okay.","Okay, okay.","Okay, okay.",neutral,neutral
"00:05:08,000","00:05:10,000","Kandidatin Nummer 7, was ist deine Sportart?","Kandidatin Nummer 7, was ist deine Sportart?","Candidate number 7, what is your sport?",curiosity,neutral
"00:05:10,000","00:05:13,000","Also meine Lieblingssportart wäre, glaube ich, Tanzen.","Also meine Lieblingssportart wäre, glaube ich, Tanzen.",So my favorite sport would be dancing.,pride,mild
"00:05:13,000","00:05:15,000",Zur Zeit mache ich besonders so High-Heels-Dance.,Zur Zeit mache ich besonders so High-Heels-Dance.,At the moment I am particularly doing high-heels dance.,pride,mild
"00:05:15,000","00:05:17,000",Aber generell ganz querbeet durch.,Aber generell ganz querbeet durch.,But generally completely cross bed.,neutral,neutral
"00:05:17,000","00:05:19,000","Hip-Hop, Ballett habe ich früher getanzt.","Hip-Hop, Ballett habe ich früher getanzt.","Hip-hop, I used to dance ballet.",pride,mild
"00:05:19,000","00:05:21,000","Ja, und sonst gehe ich eben noch ins Gym.","Ja, und sonst gehe ich eben noch ins Gym.","Yes, and otherwise I'll go to the gym.",neutral,neutral
"00:05:21,000","00:05:23,000","Okay, alle ins Gym.","Okay, alle ins Gym.","Okay, alle ins Gym.",neutral,neutral
"00:05:23,000","00:05:26,000",Basierend auf diesen Aussagen musst du jetzt leider eine rausvoten.,Basierend auf diesen Aussagen musst du jetzt leider eine rausvoten.,"Based on these statements, you have to vote out now.",neutral,neutral
"00:05:26,000","00:05:27,000",Jetzt wird es hart.,Jetzt wird es hart.,Now it's getting hard.,nervousness,mild
"00:05:27,000","00:05:28,000",Es wird echt hart.,Es wird echt hart.,It gets really hard.,nervousness,moderate
"00:05:28,000","00:05:30,000","Oh, guck mal, ich sage dir ganz ehrlich.","Oh, guck mal, ich sage dir ganz ehrlich.","Oh, have a look, I'm honestly telling you.",curiosity,mild
"00:05:30,000","00:05:35,000","Ich würde lieber mit ihr dieses cute erste Date beim Skifahren haben, als das mit Snowboarden.","Ich würde lieber mit ihr dieses cute erste Date beim Skifahren haben, als das mit Snowboarden.",I would rather have this cute first date with her skiing than that with snowboarding.,desire,mild
"00:05:35,000","00:05:37,000",Deswegen leider Nummer 4 raus.,Deswegen leider Nummer 4 raus.,So unfortunately number 4 out.,disappointment,mild
"00:05:37,000","00:05:39,000","Oh, okay.","Oh, okay.","Oh, okay.",neutral,neutral
"00:05:39,000","00:05:41,000","Kandidatin Nummer 4, du kannst hervorkommen.","Kandidatin Nummer 4, du kannst hervorkommen.","Candidate number 4, you can come out.",neutral,neutral
"00:05:41,000","00:05:43,000",Bist du aufgeregt?,Bist du aufgeregt?,Are you excited,curiosity,mild
"00:05:43,000","00:05:45,000","Schon, ja.","Schon, ja.","Already, yes.",excitement,mild
"00:05:45,000","00:05:46,000",Hi.,Hi.,Hi.,neutral,neutral
"00:05:46,000","00:05:48,000",Damn.,Damn.,Damn.,disappointment,mild
"00:05:48,000","00:05:50,000",Ich bereue es.,Ich bereue es.,I regret it.,remorse,moderate
"00:05:50,000","00:05:52,000","Ja, meine Schuhe.","Ja, meine Schuhe.","Yes, my shoes.",neutral,neutral
"00:05:52,000","00:05:54,000","Ich weiß nicht, was ist mit deinen Schuhen?","Ich weiß nicht, was ist mit deinen Schuhen?",I don't know what about your shoes?,confusion,mild
"00:05:54,000","00:05:56,000",Aber guck mal.,Aber guck mal.,But look.,curiosity,mild
"00:05:56,000","00:05:57,000",Ja.,Ja.,And.,neutral,neutral
"00:05:57,000","00:05:58,000",Was?,Was?,Was?,confusion,mild
"00:05:58,000","00:05:59,000",Ja.,Ja.,And.,neutral,neutral
"00:05:59,000","00:06:00,000",Die sind von einem Freund.,Die sind von einem Freund.,They are from a friend.,neutral,neutral
"00:06:00,000","00:06:01,000",Du hast mich Clown genannt.,Du hast mich Clown genannt.,You called me clown.,annoyance,moderate
"00:06:01,000","00:06:02,000",Das ist ein bisschen rude.,Das ist ein bisschen rude.,This is a bit of rude.,annoyance,mild
"00:06:02,000","00:06:04,000","Ne, nicht Clown, sondern Clown-Schuhe.","Ne, nicht Clown, sondern Clown-Schuhe.","No, not clown, but clown shoes.",neutral,neutral
"00:06:04,000","00:06:06,000",Eine Prinzessin in Clown-Schuhen.,Eine Prinzessin in Clown-Schuhen.,A princess in clown shoes.,amusement,mild
"00:06:06,000","00:06:08,000","Nein, ich finde die Schuhe super.","Nein, ich finde die Schuhe super.","No, I think the shoes are great.",approval,mild
"00:06:08,000","00:06:09,000",Ich bin auf ihrer Seite.,Ich bin auf ihrer Seite.,I am on your side.,caring,mild
"00:06:09,000","00:06:10,000",Dankeschön.,Dankeschön.,Thank you very much.,gratitude,mild
"00:06:10,000","00:06:12,000",Vorschlag für das erste Date.,Vorschlag für das erste Date.,Proposal for the first date.,curiosity,mild
"00:06:12,000","00:06:15,000",Ihr könnt Schuheshoppen gehen und ihr sucht euch Schuhe für den gegenseitigen anderen raus.,Ihr könnt Schuheshoppen gehen und ihr sucht euch Schuhe für den gegenseitigen anderen raus.,You can go shopping and you are looking for shoes for the mutual other.,amusement,mild
"00:06:15,000","00:06:17,000",Muss ich mir überlegen.,Muss ich mir überlegen.,I have to think about it.,curiosity,mild
"00:06:17,000","00:06:19,000",How'd you get?,How'd you get?,How'd you get?,curiosity,mild
"00:06:19,000","00:06:21,000",Da würde ich mir auch erst mal drüber überlegen.,Da würde ich mir auch erst mal drüber überlegen.,I would also think about it.,neutral,neutral
"00:06:21,000","00:06:23,000","Also zweimal Clown genannt, ich weiß ja nichts.","Also zweimal Clown genannt, ich weiß ja nichts.","So called clown twice, I don't know anything.",annoyance,mild
"00:06:26,000","00:06:28,000",Zum Outfit passt das doch voll gut.,Zum Outfit passt das doch voll gut.,It fits the outfit very well.,approval,mild
"00:06:28,000","00:06:30,000",Prinzessin in Clown-Schuhen.,Prinzessin in Clown-Schuhen.,Princess in clown shoes.,amusement,mild
"00:06:30,000","00:06:31,000",Na ja.,Na ja.,On me.,neutral,neutral
"00:06:31,000","00:06:33,000","Gut, nächste Runde.","Gut, nächste Runde.","Well, next round.",neutral,neutral
"00:06:35,000","00:06:37,000",Oha.,Oha.,Oha.,surprise,mild
