Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:01:51,000","00:01:54,000",Практикующий пранаед Мария Морра.,Практикующий пранаед Мария Морра.,Practicing Pranad Maria Morra.,neutral,neutral
"00:01:54,000","00:01:56,000","На «Званный ужин» я пришёл, чтобы всем показать,","На «Званный ужин» я пришёл, чтобы всем показать,","I came to the “Dinner, I came to show everyone",pride,moderate
"00:01:56,000","00:02:01,000","что пища должна быть в первую очередь духовной, нестязаемой, нетелесной.","что пища должна быть в первую очередь духовной, нестязаемой, нетелесной.","That food should be primarily spiritual, unexpressible, not -worn.",curiosity,mild
"00:02:01,000","00:02:03,000",И она тоже может быть вкусной калорией.,И она тоже может быть вкусной калорией.,And it can also be a delicious calorie.,amusement,mild
"00:02:03,000","00:02:06,000",Ресторанная певица Анастасия Пономарёва.,Ресторанная певица Анастасия Пономарёва.,Restaurant singer Anastasia Ponomareva.,neutral,neutral
"00:02:06,000","00:02:11,000","Я пришла на «Званный ужин», чтобы обрадовать свою любимую мамочку.","Я пришла на «Званный ужин», чтобы обрадовать свою любимую мамочку.","I came to the ""called dinner"" to please my beloved mom.",love,moderate
"00:02:11,000","00:02:14,000","Я знаю, что она просто безумно обожает передачу «Званный ужин»,","Я знаю, что она просто безумно обожает передачу «Званный ужин»,",I know that she simply adores the transmission of the “Dinner”.,love,mild
"00:02:14,000","00:02:20,000","но я решила сделать ей приятно и поучаствовать, и научиться, наверное, готовить.","но я решила сделать ей приятно и поучаствовать, и научиться, наверное, готовить.",But I decided to make her nice to participate and learn to cook.,caring,moderate
"00:02:20,000","00:02:23,000",Директор патентного бюро Дмитрий Столчнев.,Директор патентного бюро Дмитрий Столчнев.,Director of the Patent Bureau Dmitry Centralian.,neutral,neutral
"00:02:23,000","00:02:26,000","Пять лет назад я увлёкся кулинарией,","Пять лет назад я увлёкся кулинарией,","Five years ago, I became interested in culinary",curiosity,mild
"00:02:26,000","00:02:32,000","и хочу, чтобы участники «Званого ужина» оценили мои кулинарные таланты.","и хочу, чтобы участники «Званого ужина» оценили мои кулинарные таланты.","And I want the participants in the ""dinner"" to appreciate my culinary talents.",pride,moderate
"00:02:32,000","00:02:34,000",И стилист Александр Блинов.,И стилист Александр Блинов.,And stylist Alexander Blinov.,neutral,neutral
"00:02:34,000","00:02:36,000","Ну, так как у меня идёт ещё строительство дома для мамы,","Ну, так как у меня идёт ещё строительство дома для мамы,","Well, since I still have building a house for my mother,",caring,moderate
"00:02:36,000","00:02:41,000","я бы хотел с удовольствием заработать таким образом себе плиту,","я бы хотел с удовольствием заработать таким образом себе плиту,","I would like to earn a stove in this way,",desire,moderate
"00:02:41,000","00:02:44,000","потом холодильник, а потом, конечно же, посудомоечную машину.","потом холодильник, а потом, конечно же, посудомоечную машину.","Then the refrigerator, and then, of course, the dishwasher.",desire,moderate
"00:02:44,000","00:02:47,000",Нужно забыть о норме и думать аномально.,Нужно забыть о норме и думать аномально.,You need to forget about the norm and think abnormally.,curiosity,mild
"00:02:47,000","00:02:52,000",Так определяет успех один из самых признанных экспертов в мире современного бизнеса,Так определяет успех один из самых признанных экспертов в мире современного бизнеса,So determines the success of one of the most recognized experts in the world of modern business,admiration,moderate
"00:02:52,000","00:02:56,000",лектор и доктор наук Кьел Нордстрем.,лектор и доктор наук Кьел Нордстрем.,Lecturer and Doctor of Sciences Keel Nordstrom.,neutral,neutral
"00:02:56,000","00:03:00,000","Уверен, именно этого принципа придерживается и наша сегодняшняя героиня","Уверен, именно этого принципа придерживается и наша сегодняшняя героиня",I am sure that this is precisely this principle adheres to our today's heroine,admiration,moderate
"00:03:00,000","00:03:03,000",Лидия Соколова-Сербская.,Лидия Соколова-Сербская.,Lidia Sokolova-Serbskaya.,neutral,neutral
"00:03:03,000","00:03:04,000","Кстати, тоже лектор.","Кстати, тоже лектор.","By the way, also a lecturer.",neutral,neutral
"00:03:04,000","00:03:08,000","Несмотря на то, что я вышла на пенсию, я продолжаю читать лекции,","Несмотря на то, что я вышла на пенсию, я продолжаю читать лекции,","Despite the fact that I retired, I continue to give lectures,",pride,moderate
"00:03:08,000","00:03:11,000","провожу мастер-классы по имиджу, моде.","провожу мастер-классы по имиджу, моде.","I spend master classes on image, fashion.",pride,moderate
"00:03:11,000","00:03:16,000","Это всегда очень интересно и для меня подготовка, и, конечно, для аудитории,","Это всегда очень интересно и для меня подготовка, и, конечно, для аудитории,","It is always very interesting for me preparation, and, of course, for the audience,",excitement,mild
"00:03:16,000","00:03:19,000",потому что темы имиджа сейчас очень востребованы.,потому что темы имиджа сейчас очень востребованы.,Because the themes of the image are now very in demand.,optimism,mild
"00:03:19,000","00:03:21,000",Лидия человек активный.,Лидия человек активный.,Lydia is active.,admiration,mild
"00:03:21,000","00:03:25,000","Она живо интересуется новинками не только моды, но и культуры вообще.","Она живо интересуется новинками не только моды, но и культуры вообще.","She is vividly interested in new products not only of fashion, but also culture in general.",curiosity,moderate
"00:03:25,000","00:03:29,000","Я очень люблю путешествовать, ходить в кино, в театр.","Я очень люблю путешествовать, ходить в кино, в театр.","I really like to travel, go to the cinema, to the theater.",joy,moderate
"00:03:29,000","00:03:34,000",Смотрела все почти что конкурсные фильмы российской программы на кинофестивале.,Смотрела все почти что конкурсные фильмы российской программы на кинофестивале.,I watched all almost competitive films of the Russian program at the film festival.,pride,mild
"00:03:34,000","00:03:36,000","Конечно, я много читаю.","Конечно, я много читаю.","Of course, I read a lot.",pride,mild
"00:03:36,000","00:03:38,000","Кроме того, принимаю гостей.","Кроме того, принимаю гостей.","In addition, I accept guests.",neutral,neutral
"00:03:38,000","00:03:40,000","Это тоже, если хотите, хобби.","Это тоже, если хотите, хобби.","This is also, if you want, a hobby.",neutral,neutral
"00:03:40,000","00:03:43,000",Такое хобби наша героиня получила по наследству.,Такое хобби наша героиня получила по наследству.,Our heroine inherited such a hobby.,neutral,neutral
"00:03:43,000","00:03:46,000",Мама и папа всегда любили гостей.,Мама и папа всегда любили гостей.,Mom and Dad always loved guests.,caring,mild
"00:03:46,000","00:03:48,000",Дом был хлебосольный.,Дом был хлебосольный.,The house was bakery.,neutral,neutral
"00:03:48,000","00:03:50,000",Всегда мама пекла пироги.,Всегда мама пекла пироги.,Mom always baked pies.,caring,mild
"00:03:50,000","00:03:56,000","Я выросла в атмосфере этого настоящего русского гостеприимства, русского застолья.","Я выросла в атмосфере этого настоящего русского гостеприимства, русского застолья.","I grew up in the atmosphere of this real Russian hospitality, the Russian feast.",neutral,neutral
"00:03:56,000","00:04:02,000","Поэтому, когда я выросла, я старалась, чтобы мой дом тоже был гостеприимным, хлебосольным.","Поэтому, когда я выросла, я старалась, чтобы мой дом тоже был гостеприимным, хлебосольным.","Therefore, when I grew up, I tried to make my house also hospitable, bakery.",pride,mild
"00:04:02,000","00:04:06,000",А потому участие в нашем состязании для Лидии вполне закономерно.,А потому участие в нашем состязании для Лидии вполне закономерно.,"Therefore, participation in our competition for Lydia is quite natural.",approval,mild
"00:04:06,000","00:04:10,000","Для меня самое главное, конечно, не только накормить вкусно гостей,","Для меня самое главное, конечно, не только накормить вкусно гостей,","For me, the most important thing, of course, is not only to feed the guests deliciously,",caring,moderate
"00:04:10,000","00:04:12,000",но чтобы мы пообщались.,но чтобы мы пообщались.,But for us to talk.,caring,moderate
"00:04:12,000","00:04:16,000",Потому что роскошь человеческого общения – это для меня главное.,Потому что роскошь человеческого общения – это для меня главное.,Because the luxury of human communication is the main thing for me.,admiration,moderate
"00:04:16,000","00:04:19,000",Лидия – дама яркая и экстравагантная.,Лидия – дама яркая и экстравагантная.,Lydia is a bright and extravagant lady.,admiration,mild
"00:04:19,000","00:04:22,000",И ее появление в обществе никогда не останется незамеченным.,И ее появление в обществе никогда не останется незамеченным.,And its appearance in society will never go unnoticed.,admiration,moderate
"00:04:22,000","00:04:26,000","Уверен, что и в нашем шоу она оставит о себе неизгладимое впечатление.","Уверен, что и в нашем шоу она оставит о себе неизгладимое впечатление.",I am sure that in our show she will leave an indelible impression of herself.,optimism,moderate
"00:04:30,000","00:04:34,000","Мы дома, звоните настойчивее, пожалуйста.","Мы дома, звоните настойчивее, пожалуйста.","We are at home, call more persistent, please.",neutral,neutral
"00:04:34,000","00:04:36,000",Пожалуйста.,Пожалуйста.,Please.,neutral,neutral
"00:04:36,000","00:04:38,000",ЗВОНОК В ДВЕРЬ,ЗВОНОК В ДВЕРЬ,The doorbell,neutral,neutral
"00:04:40,000","00:04:42,000","Гриша, очень рада вас видеть.","Гриша, очень рада вас видеть.","Grisha, I am very glad to see you.",joy,moderate
"00:04:42,000","00:04:44,000",Здрасте.,Здрасте.,His health.,neutral,neutral
"00:04:44,000","00:04:46,000",Разрешите представиться. Меня зовут Григорий Шевчук.,Разрешите представиться. Меня зовут Григорий Шевчук.,Allow me to introduce myself. My name is Grigory Shevchuk.,neutral,neutral
"00:04:46,000","00:04:48,000",Я веду программу «Званый ужин».,Я веду программу «Званый ужин».,"I am conducting the program ""Dinner"".",neutral,neutral
"00:04:48,000","00:04:51,000","Я Лидия Соколова-Сербская, хозяйка этой квартиры.","Я Лидия Соколова-Сербская, хозяйка этой квартиры.","I am Lidia Sokolova-Serbskaya, the mistress of this apartment.",neutral,neutral
"00:04:51,000","00:04:54,000",Очень рада вас видеть. Приглашаю вас в гости.,Очень рада вас видеть. Приглашаю вас в гости.,I am very glad to see you. I invite you to visit.,joy,moderate
"00:04:54,000","00:04:55,000",С удовольствием.,С удовольствием.,With pleasure.,joy,mild
"00:04:55,000","00:04:59,000","Так как Лидия лектор, мы считаем, что это человек, которому уже за 40.","Так как Лидия лектор, мы считаем, что это человек, которому уже за 40.","Since Lydia Lecturer, we believe that this is a person who is already over 40.",neutral,neutral
"00:04:59,000","00:05:01,000","Соответственно, у нее должно быть много книг.","Соответственно, у нее должно быть много книг.","Accordingly, she should have many books.",neutral,neutral
"00:05:01,000","00:05:04,000","И я думаю, что какая-то такая должна быть старинная, интересная квартира.","И я думаю, что какая-то такая должна быть старинная, интересная квартира.","And I think that some kind of such an old, interesting apartment should be.",curiosity,mild
"00:05:04,000","00:05:07,000","Гриша, вы вообще находитесь в уникальной квартире.","Гриша, вы вообще находитесь в уникальной квартире.","Grisha, you are generally in a unique apartment.",pride,moderate
"00:05:07,000","00:05:09,000",Сам дом 19 века.,Сам дом 19 века.,I am home in 19th century.,pride,moderate
"00:05:09,000","00:05:15,000","Вам, наверное, говорили, что я правнушка знаменитого русского психиатра Владимира Петровича Сербского.","Вам, наверное, говорили, что я правнушка знаменитого русского психиатра Владимира Петровича Сербского.",You were probably told that I am the great -grandson of the famous Russian psychiatrist Vladimir Petrovich Serbsky.,pride,moderate
"00:05:15,000","00:05:17,000","Вот, кстати, его портрет.","Вот, кстати, его портрет.","By the way, his portrait.",neutral,neutral
"00:05:17,000","00:05:22,000",Здесь он с моей родной бабушкой Зинаидой Владимировной-Сербской.,Здесь он с моей родной бабушкой Зинаидой Владимировной-Сербской.,Here he is with my native grandmother Zinaida Vladimirovna-Serbskaya.,neutral,neutral
"00:05:22,000","00:05:26,000",Это единственная его дочь.,Это единственная его дочь.,This is his only daughter.,neutral,neutral
"00:05:26,000","00:05:28,000",Вот моя мама.,Вот моя мама.,Here is my mother.,neutral,neutral
"00:05:28,000","00:05:30,000",Это внучка Сербского.,Это внучка Сербского.,This is the granddaughter of Serbian.,neutral,neutral
"00:05:30,000","00:05:32,000",Она в молодости была очень красивая.,Она в молодости была очень красивая.,She was very beautiful in her youth.,admiration,mild
"00:05:32,000","00:05:34,000",Ее даже в кино хотели снимать.,Ее даже в кино хотели снимать.,They even wanted to shoot her in the cinema.,admiration,mild
"00:05:34,000","00:05:36,000",Но дедушка запретил.,Но дедушка запретил.,But grandfather forbade.,disapproval,mild
"00:05:36,000","00:05:42,000","Мне кажется, что у Лидии должно что-то было остаться от ее предков дворянского происхождения.","Мне кажется, что у Лидии должно что-то было остаться от ее предков дворянского происхождения.",It seems to me that Lydia had to stay from her ancestors of noble origin.,pride,mild
"00:05:42,000","00:05:47,000","Мне кажется, что, может быть, это будут старинные часы.","Мне кажется, что, может быть, это будут старинные часы.",It seems to me that maybe it will be an old watch.,curiosity,mild
"00:05:47,000","00:05:50,000",Или какая-то старинная посуда.,Или какая-то старинная посуда.,Or some old dishes.,curiosity,mild
"00:05:50,000","00:05:56,000","Вот здесь, вы видите, даже сохранилась мебель Владимира Петровича Сербского.","Вот здесь, вы видите, даже сохранилась мебель Владимира Петровича Сербского.","Here, you see, even the furniture of Vladimir Petrovich Serbsky has been preserved.",pride,moderate
"00:05:56,000","00:05:58,000",Вот это его горка.,Вот это его горка.,This is his slide.,neutral,neutral
"00:05:58,000","00:06:00,000",И здесь его посуда сохранилась.,И здесь его посуда сохранилась.,And here his dishes were preserved.,pride,mild
"00:06:00,000","00:06:03,000",И вон статуэтка даже японская.,И вон статуэтка даже японская.,And there is even Japanese figurine.,curiosity,mild
"00:06:03,000","00:06:08,000","И я хочу сказать, что, конечно, он очень любил и кофе пить.","И я хочу сказать, что, конечно, он очень любил и кофе пить.","And I want to say that, of course, he loved to drink coffee very much.",neutral,neutral
"00:06:08,000","00:06:11,000","Идем, я тебе еще покажу кофемолку.","Идем, я тебе еще покажу кофемолку.","Come on, I'll show you a coffee grinder.",excitement,mild
"00:06:11,000","00:06:12,000",Она в рабочем состоянии?,Она в рабочем состоянии?,Is she in working condition?,curiosity,mild
"00:06:12,000","00:06:14,000",Конечно.,Конечно.,Certainly.,neutral,neutral
"00:06:14,000","00:06:17,000",Он здесь закладывал кофе.,Он здесь закладывал кофе.,He laid coffee here.,neutral,neutral
"00:06:17,000","00:06:19,000",И вот там вот уже...,И вот там вот уже...,And there now ...,neutral,neutral
"00:06:19,000","00:06:21,000",Пахнет.,Пахнет.,It smells.,disgust,mild
"00:06:21,000","00:06:23,000",А сколько ей лет?,А сколько ей лет?,And how old is she?,curiosity,mild
"00:06:23,000","00:06:28,000","Ну, я думаю, раз она конца 19 века, значит, уже ей...","Ну, я думаю, раз она конца 19 века, значит, уже ей...","Well, I think, since she is the end of the 19th century, then she already ...",realization,mild
"00:06:28,000","00:06:30,000",Больше сотни?,Больше сотни?,More than a hundred?,surprise,mild
"00:06:30,000","00:06:32,000",Если не 150.,Если не 150.,If not 150.,surprise,mild
"00:06:32,000","00:06:34,000",С ума сойти.,С ума сойти.,Go crazy.,surprise,moderate
"00:06:34,000","00:06:39,000","Древний род, древняя история, сильная связь с предками.","Древний род, древняя история, сильная связь с предками.","Ancient clan, ancient history, a strong connection with the ancestors.",admiration,moderate
"00:06:39,000","00:06:41,000",Это очень интересный должен быть человек.,Это очень интересный должен быть человек.,This should be a very interesting person.,curiosity,moderate
"00:06:41,000","00:06:44,000","Ну, я хочу еще о своих достижениях рассказать.","Ну, я хочу еще о своих достижениях рассказать.","Well, I want to tell more about my achievements.",pride,moderate
"00:06:44,000","00:06:47,000",Все-таки у меня 6 высших образований.,Все-таки у меня 6 высших образований.,"Still, I have 6 higher education.",pride,moderate
"00:06:47,000","00:06:48,000",6?,6?,6?,surprise,mild
"00:06:48,000","00:06:53,000","6. Первый, самый, ну, для меня дорогой, это диплом художника-модельера.","6. Первый, самый, ну, для меня дорогой, это диплом художника-модельера.","6. The first, the most, well, for me dear, this is a diploma of the model artist.",pride,moderate
"00:06:53,000","00:06:58,000","Я училась в Московском текстильном институте на факультете прикладного искусства,","Я училась в Московском текстильном институте на факультете прикладного искусства,","I studied at the Moscow Textile Institute at the faculty of applied art,",pride,mild
"00:06:58,000","00:07:02,000","где и Зайцев учился, и все-все художники-модельеры.","где и Зайцев учился, и все-все художники-модельеры.","Where Zaitsev studied, and all-all-model artists.",pride,mild
"00:07:02,000","00:07:05,000",Это был единственный факультет тогда в Советском Союзе.,Это был единственный факультет тогда в Советском Союзе.,This was the only faculty then in the Soviet Union.,pride,mild
"00:07:05,000","00:07:07,000","Так, хорошо. Дальше?","Так, хорошо. Дальше?","So, good. Further?",curiosity,mild
"00:07:07,000","00:07:11,000",После я училась в инъязе для дипломированных специалистов.,После я училась в инъязе для дипломированных специалистов.,After I studied in Inyaz for certified specialists.,pride,mild
"00:07:11,000","00:07:18,000",Потом я закончила аспирантуру очную МГУ и получила уже степень кандидата философских наук.,Потом я закончила аспирантуру очную МГУ и получила уже степень кандидата философских наук.,Then I graduated from graduate school of full -time Moscow State University and already received the degree of candidate of philosophical sciences.,pride,moderate
"00:07:18,000","00:07:21,000",Затем я училась на культуролога.,Затем я училась на культуролога.,Then I studied at the culturalist.,pride,mild
"00:07:21,000","00:07:25,000",Затем я защитила докторскую диссертацию.,Затем я защитила докторскую диссертацию.,Then I defended my doctoral dissertation.,pride,moderate
"00:07:25,000","00:07:28,000",Я доктор исторических наук.,Я доктор исторических наук.,I am a doctor of historical sciences.,pride,moderate
"00:07:28,000","00:07:30,000",И вот тоже диплом.,И вот тоже диплом.,And here is also a diploma.,pride,mild
"00:07:30,000","00:07:33,000",Здесь уже менеджер социальной сферы.,Здесь уже менеджер социальной сферы.,There is already a social sphere manager.,pride,mild
"00:07:33,000","00:07:37,000","И я очень довольна, потому что вот эти все образования мне помогают и сейчас.","И я очень довольна, потому что вот эти все образования мне помогают и сейчас.","And I am very pleased, because all these formations help me now.",gratitude,moderate
"00:07:37,000","00:07:39,000",Я востребована.,Я востребована.,I am in demand.,pride,moderate
"00:07:39,000","00:07:42,000","Меня приглашают на мастер-классы, на лекции.","Меня приглашают на мастер-классы, на лекции.","I am invited to master classes, to a lecture.",pride,moderate
"00:07:42,000","00:07:46,000",Я неизменно член жюри многих международных конкурсов.,Я неизменно член жюри многих международных конкурсов.,I am invariably a member of the jury of many international competitions.,pride,moderate
"00:07:46,000","00:07:49,000","Мне это очень приятно, потому что все-таки...","Мне это очень приятно, потому что все-таки...","I am very pleased, because after all ...",joy,moderate
"00:07:49,000","00:07:52,000","Ну, наконец-то мы видим вас на Званом ужине.","Ну, наконец-то мы видим вас на Званом ужине.","Well, finally we see you at a dinner party.",joy,moderate
"00:07:52,000","00:07:54,000","Мы так долго ждали, 9 лет.","Мы так долго ждали, 9 лет.","We have been waiting for so long, 9 years.",,
"00:07:54,000","00:07:56,000",Спасибо за приглашение.,Спасибо за приглашение.,Thanks for the invitation.,gratitude,mild
"00:07:56,000","00:07:58,000","Ну что, у меня к вам замечательное предложение.","Ну что, у меня к вам замечательное предложение.","Well, I have a wonderful offer for you.",excitement,moderate
"00:07:58,000","00:08:00,000",Давайте мы обсудим меню Званого ужина.,Давайте мы обсудим меню Званого ужина.,Let us discuss the menu of dinner.,neutral,neutral
"00:08:00,000","00:08:01,000",Давайте.,Давайте.,Let's.,neutral,neutral
"00:08:01,000","00:08:02,000",Вы согласны?,Вы согласны?,Do you agree?,neutral,neutral
"00:08:02,000","00:08:03,000",Конечно.,Конечно.,Certainly.,neutral,neutral
"00:08:03,000","00:08:04,000",Хорошо.,Хорошо.,Fine.,neutral,neutral
"00:08:04,000","00:08:05,000",Я очень соскучилась по домашней кухне.,Я очень соскучилась по домашней кухне.,I really missed home kitchen.,,
"00:08:05,000","00:08:08,000","И очень надеюсь, что Лидия приготовит нам что-нибудь такое вкусненькое, домашнее,","И очень надеюсь, что Лидия приготовит нам что-нибудь такое вкусненькое, домашнее,","And I really hope that Lydia will cook us something so tasty, homemade,",,
"00:08:08,000","00:08:11,000",что нас обязательно согреет и порадует.,что нас обязательно согреет и порадует.,That will definitely warm us and delight us.,optimism,moderate
"00:08:11,000","00:08:14,000","Безумно хочется узнать, что мы сегодня с вами будем готовить на Званый ужин.","Безумно хочется узнать, что мы сегодня с вами будем готовить на Званый ужин.",I really want to know that today we will cook for a dinner party today.,curiosity,moderate
"00:08:14,000","00:08:16,000","Ну, начнем с салата.","Ну, начнем с салата.","Well, let's start with the salad.",neutral,neutral
"00:08:16,000","00:08:17,000",Согласен.,Согласен.,Agree.,neutral,neutral
"00:08:17,000","00:08:20,000","Не затейливая название, от Лидуси.","Не затейливая название, от Лидуси.","Not an intricate name, from Lidusi.",amusement,mild
"00:08:20,000","00:08:23,000","Салат с сыром, виноградом и грушей.","Салат с сыром, виноградом и грушей.","Salad with cheese, grapes and pears.",neutral,neutral
"00:08:23,000","00:08:24,000",Так.,Так.,So.,neutral,neutral
"00:08:24,000","00:08:25,000",Основное блюдо?,Основное блюдо?,The main dish?,curiosity,mild
"00:08:25,000","00:08:30,000",Основное блюдо – это жаркое улица Тверская со свининой и грибами.,Основное блюдо – это жаркое улица Тверская со свининой и грибами.,The main dish is Tver Street with pork and mushrooms.,neutral,neutral
"00:08:30,000","00:08:32,000","Ой, как вкусно уже звучит.","Ой, как вкусно уже звучит.","Oh, how tasty it already sounds.",desire,moderate
"00:08:32,000","00:08:34,000",Вот действительно все гениально и просто.,Вот действительно все гениально и просто.,Everything is really brilliant and simple.,admiration,mild
"00:08:34,000","00:08:35,000",Скажите мне десерт.,Скажите мне десерт.,Tell me the dessert.,curiosity,mild
"00:08:35,000","00:08:38,000",А десерт – пирог мазурка сербского.,А десерт – пирог мазурка сербского.,And the dessert is a Serbian Mazurka pie.,neutral,neutral
"00:08:38,000","00:08:41,000",Он с изюмом и с грецкими орехами.,Он с изюмом и с грецкими орехами.,He is with raisins and walnuts.,neutral,neutral
"00:08:42,000","00:08:44,000","Хозяйка, скорее всего, достаточно креативная,","Хозяйка, скорее всего, достаточно креативная,","The hostess most likely is quite creative,",admiration,mild
"00:08:44,000","00:08:47,000","потому что названия у нее все не просто так взятые из книжки,","потому что названия у нее все не просто так взятые из книжки,","because her names are not just taken from the book,",curiosity,mild
"00:08:47,000","00:08:50,000",а именно немножечко с креативом.,а именно немножечко с креативом.,"Namely, a little with a creative.",admiration,mild
"00:08:50,000","00:08:56,000",Чувствуется основательность и тяга к экспериментам.,Чувствуется основательность и тяга к экспериментам.,Fritten and craving for experiments are felt.,admiration,moderate
"00:08:56,000","00:08:59,000","Мне кажется, меню должно быть интересным.","Мне кажется, меню должно быть интересным.",It seems to me that the menu should be interesting.,optimism,mild
"00:08:59,000","00:09:04,000","Меню мне понравилось, но свинина и изюм мне кажутся лишними.","Меню мне понравилось, но свинина и изюм мне кажутся лишними.","I liked the menu, but pork and raisins seem superfluous to me.",disapproval,mild
"00:09:04,000","00:09:07,000","Я как пронаед в еде не нуждаюсь совершенно,","Я как пронаед в еде не нуждаюсь совершенно,","I do not need food as a pronoun at all,",confusion,mild
"00:09:07,000","00:09:10,000","но меню составлено очень хорошо, очень органично.","но меню составлено очень хорошо, очень органично.","But the menu is very well, very organic.",approval,mild
"00:09:10,000","00:09:12,000",Что-нибудь из этого я обязательно попробую.,Что-нибудь из этого я обязательно попробую.,I will definitely try anything of this.,excitement,mild
"00:09:12,000","00:09:16,000","Я могу сделать предположение, что все эти блюда уже не один раз готовились.","Я могу сделать предположение, что все эти блюда уже не один раз готовились.",I can make an assumption that all these dishes have been preparing more than once.,curiosity,mild
"00:09:16,000","00:09:18,000","Конечно, конечно.","Конечно, конечно.","Of course, of course.",neutral,neutral
"00:09:18,000","00:09:20,000","И, наверное, все продукты у нас есть в наличии.","И, наверное, все продукты у нас есть в наличии.","And, probably, we have all the products in stock.",optimism,mild
"00:09:20,000","00:09:22,000",Все купила уже.,Все купила уже.,I bought everything already.,relief,mild
"00:09:22,000","00:09:25,000","Прекрасно. Друзья мои, мы с Лидией приступаем к готовке.","Прекрасно. Друзья мои, мы с Лидией приступаем к готовке.","Wonderful. My friends, Lydia and I start cooking.",excitement,mild
"00:09:31,000","00:09:35,000","Друзья мои, ну что же, мы приветствуем вас с новым выпуском.","Друзья мои, ну что же, мы приветствуем вас с новым выпуском.","My friends, well, we welcome you to a new release.",excitement,mild
"00:09:35,000","00:09:40,000","Друзья мои, ну что же, мы приветствуем вас на первом званом ужине этой кулинарной недели.","Друзья мои, ну что же, мы приветствуем вас на первом званом ужине этой кулинарной недели.","My friends, well, we welcome you to the first dinner of this culinary week.",excitement,mild
"00:09:40,000","00:09:44,000",И я с огромным удовольствием хочу представить вам уникального участника.,И я с огромным удовольствием хочу представить вам уникального участника.,And with great pleasure I want to introduce you to a unique participant.,excitement,moderate
