Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:00:42,000","00:00:44,000",Ik dacht gewoon wel dat het zo zou gaan gebeuren.,Ik dacht gewoon wel dat het zo zou gaan gebeuren.,I just thought it would happen that way.,realization,mild
"00:00:51,000","00:00:55,000",Ik ben onderweg naar de 77-jarige Anneke uit Montfoort.,Ik ben onderweg naar de 77-jarige Anneke uit Montfoort.,I am on my way to the 77-year-old Anneke from Montfoort.,neutral,neutral
"00:00:56,000","00:00:59,000",Zij is de trotse bezitter van een heerlijke seniorenwoning...,Zij is de trotse bezitter van een heerlijke seniorenwoning...,She is the proud owner of a wonderful senior home ...,pride,mild
"00:00:59,000","00:01:02,000",met wijts uitzicht over de Utrechtse weilanden.,met wijts uitzicht over de Utrechtse weilanden.,With Wijts View over the Utrecht meadows.,admiration,mild
"00:01:02,000","00:01:05,000","Nou, wat wil je nog meer, hoor ik u denken.","Nou, wat wil je nog meer, hoor ik u denken.","Well, what more do you want, I hear you think.",curiosity,mild
"00:01:05,000","00:01:08,000","Nou, geen ergernis, bijvoorbeeld.","Nou, geen ergernis, bijvoorbeeld.","Well, no annoyance, for example.",annoyance,mild
"00:01:08,000","00:01:12,000",Want sinds de buren een joekel van een serre hebben aangebouwd...,Want sinds de buren een joekel van een serre hebben aangebouwd...,Because since the neighbors have added a whimper of a conservatory ...,annoyance,moderate
"00:01:12,000","00:01:15,000",irriteert Anneke zich een ongeluk.,irriteert Anneke zich een ongeluk.,Anneke annoys an accident.,annoyance,intense
"00:01:15,000","00:01:18,000","Als ik op het balkon zit, voel ik me gewoon opgesloten.","Als ik op het balkon zit, voel ik me gewoon opgesloten.","When I sit on the balcony, I just feel locked up.",annoyance,moderate
"00:01:18,000","00:01:22,000",Dat je... Dat ruitelijk zicht is gewoon helemaal weg.,Dat je... Dat ruitelijk zicht is gewoon helemaal weg.,That you ... that window view is just completely gone.,disappointment,moderate
"00:01:22,000","00:01:26,000","De buren in kwestie, Gerda en Hans, vinden dat Anneke niet zo moet mekkeren.","De buren in kwestie, Gerda en Hans, vinden dat Anneke niet zo moet mekkeren.","The neighbors in question, Gerda and Hans, believe that Anneke should not complain that way.",disapproval,mild
"00:01:26,000","00:01:30,000",Die serre staat daar helemaal prima en bovendien voldoet hij aan alle regels.,Die serre staat daar helemaal prima en bovendien voldoet hij aan alle regels.,That conservatory is completely fine there and moreover it meets all the rules.,neutral,neutral
"00:01:30,000","00:01:33,000","Kortom, mens, erger je niet.","Kortom, mens, erger je niet.","In short, people, don't get annoyed.",annoyance,mild
"00:01:33,000","00:01:36,000",Zij vreet haar eigen van binnenuit helemaal op.,Zij vreet haar eigen van binnenuit helemaal op.,She eats her own from the inside.,disgust,moderate
"00:01:36,000","00:01:39,000","Ja, het is gewoon de jaloersheid.","Ja, het is gewoon de jaloersheid.","Yes, it's just the jealousy.",realization,mild
"00:01:39,000","00:01:42,000",Jullie hebben dat wel en ik heb het niet.,Jullie hebben dat wel en ik heb het niet.,You have that and I don't have it.,,
"00:01:42,000","00:01:45,000",Inmiddels hebben beide buren er een behoorlijk potje van gemaakt.,Inmiddels hebben beide buren er een behoorlijk potje van gemaakt.,"In the meantime, both neighbors have made a considerable game of it.",annoyance,moderate
"00:01:45,000","00:01:49,000",En dus is het de hoogste tijd dat meester Visser en ik afreizen naar Montfoort...,En dus is het de hoogste tijd dat meester Visser en ik afreizen naar Montfoort...,And so it is high time that Master Visser and I travel to Montfoort ...,optimism,moderate
"00:01:49,000","00:01:52,000",om ervoor te zorgen dat het spel voorgoed uit is.,om ervoor te zorgen dat het spel voorgoed uit is.,To ensure that the game is off forever.,optimism,intense
"00:02:05,000","00:02:10,000",Ik ben Anneke Jongerius en ik ben hier in 2011 komen wonen.,Ik ben Anneke Jongerius en ik ben hier in 2011 komen wonen.,I am Anneke Jongerius and I came to live here in 2011.,neutral,neutral
"00:02:10,000","00:02:14,000",Ik was heel trots om dit huis te kunnen kopen in mijn eentje.,Ik was heel trots om dit huis te kunnen kopen in mijn eentje.,I was very proud to be able to buy this house on my own.,pride,moderate
"00:02:14,000","00:02:18,000",Maar dat is bijna twee jaar geleden een stuk minder geworden.,Maar dat is bijna twee jaar geleden een stuk minder geworden.,But that became a lot less almost two years ago.,sadness,mild
"00:02:20,000","00:02:22,000","Ja, dit is om binnen te krijgen.","Ja, dit is om binnen te krijgen.","Yes, this is to get in.",neutral,neutral
"00:02:22,000","00:02:24,000","Nou, daar komt-ie dan nou toch?","Nou, daar komt-ie dan nou toch?","Well, there he comes right?",neutral,neutral
"00:02:24,000","00:02:27,000","Nee, je moet eerst hier helemaal rondlopen zo.","Nee, je moet eerst hier helemaal rondlopen zo.","No, you first have to walk around here.",neutral,neutral
"00:02:27,000","00:02:33,000",Kijk nou. Ik ben Gerda Vreeswijk en ik woon hier nu 15 jaar.,Kijk nou. Ik ben Gerda Vreeswijk en ik woon hier nu 15 jaar.,Look now. I am Gerda Vreeswijk and I have been living here for 15 years now.,neutral,neutral
"00:02:33,000","00:02:36,000",En ik vind het een heerlijk plekje hier.,En ik vind het een heerlijk plekje hier.,And I think it's a wonderful place here.,neutral,neutral
"00:02:36,000","00:02:38,000",Een lottertelotterij.,Een lottertelotterij.,A Lottertelotterij.,amusement,mild
"00:02:38,000","00:02:41,000","Ja, het is echt een lottertelotterij.","Ja, het is echt een lottertelotterij.","Yes, it's really a Lottertelotterij.",amusement,mild
"00:02:42,000","00:02:45,000",Op een dag had ik een gesprek met de buurvrouw...,Op een dag had ik een gesprek met de buurvrouw...,One day I had a conversation with the neighbor ...,neutral,neutral
"00:02:45,000","00:02:49,000",en toen vertelde ze dat ze een overkapping liet maken.,en toen vertelde ze dat ze een overkapping liet maken.,And then she told me that she had a roof made.,neutral,neutral
"00:02:49,000","00:02:51,000","Ik dacht, nou, een overkapping.","Ik dacht, nou, een overkapping.","I thought, well, a roof.",neutral,neutral
"00:02:51,000","00:02:55,000","Maar uiteindelijk, na een week, bleek het dus een serre te zijn.","Maar uiteindelijk, na een week, bleek het dus een serre te zijn.","But in the end, after a week, it turned out to be a conservatory.",surprise,mild
"00:02:59,000","00:03:02,000","De buurvrouw, die heeft er moeite mee.","De buurvrouw, die heeft er moeite mee.","The neighbor, who has trouble with it.",annoyance,mild
"00:03:02,000","00:03:07,000",Maar dit is mijn plekje en daar mag ik mee doen wat ik wil.,Maar dit is mijn plekje en daar mag ik mee doen wat ik wil.,But this is my place and I can do what I want with that.,pride,moderate
"00:03:07,000","00:03:09,000","Tot een uur of twee, drie heb ik hier wel zon.","Tot een uur of twee, drie heb ik hier wel zon.",I have sun here up to an hour or two or three.,neutral,neutral
"00:03:09,000","00:03:12,000",Maar nu in het voor- en najaar is het gewoon niet.,Maar nu in het voor- en najaar is het gewoon niet.,But now in the spring and autumn it is just not.,disappointment,mild
"00:03:12,000","00:03:14,000",Het ruikelijk zicht is ook helemaal weg.,Het ruikelijk zicht is ook helemaal weg.,The rude view is also completely gone.,disappointment,moderate
"00:03:14,000","00:03:17,000",Het lijkt net of je over een hoekje zit te kijken.,Het lijkt net of je over een hoekje zit te kijken.,It looks like you're looking over a corner.,curiosity,mild
"00:03:17,000","00:03:19,000","Ik vind het gewoon, ja...","Ik vind het gewoon, ja...","I just think it's, yes ...",neutral,neutral
"00:03:19,000","00:03:21,000",Ik voel me gewoon opgesloten.,Ik voel me gewoon opgesloten.,I just feel locked up.,annoyance,moderate
"00:03:21,000","00:03:24,000",Ik heb er ook geen soepie van bijna.,Ik heb er ook geen soepie van bijna.,I also don't have a soup.,neutral,neutral
"00:03:24,000","00:03:27,000",Ze heeft een ruimte gezet om een stoel op te schuiven.,Ze heeft een ruimte gezet om een stoel op te schuiven.,She has set a room to move a chair.,neutral,neutral
"00:03:27,000","00:03:30,000",Dus ze zeurt om niks te doen.,Dus ze zeurt om niks te doen.,So she nags not to do anything.,annoyance,moderate
"00:03:30,000","00:03:33,000",Ze heeft een ruimte gezet om een stoel op te schuiven.,Ze heeft een ruimte gezet om een stoel op te schuiven.,She has set a room to move a chair.,neutral,neutral
"00:03:33,000","00:03:35,000",Dus ze zeurt om niks te doen.,Dus ze zeurt om niks te doen.,So she nags not to do anything.,annoyance,moderate
"00:03:35,000","00:03:37,000",Dus ze zeurt om niks.,Dus ze zeurt om niks.,So she nags for nothing.,annoyance,moderate
"00:03:37,000","00:03:42,000","Eerst vond ik het heel aardig, maar ik ben me zo in teleurgesteld.","Eerst vond ik het heel aardig, maar ik ben me zo in teleurgesteld.","At first I thought it was very nice, but I am so disappointed.",disappointment,intense
"00:03:42,000","00:03:45,000",Ik kan niet vertellen hoe iemand zo kan zijn.,Ik kan niet vertellen hoe iemand zo kan zijn.,I can't tell how someone can be like that.,confusion,moderate
"00:03:45,000","00:03:47,000",Dat snap ik gewoon niet.,Dat snap ik gewoon niet.,I just don't understand that.,confusion,moderate
"00:03:58,000","00:04:00,000","Zo, daar zijn we dan.","Zo, daar zijn we dan.","So, there we are.",neutral,neutral
"00:04:00,000","00:04:02,000",Dit mooie mondvoort.,Dit mooie mondvoort.,It is beautiful mouth -watering.,admiration,mild
"00:04:02,000","00:04:04,000",Moet je nou toch eens even kijken.,Moet je nou toch eens even kijken.,Do you have to take a look.,curiosity,mild
"00:04:04,000","00:04:08,000","Onder de rook van Utrecht, maar dan wel met dit uitzicht.","Onder de rook van Utrecht, maar dan wel met dit uitzicht.","Under the smoke of Utrecht, but with this view.",admiration,mild
"00:04:08,000","00:04:11,000","Best of both worlds, zeggen we dan. Dat willen we toch allemaal?","Best of both worlds, zeggen we dan. Dat willen we toch allemaal?","Best of Both Worlds, we say. We all want that, right?",optimism,mild
"00:04:11,000","00:04:14,000","Maar ja, dan zonder ruzie met de buren.","Maar ja, dan zonder ruzie met de buren.","But yes, without a fight with the neighbors.",annoyance,mild
"00:04:14,000","00:04:16,000",Eens even kijken waar we zijn.,Eens even kijken waar we zijn.,Let's see where we are.,curiosity,mild
"00:04:16,000","00:04:19,000","Hier op de hoek, dat is het huis van Gerda en Hans.","Hier op de hoek, dat is het huis van Gerda en Hans.","Here on the corner, that's the house of Gerda and Hans.",neutral,neutral
"00:04:19,000","00:04:22,000",En daarnaast woont dan dus buurvrouw Anneke.,En daarnaast woont dan dus buurvrouw Anneke.,"And in addition, neighbor Anneke lives.",neutral,neutral
"00:04:22,000","00:04:24,000",En dan kan het niet missen...,En dan kan het niet missen...,And then it can't miss it ...,neutral,neutral
"00:04:24,000","00:04:28,000",dan is dat de serre die vandaag de hoofdrol speelt.,dan is dat de serre die vandaag de hoofdrol speelt.,Then that is the conservatory that plays the leading role today.,neutral,neutral
"00:04:28,000","00:04:32,000",Maar dankzij die serre is het hier verre van gezellig.,Maar dankzij die serre is het hier verre van gezellig.,But thanks to that conservatory it is far from cozy.,disappointment,moderate
"00:04:32,000","00:04:35,000",Eerst bij Anneke eens een kopje koffie drinken.,Eerst bij Anneke eens een kopje koffie drinken.,First drink a cup of coffee at Anneke.,neutral,neutral
"00:04:37,000","00:04:40,000","Ja, kijk nou. Wat een gezellig hofje.","Ja, kijk nou. Wat een gezellig hofje.","Yes, look now. What a nice courtyard.",admiration,mild
"00:04:40,000","00:04:42,000",Met allemaal senioren.,Met allemaal senioren.,With all seniors.,neutral,neutral
"00:04:43,000","00:04:45,000","Goedemorgen. Goedemorgen, Victor.","Goedemorgen. Goedemorgen, Victor.","Good morning. Goedemorgen, Victor.",neutral,neutral
"00:04:45,000","00:04:47,000","Ik ben Anneke. Victor, aangenaam.","Ik ben Anneke. Victor, aangenaam.","I'm Anneke. Victor, pleasant.",neutral,neutral
"00:04:47,000","00:04:52,000",Ik kom met u kletsen over het gedoe rond de serre van de buren.,Ik kom met u kletsen over het gedoe rond de serre van de buren.,I come and chat with you about the hassle around the conservatory of the neighbors.,annoyance,mild
"00:04:52,000","00:04:55,000","Ja. Het huilen staat u nader dan het lachen, zie ik.","Ja. Het huilen staat u nader dan het lachen, zie ik.","Yes. Crying you are closer than laughing, I see.",sadness,moderate
"00:04:55,000","00:04:58,000","Ja, dat kan ik wel zeggen. Nou, dan kom ik gauw binnen.","Ja, dat kan ik wel zeggen. Nou, dan kom ik gauw binnen.","Yes, I can say that. Well, then I'll come in soon.",neutral,neutral
"00:04:58,000","00:05:00,000",U heeft muntjes. Kom verder.,U heeft muntjes. Kom verder.,You have coins. Come on.,neutral,neutral
"00:05:01,000","00:05:04,000","Het is tegen de mieren. O, tegen de mieren.","Het is tegen de mieren. O, tegen de mieren.",It's against the ants. Oh against the ants.,neutral,neutral
"00:05:10,000","00:05:12,000","O, wauw.","O, wauw.","Oh, wow.",surprise,mild
"00:05:12,000","00:05:15,000","Nou, Victor, u ziet het. Dit is mijn terras.","Nou, Victor, u ziet het. Dit is mijn terras.","Well, Victor, you see it. This is my terrace.",neutral,neutral
"00:05:15,000","00:05:17,000","Prachtig, zeg. Ja.","Prachtig, zeg. Ja.","Beautiful, say. Yes.",admiration,mild
"00:05:17,000","00:05:19,000",Uitzicht op de schaapjes.,Uitzicht op de schaapjes.,View of the sheep.,neutral,neutral
"00:05:19,000","00:05:22,000","Hier, ja. Daar niet bedoeld.","Hier, ja. Daar niet bedoeld.","Here, yes. Not meant there.",neutral,neutral
"00:05:22,000","00:05:25,000","Nee. Want dit is het grote probleem, hè?","Nee. Want dit is het grote probleem, hè?","No. Because this is the big problem, right?",,
"00:05:25,000","00:05:27,000",Ja. Het ruimtelijk zicht ben ik kwijt...,Ja. Het ruimtelijk zicht ben ik kwijt...,Yes. I have lost the spatial vision ...,sadness,moderate
"00:05:27,000","00:05:30,000",en een stuk uitzicht ben ik gewoon kwijt en zo.,en een stuk uitzicht ben ik gewoon kwijt en zo.,And I just lost a piece of view and so on.,sadness,moderate
"00:05:30,000","00:05:32,000","Want even voor mij, mevrouw.","Want even voor mij, mevrouw.","Because just for me, ma'am.",neutral,neutral
"00:05:32,000","00:05:34,000",Vroeger stond de schutting hier...,Vroeger stond de schutting hier...,The fence used to be here ...,neutral,neutral
"00:05:34,000","00:05:37,000",en dan kon u zelfs nog een beetje over de schutting heen kijken...,en dan kon u zelfs nog een beetje over de schutting heen kijken...,And then you could even look a little over the fence ...,neutral,neutral
"00:05:37,000","00:05:39,000",en dan was het ruimtelijk meer open.,en dan was het ruimtelijk meer open.,And then it was more open spatially.,neutral,neutral
"00:05:39,000","00:05:41,000","Nou, weet je, zo is dit stuk...","Nou, weet je, zo is dit stuk...","Well, you know, this piece is ...",neutral,neutral
"00:05:41,000","00:05:43,000",Dan kon u lekker overheen kijken.,Dan kon u lekker overheen kijken.,Then you could look over it.,neutral,neutral
"00:05:43,000","00:05:46,000",En dan kon je erlangs kijken en dat is ook weg.,En dan kon je erlangs kijken en dat is ook weg.,And then you could look past it and that is gone.,sadness,moderate
"00:05:46,000","00:05:49,000","Dat is weg, dus. Ja. Eigenlijk is alles weg.","Dat is weg, dus. Ja. Eigenlijk is alles weg.",That is gone. Yes. Everything is gone.,grief,intense
"00:05:49,000","00:05:54,000",Nou ja. Ik voel me gewoon opgesloten door dat ding.,Nou ja. Ik voel me gewoon opgesloten door dat ding.,Well. I just feel locked up by that thing.,annoyance,moderate
"00:05:54,000","00:05:58,000",Ja. Ik zie dat u er bloedzaagreinigd van bent.,Ja. Ik zie dat u er bloedzaagreinigd van bent.,Yes. I see that you are a blood saw clean.,confusion,mild
"00:05:58,000","00:06:00,000",Of komt dat door mij?,Of komt dat door mij?,Or is that because of me?,curiosity,mild
"00:06:00,000","00:06:03,000","Nee, dat komt doordat. Ja.","Nee, dat komt doordat. Ja.","No, that's because. Yes.",neutral,neutral
"00:06:03,000","00:06:07,000","Ja, ik voel me gewoon gefrustreerd. Gewoon...","Ja, ik voel me gewoon gefrustreerd. Gewoon...","Yes, I just feel frustrated. Just...",annoyance,moderate
"00:06:07,000","00:06:11,000",Ik heb van de zomer weleens met tranen zien mogen op het balkon gezeten.,Ik heb van de zomer weleens met tranen zien mogen op het balkon gezeten.,I have seen tears on the balcony this summer.,sadness,mild
"00:06:11,000","00:06:14,000","Ik dacht, verdorie. Misschien aanstellerietes...","Ik dacht, verdorie. Misschien aanstellerietes...","I thought, damn it. Maybe instigator ...",remorse,mild
"00:06:14,000","00:06:17,000","maar ik denk, waarom doe je dit?","maar ik denk, waarom doe je dit?",But I think why are you doing this?,confusion,moderate
"00:06:20,000","00:06:23,000",Tot zover het uitzicht. Waar heeft u nog meer last van?,Tot zover het uitzicht. Waar heeft u nog meer last van?,So far the view. What else is you bothered by?,curiosity,mild
"00:06:23,000","00:06:26,000",Minder zon. Minder zon op het korte was.,Minder zon. Minder zon op het korte was.,Less sun. Less sun on the short was.,disappointment,mild
"00:06:26,000","00:06:28,000",In de zomer komt het tot zover ongeveer.,In de zomer komt het tot zover ongeveer.,In the summer it comes so far.,neutral,neutral
"00:06:28,000","00:06:30,000",En normaal was het het hele balkon.,En normaal was het het hele balkon.,And normally it was the whole balcony.,disappointment,mild
"00:06:30,000","00:06:32,000",En ik heb er ook wateroverlast van.,En ik heb er ook wateroverlast van.,And I also have flooding.,annoyance,moderate
"00:06:32,000","00:06:35,000",Wateroverlast? Ja. En waar komt het water vandaan?,Wateroverlast? Ja. En waar komt het water vandaan?,Flooding? Yes. And where does the water come from?,curiosity,mild
"00:06:35,000","00:06:39,000",Ja. Van dat ding. Daar zit helemaal geen waterkering op.,Ja. Van dat ding. Daar zit helemaal geen waterkering op.,Yes. From that thing. There is no flood defense at all.,annoyance,moderate
"00:06:41,000","00:06:44,000",Dus wat gebeurt er als er een stevige regenbui is?,Dus wat gebeurt er als er een stevige regenbui is?,So what happens if there is a sturdy rain shower?,curiosity,mild
"00:06:44,000","00:06:46,000",Dan wordt het helemaal nat. Klaar.,Dan wordt het helemaal nat. Klaar.,Then it gets completely wet. Finished.,annoyance,moderate
"00:06:46,000","00:06:50,000",En die kist is nog nooit zo groen geweest als sinds dat ding er staat.,En die kist is nog nooit zo groen geweest als sinds dat ding er staat.,And that coffin has never been so green since that thing is there.,disapproval,moderate
"00:06:50,000","00:06:54,000",Dus al die aanslag komt van het water wat van de steiger komt?,Dus al die aanslag komt van het water wat van de steiger komt?,So all that attack comes from the water that comes from the jetty?,curiosity,mild
"00:06:54,000","00:06:56,000",Ja. En er komt geen zon. Dus het blijft nat?,Ja. En er komt geen zon. Dus het blijft nat?,Yes. And there will be no sun. So it stays wet?,disappointment,mild
"00:06:56,000","00:06:58,000",Ja. En wat er dan gebeurt...,Ja. En wat er dan gebeurt...,Yes. And what happens then ...,curiosity,mild
"00:06:58,000","00:07:02,000","Ja, als er zonne-schutting is, dan bloed je loers op.","Ja, als er zonne-schutting is, dan bloed je loers op.","Yes, if there is a solar fence, you will blood on loers.",confusion,mild
"00:07:02,000","00:07:04,000",Maar daar wordt het spekglad van.,Maar daar wordt het spekglad van.,But that makes it slippery.,neutral,neutral
"00:07:04,000","00:07:07,000",Ja. Dus ik ben bang om op het balkon te lopen.,Ja. Dus ik ben bang om op het balkon te lopen.,Yes. So I'm afraid to walk on the balcony.,fear,moderate
"00:07:07,000","00:07:10,000",Ik heb twee kunstknieën en een kunstheup. Ik vind het wel genoeg.,Ik heb twee kunstknieën en een kunstheup. Ik vind het wel genoeg.,I have two artificial knees and an artificial hip. I think it's enough.,neutral,neutral
"00:07:10,000","00:07:14,000","O, u bent een soort bionic woman. Ja. Precies. Met een robot.","O, u bent een soort bionic woman. Ja. Precies. Met een robot.","Oh, you are a kind of Bionic Woman. Yes. Precisely. With a robot.",amusement,mild
"00:07:14,000","00:07:17,000","Dat snap ik heel goed, dat u daar voorzichtig bent.","Dat snap ik heel goed, dat u daar voorzichtig bent.",I understand that very well that you are careful there.,caring,mild
"00:07:17,000","00:07:21,000",Want de zon komt daar dan niet meer en dan blijft het ook nat.,Want de zon komt daar dan niet meer en dan blijft het ook nat.,Because the sun will not get there anymore and then it will stay wet.,disappointment,mild
"00:07:22,000","00:07:24,000","Nou, het is meer dat stuk ook. Maar goed.","Nou, het is meer dat stuk ook. Maar goed.","Well, it's more that piece too. Anyway.",neutral,neutral
"00:07:24,000","00:07:27,000",Ik zie dat eigenlijk het hele terras groen is.,Ik zie dat eigenlijk het hele terras groen is.,I see that the entire terrace is green.,disapproval,mild
"00:07:27,000","00:07:29,000",Ja.,Ja.,And.,neutral,neutral
"00:07:29,000","00:07:32,000",Wel gezellig dat de eendjes nog even langskomen. Geniet u daar nog wel van?,Wel gezellig dat de eendjes nog even langskomen. Geniet u daar nog wel van?,Nice that the ducks come by. Do you still enjoy that?,curiosity,mild
"00:07:32,000","00:07:36,000","Ja, ja, ja. Zeker wel. En konijnen... Of hazen zijn er ook.","Ja, ja, ja. Zeker wel. En konijnen... Of hazen zijn er ook.","Yes, yes, yes. Certainly. And rabbits ... or hares are there too.",joy,mild
"00:07:36,000","00:07:39,000",Hazen zijn er ook. Keigezellig. Maar die zijn er nou niet.,Hazen zijn er ook. Keigezellig. Maar die zijn er nou niet.,Hazes are there too. Great. But they are not there.,confusion,mild
"00:07:39,000","00:07:42,000",Die waren bang voor jullie. Nee. Zijn er ook nog geen hazen?,Die waren bang voor jullie. Nee. Zijn er ook nog geen hazen?,They were afraid of you. No. Are there no hares yet?,amusement,mild
"00:07:42,000","00:07:44,000",We willen jou gewoon niet zien. Zullen we gewoon binnen...,We willen jou gewoon niet zien. Zullen we gewoon binnen...,We just don't want to see you. Shall we just inside ...,disapproval,mild
"00:07:44,000","00:07:46,000",met een kopje koffie er even verder over kletsen?,met een kopje koffie er even verder over kletsen?,Chat a little further about it with a cup of coffee?,neutral,neutral
"00:07:46,000","00:07:48,000","Ja, heel graag.","Ja, heel graag.","Yes, please.",neutral,neutral
"00:07:52,000","00:07:55,000","Hoe lang woon je hier nu, Anneke? Sinds 2011.","Hoe lang woon je hier nu, Anneke? Sinds 2011.","How long do you live here now, Anneke? Since 2011.",neutral,neutral
"00:07:55,000","00:07:58,000",En hoe was het contact met Gerda aan het begin?,En hoe was het contact met Gerda aan het begin?,And how was the contact with Gerda at the beginning?,curiosity,mild
"00:07:58,000","00:08:01,000",Een hele leuke buurvrouw gewoon. Ook zorgzaam.,Een hele leuke buurvrouw gewoon. Ook zorgzaam.,Just a very nice neighbor. Also caring.,admiration,mild
"00:08:01,000","00:08:07,000",We hadden een vriendinnengroepje met kaarten en spelletjes en zo.,We hadden een vriendinnengroepje met kaarten en spelletjes en zo.,We had a girlfriend group with cards and games and such.,neutral,neutral
"00:08:07,000","00:08:09,000",Leuk. En het was heel gezellig.,Leuk. En het was heel gezellig.,Nice. And it was very nice.,joy,mild
"00:08:09,000","00:08:12,000",U was gewoon vriendinnen? Ja. Zeker.,U was gewoon vriendinnen? Ja. Zeker.,You were just girlfriends? Yes. Certainly.,joy,mild
"00:08:12,000","00:08:15,000","En dat mis ik gewoon. Ja, mist u dat?","En dat mis ik gewoon. Ja, mist u dat?","And I just miss that. Yes, do you miss that?",sadness,mild
"00:08:15,000","00:08:18,000","Ja, tuurlijk. Want het vriendinnenclubje bestaat niet meer, begrijp ik.","Ja, tuurlijk. Want het vriendinnenclubje bestaat niet meer, begrijp ik.","Yes, of course. Because the girlfriend club no longer exists, I understand.",sadness,mild
"00:08:18,000","00:08:21,000",Nee. En hoe is dat zo gekomen?,Nee. En hoe is dat zo gekomen?,No. And how did that happen?,curiosity,mild
"00:08:21,000","00:08:24,000",Ja. Door die zerren.,Ja. Door die zerren.,Yes. Because of those zerren.,confusion,mild
"00:08:24,000","00:08:26,000",Door de zerren? Ja. Echt waar?,Door de zerren? Ja. Echt waar?,Through the Zerren? Yes. Really and truly?,surprise,mild
"00:08:26,000","00:08:29,000",Ja. En het liep naar mij. Dus dat is...,Ja. En het liep naar mij. Dus dat is...,Yes. And it went to me. So that's ...,disappointment,mild
"00:08:29,000","00:08:31,000",Ik moet niet zeuren.,Ik moet niet zeuren.,I don't have to nag.,annoyance,mild
"00:08:31,000","00:08:35,000",Zij geven u het gevoel dat u een grote zeurpuut bent...,Zij geven u het gevoel dat u een grote zeurpuut bent...,They give you the feeling that you are a big whining ...,disapproval,moderate
"00:08:35,000","00:08:38,000",en dat u dit maar gewoon moet accepteren.,en dat u dit maar gewoon moet accepteren.,And that you just have to accept this.,,
"00:08:38,000","00:08:40,000",Ja.,Ja.,And.,neutral,neutral
"00:08:40,000","00:08:42,000",Ik heb er twee. Kijk.,Ik heb er twee. Kijk.,I have two. Look.,neutral,neutral
"00:08:42,000","00:08:44,000","Eén, twee. Ajoe.","Eén, twee. Ajoe.","One, two. Ajoe.",neutral,neutral
"00:08:44,000","00:08:46,000",En eruit.,En eruit.,And out.,neutral,neutral
"00:08:46,000","00:08:48,000",We speelden meestal mens R hier niet.,We speelden meestal mens R hier niet.,We usually did not play people R here.,neutral,neutral
"00:08:48,000","00:08:53,000",En ik vind het heel jammer dat het nou op deze manier afgelopen is.,En ik vind het heel jammer dat het nou op deze manier afgelopen is.,And I think it's a shame that it ended this way.,disappointment,moderate
"00:08:53,000","00:08:55,000",Dus...,Dus...,So ...,neutral,neutral
"00:08:55,000","00:08:57,000",Ik heb heel erg in de vergist.,Ik heb heel erg in de vergist.,I was very fermented.,anger,intense
"00:08:57,000","00:09:01,000","Hoe ze met me omgaat, dat vind ik wel...","Hoe ze met me omgaat, dat vind ik wel...","How she deals with me, I think ...",disapproval,moderate
"00:09:01,000","00:09:04,000",Ja. Kijk. Dat was het.,Ja. Kijk. Dat was het.,Yes. Look. That was it.,neutral,neutral
